#total-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      28401.751      6.3894075      28401.751      6.3894075      28401.751      6.3894075
              1      28401.751      6.3894075      28401.751      6.3894075      28401.751      6.3894075
