#         pt_j1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      393.88956      0.6048458      393.88956      0.6048458      393.88956      0.6048458
              5      608.90613     0.73280992      608.90613     0.73280992      608.90613     0.73280992
             10      553.82916     0.68039037      553.82916     0.68039037      553.82916     0.68039037
             15      486.05614     0.63169382      486.05614     0.63169382      486.05614     0.63169382
             20      426.51976     0.58216478      426.51976     0.58216478      426.51976     0.58216478
             25      372.73995      0.5472284      372.73995      0.5472284      372.73995      0.5472284
             30      324.92826     0.50311479      324.92826     0.50311479      324.92826     0.50311479
             35      283.64312     0.46937172      283.64312     0.46937172      283.64312     0.46937172
             40      248.86658     0.43860538      248.86658     0.43860538      248.86658     0.43860538
             45      216.22119     0.41092504      216.22119     0.41092504      216.22119     0.41092504
             50      190.01699     0.38227016      190.01699     0.38227016      190.01699     0.38227016
             55      165.65272     0.35761985      165.65272     0.35761985      165.65272     0.35761985
             60      145.72292     0.33599609      145.72292     0.33599609      145.72292     0.33599609
             65      127.39963     0.31245031      127.39963     0.31245031      127.39963     0.31245031
             70      112.40899      0.2952887      112.40899      0.2952887      112.40899      0.2952887
             75      98.902648     0.27755253      98.902648     0.27755253      98.902648     0.27755253
             80      87.641669     0.25980874      87.641669     0.25980874      87.641669     0.25980874
             85       77.61267     0.24430252       77.61267     0.24430252       77.61267     0.24430252
             90      68.594617     0.23133237      68.594617     0.23133237      68.594617     0.23133237
             95      61.490636     0.21826147      61.490636     0.21826147      61.490636     0.21826147
            100      54.579706     0.20512075      54.579706     0.20512075      54.579706     0.20512075
            105      48.686332     0.19440776      48.686332     0.19440776      48.686332     0.19440776
            110      43.398209     0.18364946      43.398209     0.18364946      43.398209     0.18364946
            115      38.906907     0.17369163      38.906907     0.17369163      38.906907     0.17369163
            120      35.401906     0.16591128      35.401906     0.16591128      35.401906     0.16591128
            125      31.598775     0.15815925      31.598775     0.15815925      31.598775     0.15815925
            130      28.035677     0.14719389      28.035677     0.14719389      28.035677     0.14719389
            135      25.831212     0.14320067      25.831212     0.14320067      25.831212     0.14320067
            140      23.486673     0.13524548      23.486673     0.13524548      23.486673     0.13524548
            145      21.226643     0.13655174      21.226643     0.13655174      21.226643     0.13655174
            150      19.019373     0.12290084      19.019373     0.12290084      19.019373     0.12290084
            155      17.302067     0.11635364      17.302067     0.11635364      17.302067     0.11635364
            160        15.7395     0.11162256        15.7395     0.11162256        15.7395     0.11162256
            165        14.5555     0.12318771        14.5555     0.12318771        14.5555     0.12318771
            170      13.206384     0.10297724      13.206384     0.10297724      13.206384     0.10297724
            175       11.81648    0.096826946       11.81648    0.096826946       11.81648    0.096826946
