# pt_bjet1-CMS-        central        num_err    min (scale)        num_err    max (scale)        num_err
# 1bjet
             30      50.803651    0.095762548      50.803651    0.095762548      50.803651    0.095762548
             50      21.159282    0.054936299      21.159282    0.054936299      21.159282    0.054936299
             75      9.1489638    0.030556352      9.1489638    0.030556352      9.1489638    0.030556352
            110      3.7840315    0.017526708      3.7840315    0.017526708      3.7840315    0.017526708
            155       1.476819   0.0092538191       1.476819   0.0092538191       1.476819   0.0092538191
            220     0.40008939   0.0033176553     0.40008939   0.0033176553     0.40008939   0.0033176553
            360    0.062794008   0.0010457809    0.062794008   0.0010457809    0.062794008   0.0010457809
            600    0.062794008   0.0010457809    0.062794008   0.0010457809    0.062794008   0.0010457809
