# total-CMS-1bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      2205.3997      2.7647979      2205.3997      2.7647979      2205.3997      2.7647979
              1      2205.3997      2.7647979      2205.3997      2.7647979      2205.3997      2.7647979
