#          y_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      4891.2493      13.955883      4891.2493      13.955883      4891.2493      13.955883
           -0.4      4949.6247      14.042345      4949.6247      14.042345      4949.6247      14.042345
           -0.3      4951.7667      14.045471      4951.7667      14.045471      4951.7667      14.045471
           -0.2      4978.2631      14.068764      4978.2631      14.068764      4978.2631      14.068764
           -0.1      4990.4913      14.071665      4990.4913      14.071665      4990.4913      14.071665
              0      4967.9123      14.097356      4967.9123      14.097356      4967.9123      14.097356
            0.1      4950.3832      14.008641      4950.3832      14.008641      4950.3832      14.008641
            0.2      4975.9883      14.051759      4975.9883      14.051759      4975.9883      14.051759
            0.3      4955.7314      14.070369      4955.7314      14.070369      4955.7314      14.070369
            0.4      4920.7142      14.012342      4920.7142      14.012342      4920.7142      14.012342
            0.5      4860.7828      13.921949      4860.7828      13.921949      4860.7828      13.921949
            0.6      4849.2768      13.969315      4849.2768      13.969315      4849.2768      13.969315
            0.7      4764.3301      13.833554      4764.3301      13.833554      4764.3301      13.833554
            0.8      4727.1262       13.74628      4727.1262       13.74628      4727.1262       13.74628
            0.9      4648.0886      13.780327      4648.0886      13.780327      4648.0886      13.780327
              1      4587.8901      13.552688      4587.8901      13.552688      4587.8901      13.552688
            1.1      4517.1888      13.488824      4517.1888      13.488824      4517.1888      13.488824
            1.2      4432.5307      13.397999      4432.5307      13.397999      4432.5307      13.397999
            1.3      4335.2477      13.213197      4335.2477      13.213197      4335.2477      13.213197
            1.4      4237.8713      13.149629      4237.8713      13.149629      4237.8713      13.149629
            1.5      4136.6505      13.068317      4136.6505      13.068317      4136.6505      13.068317
            1.6      4029.2069      12.866227      4029.2069      12.866227      4029.2069      12.866227
            1.7      3932.5244      12.709453      3932.5244      12.709453      3932.5244      12.709453
            1.8      3822.9358      12.515815      3822.9358      12.515815      3822.9358      12.515815
            1.9      3690.1685      12.473397      3690.1685      12.473397      3690.1685      12.473397
              2      3583.3335      12.208057      3583.3335      12.208057      3583.3335      12.208057
            2.1      3441.4909      11.959545      3441.4909      11.959545      3441.4909      11.959545
            2.2      3311.9529      11.853981      3311.9529      11.853981      3311.9529      11.853981
            2.3      3152.3493      11.535048      3152.3493      11.535048      3152.3493      11.535048
            2.4      3027.1934      11.457825      3027.1934      11.457825      3027.1934      11.457825
            2.5      2900.5267      11.133885      2900.5267      11.133885      2900.5267      11.133885
            2.6      2767.9919      11.503556      2767.9919      11.503556      2767.9919      11.503556
            2.7      2626.9031      10.761935      2626.9031      10.761935      2626.9031      10.761935
            2.8      2482.3608      10.540882      2482.3608      10.540882      2482.3608      10.540882
            2.9        2341.29      10.130189        2341.29      10.130189        2341.29      10.130189
              3      2216.9862      9.8497594      2216.9862      9.8497594      2216.9862      9.8497594
            3.1      2061.5511      9.5860505      2061.5511      9.5860505      2061.5511      9.5860505
            3.2      1912.0297      9.3358153      1912.0297      9.3358153      1912.0297      9.3358153
            3.3      1788.0865      9.0873817      1788.0865      9.0873817      1788.0865      9.0873817
            3.4       1663.199      8.7528281       1663.199      8.7528281       1663.199      8.7528281
            3.5      1532.5736      8.4020009      1532.5736      8.4020009      1532.5736      8.4020009
            3.6      1408.6402      8.0802244      1408.6402      8.0802244      1408.6402      8.0802244
            3.7       1290.189       7.753257       1290.189       7.753257       1290.189       7.753257
            3.8       1163.701      7.4569502       1163.701      7.4569502       1163.701      7.4569502
            3.9      1057.5585       7.059431      1057.5585       7.059431      1057.5585       7.059431
              4      944.63709      6.6862719      944.63709      6.6862719      944.63709      6.6862719
            4.1      834.75105      6.4521952      834.75105      6.4521952      834.75105      6.4521952
            4.2      756.63915      6.0706633      756.63915      6.0706633      756.63915      6.0706633
            4.3      656.80985       5.679075      656.80985       5.679075      656.80985       5.679075
            4.4      574.08512      5.3683411      574.08512      5.3683411      574.08512      5.3683411
            4.5      506.26164      4.9857123      506.26164      4.9857123      506.26164      4.9857123
            4.6      432.30957      4.6380582      432.30957      4.6380582      432.30957      4.6380582
            4.7      377.54917       4.282656      377.54917       4.282656      377.54917       4.282656
            4.8      326.27163      5.0122389      326.27163      5.0122389      326.27163      5.0122389
            4.9      268.75852      3.6597201      268.75852      3.6597201      268.75852      3.6597201
              5      268.75852      3.6597201      268.75852      3.6597201      268.75852      3.6597201
