# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ250
              0      72.104015     0.58342781      72.104015     0.58342781      72.104015     0.58342781
              1      264.42122      1.1244783      264.42122      1.1244783      264.42122      1.1244783
              2      417.57596      1.4508363      417.57596      1.4508363      417.57596      1.4508363
              3      512.70257      1.5996807      512.70257      1.5996807      512.70257      1.5996807
              4      559.89153      1.6615943      559.89153      1.6615943      559.89153      1.6615943
              5      581.72224      1.6823718      581.72224      1.6823718      581.72224      1.6823718
              6      583.07638      1.6594419      583.07638      1.6594419      583.07638      1.6594419
              7      584.99412      1.6457751      584.99412      1.6457751      584.99412      1.6457751
              8      572.38976      1.6181045      572.38976      1.6181045      572.38976      1.6181045
              9       558.4183      1.5898961       558.4183      1.5898961       558.4183      1.5898961
             10       543.1884      1.5571025       543.1884      1.5571025       543.1884      1.5571025
             11      530.60807      1.5368118      530.60807      1.5368118      530.60807      1.5368118
             12      513.93013      1.5056178      513.93013      1.5056178      513.93013      1.5056178
             13      496.74789      1.4714394      496.74789      1.4714394      496.74789      1.4714394
             14      480.16068      1.4373087      480.16068      1.4373087      480.16068      1.4373087
             15      467.36362      1.4135307      467.36362      1.4135307      467.36362      1.4135307
             16      450.58675      1.3878451      450.58675      1.3878451      450.58675      1.3878451
             17      437.99516      1.3625968      437.99516      1.3625968      437.99516      1.3625968
             18      423.63715      1.3410621      423.63715      1.3410621      423.63715      1.3410621
             19      409.14418      1.3155621      409.14418      1.3155621      409.14418      1.3155621
             20      397.21318      1.2876047      397.21318      1.2876047      397.21318      1.2876047
             21      385.50397      1.2631859      385.50397      1.2631859      385.50397      1.2631859
             22        373.541      1.2525423        373.541      1.2525423        373.541      1.2525423
             23      361.56046      1.2242685      361.56046      1.2242685      361.56046      1.2242685
             24      350.47184      1.1997463      350.47184      1.1997463      350.47184      1.1997463
             25      338.81798      1.1781197      338.81798      1.1781197      338.81798      1.1781197
             26      328.07787      1.1626012      328.07787      1.1626012      328.07787      1.1626012
             27      317.16395      1.1500161      317.16395      1.1500161      317.16395      1.1500161
             28      308.96967      1.1222687      308.96967      1.1222687      308.96967      1.1222687
             29      299.46168      1.1032986      299.46168      1.1032986      299.46168      1.1032986
             30      290.45164       1.089117      290.45164       1.089117      290.45164       1.089117
             31      282.23105      1.0764297      282.23105      1.0764297      282.23105      1.0764297
             32      273.37126      1.0524512      273.37126      1.0524512      273.37126      1.0524512
             33      265.38549      1.0356481      265.38549      1.0356481      265.38549      1.0356481
             34      257.04772      1.0353085      257.04772      1.0353085      257.04772      1.0353085
             35       249.4684      1.0058572       249.4684      1.0058572       249.4684      1.0058572
             36      241.43055     0.98508759      241.43055     0.98508759      241.43055     0.98508759
             37      234.26106     0.97337002      234.26106     0.97337002      234.26106     0.97337002
             38      226.80289     0.95853818      226.80289     0.95853818      226.80289     0.95853818
             39      220.98596     0.94285522      220.98596     0.94285522      220.98596     0.94285522
             40      213.98689     0.92703898      213.98689     0.92703898      213.98689     0.92703898
             41      208.32703     0.91160423      208.32703     0.91160423      208.32703     0.91160423
             42      201.56648     0.89990893      201.56648     0.89990893      201.56648     0.89990893
             43      196.27077     0.88555983      196.27077     0.88555983      196.27077     0.88555983
             44      189.11118     0.87045865      189.11118     0.87045865      189.11118     0.87045865
             45      185.32512     0.85930912      185.32512     0.85930912      185.32512     0.85930912
             46      178.03793     0.84264325      178.03793     0.84264325      178.03793     0.84264325
             47      172.66832     0.82952097      172.66832     0.82952097      172.66832     0.82952097
             48      167.02284     0.81521709      167.02284     0.81521709      167.02284     0.81521709
             49      164.06473     0.80640338      164.06473     0.80640338      164.06473     0.80640338
             50      164.06473     0.80640338      164.06473     0.80640338      164.06473     0.80640338
