# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 60
             -8     0.66636712     0.18713358     0.66636712     0.18713358     0.66636712     0.18713358
           -7.9     0.25791436     0.14767098     0.25791436     0.14767098     0.25791436     0.14767098
           -7.8     0.80012008     0.19121661     0.80012008     0.19121661     0.80012008     0.19121661
           -7.7     0.83912401     0.21784132     0.83912401     0.21784132     0.83912401     0.21784132
           -7.6      1.2901471     0.24423703      1.2901471     0.24423703      1.2901471     0.24423703
           -7.5      1.8137559     0.28516497      1.8137559     0.28516497      1.8137559     0.28516497
           -7.4      1.4051417     0.27955568      1.4051417     0.27955568      1.4051417     0.27955568
           -7.3       1.690812     0.26090597       1.690812     0.26090597       1.690812     0.26090597
           -7.2      1.9202726     0.32077123      1.9202726     0.32077123      1.9202726     0.32077123
           -7.1      2.8814173     0.38528097      2.8814173     0.38528097      2.8814173     0.38528097
             -7      3.3638829     0.41689408      3.3638829     0.41689408      3.3638829     0.41689408
           -6.9      4.4126486     0.47993345      4.4126486     0.47993345      4.4126486     0.47993345
           -6.8      5.4138475     0.53012767      5.4138475     0.53012767      5.4138475     0.53012767
           -6.7      6.1583868     0.53813377      6.1583868     0.53813377      6.1583868     0.53813377
           -6.6      7.2167234     0.62326748      7.2167234     0.62326748      7.2167234     0.62326748
           -6.5      8.9917136     0.65995346      8.9917136     0.65995346      8.9917136     0.65995346
           -6.4      9.6740118     0.66429709      9.6740118     0.66429709      9.6740118     0.66429709
           -6.3      11.754589     0.73942263      11.754589     0.73942263      11.754589     0.73942263
           -6.2      11.048775      0.7687505      11.048775      0.7687505      11.048775      0.7687505
           -6.1      15.260366     0.86094942      15.260366     0.86094942      15.260366     0.86094942
             -6      17.525267      0.9287278      17.525267      0.9287278      17.525267      0.9287278
           -5.9      20.633228     0.95499353      20.633228     0.95499353      20.633228     0.95499353
           -5.8      22.667529       1.014044      22.667529       1.014044      22.667529       1.014044
           -5.7      26.530304       1.101593      26.530304       1.101593      26.530304       1.101593
           -5.6      29.293642      1.1574025      29.293642      1.1574025      29.293642      1.1574025
           -5.5      32.502761      1.2323977      32.502761      1.2323977      32.502761      1.2323977
           -5.4      38.297247      1.3182897      38.297247      1.3182897      38.297247      1.3182897
           -5.3      44.862751      1.3802518      44.862751      1.3802518      44.862751      1.3802518
           -5.2      49.206741      1.4527359      49.206741      1.4527359      49.206741      1.4527359
           -5.1      59.015049      1.8192168      59.015049      1.8192168      59.015049      1.8192168
             -5      67.291828       1.681479      67.291828       1.681479      67.291828       1.681479
           -4.9      77.438641      1.7801586      77.438641      1.7801586      77.438641      1.7801586
           -4.8      80.560346      1.8233133      80.560346      1.8233133      80.560346      1.8233133
           -4.7      90.319018      1.9299107      90.319018      1.9299107      90.319018      1.9299107
           -4.6      99.938457      2.0635013      99.938457      2.0635013      99.938457      2.0635013
           -4.5      117.42618      2.2083694      117.42618      2.2083694      117.42618      2.2083694
           -4.4      126.82464      2.2824941      126.82464      2.2824941      126.82464      2.2824941
           -4.3      144.22946      2.4296782      144.22946      2.4296782      144.22946      2.4296782
           -4.2      152.13293      2.4844777      152.13293      2.4844777      152.13293      2.4844777
           -4.1      174.00187      2.6558319      174.00187      2.6558319      174.00187      2.6558319
             -4      190.93095      2.7834113      190.93095      2.7834113      190.93095      2.7834113
           -3.9      211.99923       2.948106      211.99923       2.948106      211.99923       2.948106
           -3.8      232.67827      3.0733051      232.67827      3.0733051      232.67827      3.0733051
           -3.7      253.00963      3.2941185      253.00963      3.2941185      253.00963      3.2941185
           -3.6      278.43213      3.4255468      278.43213      3.4255468      278.43213      3.4255468
           -3.5      302.81659      3.4785825      302.81659      3.4785825      302.81659      3.4785825
           -3.4      335.98453      3.7040205      335.98453      3.7040205      335.98453      3.7040205
           -3.3      360.47271      3.8323564      360.47271      3.8323564      360.47271      3.8323564
           -3.2      393.16074      4.0328557      393.16074      4.0328557      393.16074      4.0328557
           -3.1      425.98416      4.1996859      425.98416      4.1996859      425.98416      4.1996859
             -3      454.79281      4.3128721      454.79281      4.3128721      454.79281      4.3128721
           -2.9      491.47346       4.528873      491.47346       4.528873      491.47346       4.528873
           -2.8      522.60281       4.639501      522.60281       4.639501      522.60281       4.639501
           -2.7      569.46957      4.7397812      569.46957      4.7397812      569.46957      4.7397812
           -2.6      606.11889      4.9931675      606.11889      4.9931675      606.11889      4.9931675
           -2.5      644.57923      5.1288767      644.57923      5.1288767      644.57923      5.1288767
           -2.4       689.7794       5.366975       689.7794       5.366975       689.7794       5.366975
           -2.3      737.99983      5.3840845      737.99983      5.3840845      737.99983      5.3840845
           -2.2      775.56736      5.5563967      775.56736      5.5563967      775.56736      5.5563967
           -2.1      831.56488       5.703877      831.56488       5.703877      831.56488       5.703877
             -2      847.33562      5.8713567      847.33562      5.8713567      847.33562      5.8713567
           -1.9      906.55121      5.9905728      906.55121      5.9905728      906.55121      5.9905728
           -1.8      938.73399      6.0631663      938.73399      6.0631663      938.73399      6.0631663
           -1.7      995.73279       6.271724      995.73279       6.271724      995.73279       6.271724
           -1.6      1039.0795      6.3563478      1039.0795      6.3563478      1039.0795      6.3563478
           -1.5      1076.1726        6.46405      1076.1726        6.46405      1076.1726        6.46405
           -1.4      1108.7678      6.5854159      1108.7678      6.5854159      1108.7678      6.5854159
           -1.3      1152.1182      6.6767528      1152.1182      6.6767528      1152.1182      6.6767528
           -1.2      1188.9792      7.0838746      1188.9792      7.0838746      1188.9792      7.0838746
           -1.1      1223.6446      6.9690444      1223.6446      6.9690444      1223.6446      6.9690444
             -1      1252.4492      6.9953156      1252.4492      6.9953156      1252.4492      6.9953156
           -0.9      1285.3467      7.0735458      1285.3467      7.0735458      1285.3467      7.0735458
           -0.8      1307.7351      7.1002181      1307.7351      7.1002181      1307.7351      7.1002181
           -0.7      1335.1468      7.1725806      1335.1468      7.1725806      1335.1468      7.1725806
           -0.6      1353.8542       7.207984      1353.8542       7.207984      1353.8542       7.207984
           -0.5       1342.651      7.1675836       1342.651      7.1675836       1342.651      7.1675836
           -0.4      1346.5251      7.1711904      1346.5251      7.1711904      1346.5251      7.1711904
           -0.3      1331.2823      7.1495677      1331.2823      7.1495677      1331.2823      7.1495677
           -0.2      1312.4186       7.104722      1312.4186       7.104722      1312.4186       7.104722
           -0.1       1307.111      7.0861357       1307.111      7.0861357       1307.111      7.0861357
              0      1320.3056      7.1251434      1320.3056      7.1251434      1320.3056      7.1251434
            0.1      1307.5616      7.0896916      1307.5616      7.0896916      1307.5616      7.0896916
            0.2      1343.7682       7.182954      1343.7682       7.182954      1343.7682       7.182954
            0.3      1331.8053       7.181452      1331.8053       7.181452      1331.8053       7.181452
            0.4      1343.5421      7.2023942      1343.5421      7.2023942      1343.5421      7.2023942
            0.5      1350.4953      7.2345847      1350.4953      7.2345847      1350.4953      7.2345847
            0.6      1325.6212      7.1186463      1325.6212      7.1186463      1325.6212      7.1186463
            0.7      1315.1033      7.1641015      1315.1033      7.1641015      1315.1033      7.1641015
            0.8       1281.448       7.104288       1281.448       7.104288       1281.448       7.104288
            0.9      1259.6218      6.9426683      1259.6218      6.9426683      1259.6218      6.9426683
              1      1222.8023      6.8648904      1222.8023      6.8648904      1222.8023      6.8648904
            1.1      1189.9574       6.788395      1189.9574       6.788395      1189.9574       6.788395
            1.2      1143.3344      6.6901499      1143.3344      6.6901499      1143.3344      6.6901499
            1.3      1124.2934      6.5998328      1124.2934      6.5998328      1124.2934      6.5998328
            1.4      1083.6125      6.5333616      1083.6125      6.5333616      1083.6125      6.5333616
            1.5      1043.0451      6.3776925      1043.0451      6.3776925      1043.0451      6.3776925
            1.6      985.99892      6.1972838      985.99892      6.1972838      985.99892      6.1972838
            1.7      956.34243      6.1995602      956.34243      6.1995602      956.34243      6.1995602
            1.8      898.51451      5.9383995      898.51451      5.9383995      898.51451      5.9383995
            1.9      865.20441       5.822249      865.20441       5.822249      865.20441       5.822249
              2      815.52892      5.7670555      815.52892      5.7670555      815.52892      5.7670555
            2.1      779.37522      5.5677297      779.37522      5.5677297      779.37522      5.5677297
            2.2       736.1918      5.4638832       736.1918      5.4638832       736.1918      5.4638832
            2.3      683.94217      5.1909708      683.94217      5.1909708      683.94217      5.1909708
            2.4      650.05182      5.1142402      650.05182      5.1142402      650.05182      5.1142402
            2.5      609.76163      4.9238953      609.76163      4.9238953      609.76163      4.9238953
            2.6      567.36651      5.4768755      567.36651      5.4768755      567.36651      5.4768755
            2.7      534.45712      5.1049112      534.45712      5.1049112      534.45712      5.1049112
            2.8      499.87058      4.6542434      499.87058      4.6542434      499.87058      4.6542434
            2.9      458.76354      4.3015089      458.76354      4.3015089      458.76354      4.3015089
              3      418.12498      4.1800652      418.12498      4.1800652      418.12498      4.1800652
            3.1      387.49568      3.9846052      387.49568      3.9846052      387.49568      3.9846052
            3.2      363.40752      3.9445518      363.40752      3.9445518      363.40752      3.9445518
            3.3      338.02479        3.91901      338.02479        3.91901      338.02479        3.91901
            3.4       304.0441      3.4862267       304.0441      3.4862267       304.0441      3.4862267
            3.5      278.20573      4.3857642      278.20573      4.3857642      278.20573      4.3857642
            3.6       258.5808      3.2462788       258.5808      3.2462788       258.5808      3.2462788
            3.7      234.04156      3.0587595      234.04156      3.0587595      234.04156      3.0587595
            3.8       208.5651      2.8911236       208.5651      2.8911236       208.5651      2.8911236
            3.9      192.58103      2.7889231      192.58103      2.7889231      192.58103      2.7889231
              4      173.29485      2.6366195      173.29485      2.6366195      173.29485      2.6366195
            4.1       156.1487      2.8463582       156.1487      2.8463582       156.1487      2.8463582
            4.2      143.48629      2.4226301      143.48629      2.4226301      143.48629      2.4226301
            4.3      127.89551      2.2736855      127.89551      2.2736855      127.89551      2.2736855
            4.4      114.39697      2.1503445      114.39697      2.1503445      114.39697      2.1503445
            4.5      98.482682      2.0223549      98.482682      2.0223549      98.482682      2.0223549
            4.6      89.010759      1.9519004      89.010759      1.9519004      89.010759      1.9519004
            4.7      81.636132      1.8257833      81.636132      1.8257833      81.636132      1.8257833
            4.8      72.893129      1.7202186      72.893129      1.7202186      72.893129      1.7202186
            4.9      63.675334      1.6647572      63.675334      1.6647572      63.675334      1.6647572
              5      56.561997      1.5455523      56.561997      1.5455523      56.561997      1.5455523
            5.1      50.365204      1.4447488      50.365204      1.4447488      50.365204      1.4447488
            5.2       45.07343      1.3854623       45.07343      1.3854623       45.07343      1.3854623
            5.3       37.03722      1.2840964       37.03722      1.2840964       37.03722      1.2840964
            5.4      33.025475      1.2016626      33.025475      1.2016626      33.025475      1.2016626
            5.5      28.718964      1.1139647      28.718964      1.1139647      28.718964      1.1139647
            5.6      25.745934      1.0850011      25.745934      1.0850011      25.745934      1.0850011
            5.7      24.840515      1.0884167      24.840515      1.0884167      24.840515      1.0884167
            5.8      19.463911     0.91259604      19.463911     0.91259604      19.463911     0.91259604
            5.9      15.880983     0.85715298      15.880983     0.85715298      15.880983     0.85715298
              6      15.074939      0.8710778      15.074939      0.8710778      15.074939      0.8710778
            6.1       11.33464     0.73482023       11.33464     0.73482023       11.33464     0.73482023
            6.2      12.561373     0.80417877      12.561373     0.80417877      12.561373     0.80417877
            6.3      8.5777687     0.65384799      8.5777687     0.65384799      8.5777687     0.65384799
            6.4      7.7743376     0.60849108      7.7743376     0.60849108      7.7743376     0.60849108
            6.5      7.3442792     0.60168745      7.3442792     0.60168745      7.3442792     0.60168745
            6.6      5.7873071     0.51576134      5.7873071     0.51576134      5.7873071     0.51576134
            6.7      4.1540738     0.47776391      4.1540738     0.47776391      4.1540738     0.47776391
            6.8      3.9447933     0.46106756      3.9447933     0.46106756      3.9447933     0.46106756
            6.9       2.662414       0.392223       2.662414       0.392223       2.662414       0.392223
              7      2.3882717     0.32623831      2.3882717     0.32623831      2.3882717     0.32623831
            7.1      2.3041545       0.391546      2.3041545       0.391546      2.3041545       0.391546
            7.2      1.6733169     0.30984513      1.6733169     0.30984513      1.6733169     0.30984513
            7.3      1.9000925     0.29446882      1.9000925     0.29446882      1.9000925     0.29446882
            7.4      1.1951083     0.26990709      1.1951083     0.26990709      1.1951083     0.26990709
            7.5     0.84076379     0.20578363     0.84076379     0.20578363     0.84076379     0.20578363
            7.6      1.0375768     0.20187245      1.0375768     0.20187245      1.0375768     0.20187245
            7.7      1.0153445     0.20170396      1.0153445     0.20170396      1.0153445     0.20170396
            7.8     0.53042027     0.17949322     0.53042027     0.17949322     0.53042027     0.17949322
            7.9     0.66782775     0.17209345     0.66782775     0.17209345     0.66782775     0.17209345
              8     0.66782775     0.17209345     0.66782775     0.17209345     0.66782775     0.17209345
