# total-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      27294.122      6.4948486      27294.122      6.4948486      27294.122      6.4948486
              1      27294.122      6.4948486      27294.122      6.4948486      27294.122      6.4948486
