#  pt_bb-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      10.441612    0.093999864      10.441612    0.093999864      10.441612    0.093999864
              5      25.104514     0.15719862      25.104514     0.15719862      25.104514     0.15719862
             10      29.815982     0.16838405      29.815982     0.16838405      29.815982     0.16838405
             15      29.212348     0.15506008      29.212348     0.15506008      29.212348     0.15506008
             20      26.848176     0.15547807      26.848176     0.15547807      26.848176     0.15547807
             25       23.77718     0.13968464       23.77718     0.13968464       23.77718     0.13968464
             30      21.302355     0.13674845      21.302355     0.13674845      21.302355     0.13674845
             35      19.023529     0.12388953      19.023529     0.12388953      19.023529     0.12388953
             40      17.168799     0.11659371      17.168799     0.11659371      17.168799     0.11659371
             45      15.209406     0.11174061      15.209406     0.11174061      15.209406     0.11174061
             50      13.760883     0.10339681      13.760883     0.10339681      13.760883     0.10339681
             55      12.513528     0.10116737      12.513528     0.10116737      12.513528     0.10116737
             60      11.297019     0.09601349      11.297019     0.09601349      11.297019     0.09601349
             65      10.433783    0.090389478      10.433783    0.090389478      10.433783    0.090389478
             70      9.5880156    0.086037921      9.5880156    0.086037921      9.5880156    0.086037921
             75      8.7684915    0.083221868      8.7684915    0.083221868      8.7684915    0.083221868
             80      8.0790295    0.079732308      8.0790295    0.079732308      8.0790295    0.079732308
             85      7.5692438    0.076457409      7.5692438    0.076457409      7.5692438    0.076457409
             90      7.0042594    0.075846017      7.0042594    0.075846017      7.0042594    0.075846017
             95      6.6955025    0.071461563      6.6955025    0.071461563      6.6955025    0.071461563
            100       6.135451    0.069081996       6.135451    0.069081996       6.135451    0.069081996
            105       5.891464    0.069431265       5.891464    0.069431265       5.891464    0.069431265
            110      5.4308656    0.064667612      5.4308656    0.064667612      5.4308656    0.064667612
            115      5.0526186     0.06309986      5.0526186     0.06309986      5.0526186     0.06309986
            120       4.790061    0.060565959       4.790061    0.060565959       4.790061    0.060565959
            125       4.607729    0.059509389       4.607729    0.059509389       4.607729    0.059509389
            130      4.3378426    0.057103763      4.3378426    0.057103763      4.3378426    0.057103763
            135      4.1003806    0.057066166      4.1003806    0.057066166      4.1003806    0.057066166
            140      3.8717073    0.054875752      3.8717073    0.054875752      3.8717073    0.054875752
            145      3.6300047    0.052920752      3.6300047    0.052920752      3.6300047    0.052920752
            150      3.2907071    0.053784549      3.2907071    0.053784549      3.2907071    0.053784549
            155      3.2349398    0.053052939      3.2349398    0.053052939      3.2349398    0.053052939
            160      3.0000736    0.048575763      3.0000736    0.048575763      3.0000736    0.048575763
            165      2.7639537    0.045830499      2.7639537    0.045830499      2.7639537    0.045830499
            170      2.6725916    0.045078406      2.6725916    0.045078406      2.6725916    0.045078406
            175      2.5248845     0.04419323      2.5248845     0.04419323      2.5248845     0.04419323
            180      2.2622097    0.041375703      2.2622097    0.041375703      2.2622097    0.041375703
            185      2.1095553    0.041078866      2.1095553    0.041078866      2.1095553    0.041078866
            190      1.9721728    0.038594637      1.9721728    0.038594637      1.9721728    0.038594637
            195      2.0027779    0.039279992      2.0027779    0.039279992      2.0027779    0.039279992
            200      1.7823297    0.038917063      1.7823297    0.038917063      1.7823297    0.038917063
            205      1.6811528    0.036342135      1.6811528    0.036342135      1.6811528    0.036342135
            210      1.5511005    0.036584178      1.5511005    0.036584178      1.5511005    0.036584178
            215      1.4134419    0.033720981      1.4134419    0.033720981      1.4134419    0.033720981
            220      1.3320783    0.032443982      1.3320783    0.032443982      1.3320783    0.032443982
            225      1.2414275    0.030894885      1.2414275    0.030894885      1.2414275    0.030894885
            230      1.2273372    0.030989461      1.2273372    0.030989461      1.2273372    0.030989461
            235      1.1101949     0.02926022      1.1101949     0.02926022      1.1101949     0.02926022
            240      1.0324614     0.03261195      1.0324614     0.03261195      1.0324614     0.03261195
            245     0.97193551    0.027664901     0.97193551    0.027664901     0.97193551    0.027664901
            250     0.89788638    0.026437977     0.89788638    0.026437977     0.89788638    0.026437977
            255     0.85811514    0.025674225     0.85811514    0.025674225     0.85811514    0.025674225
            260     0.80789374      0.0279905     0.80789374      0.0279905     0.80789374      0.0279905
            265     0.76817494    0.025390961     0.76817494    0.025390961     0.76817494    0.025390961
            270     0.68916589    0.023724839     0.68916589    0.023724839     0.68916589    0.023724839
            275     0.64926737    0.022673901     0.64926737    0.022673901     0.64926737    0.022673901
            280     0.58435352    0.021519247     0.58435352    0.021519247     0.58435352    0.021519247
            285     0.57718211     0.02157737     0.57718211     0.02157737     0.57718211     0.02157737
            290     0.57081268    0.025651879     0.57081268    0.025651879     0.57081268    0.025651879
            295     0.52590068    0.021853677     0.52590068    0.021853677     0.52590068    0.021853677
            300      0.4762577     0.02010661      0.4762577     0.02010661      0.4762577     0.02010661
            305     0.46742541    0.018926789     0.46742541    0.018926789     0.46742541    0.018926789
            310     0.41385281    0.018153612     0.41385281    0.018153612     0.41385281    0.018153612
            315     0.40891726    0.018111572     0.40891726    0.018111572     0.40891726    0.018111572
            320     0.37233069      0.0193195     0.37233069      0.0193195     0.37233069      0.0193195
            325     0.34488014    0.016183646     0.34488014    0.016183646     0.34488014    0.016183646
            330     0.33453657    0.016209546     0.33453657    0.016209546     0.33453657    0.016209546
            335     0.31335573    0.015464406     0.31335573    0.015464406     0.31335573    0.015464406
            340     0.26511717    0.015070968     0.26511717    0.015070968     0.26511717    0.015070968
            345     0.27087301    0.014796022     0.27087301    0.014796022     0.27087301    0.014796022
            350     0.26592415    0.014868122     0.26592415    0.014868122     0.26592415    0.014868122
            355     0.26054315    0.014214758     0.26054315    0.014214758     0.26054315    0.014214758
            360     0.22066516    0.013877059     0.22066516    0.013877059     0.22066516    0.013877059
            365     0.18678398    0.012459455     0.18678398    0.012459455     0.18678398    0.012459455
            370     0.21059482    0.012931972     0.21059482    0.012931972     0.21059482    0.012931972
            375      0.1780175    0.011968975      0.1780175    0.011968975      0.1780175    0.011968975
            380     0.18998496    0.012295126     0.18998496    0.012295126     0.18998496    0.012295126
            385     0.18936524    0.014105994     0.18936524    0.014105994     0.18936524    0.014105994
            390     0.16377484     0.01250404     0.16377484     0.01250404     0.16377484     0.01250404
            395     0.14093364     0.01097336     0.14093364     0.01097336     0.14093364     0.01097336
            400     0.16959628    0.012217402     0.16959628    0.012217402     0.16959628    0.012217402
            405      0.1396323    0.010847216      0.1396323    0.010847216      0.1396323    0.010847216
            410     0.14076181     0.01067814     0.14076181     0.01067814     0.14076181     0.01067814
            415     0.14461276    0.010720623     0.14461276    0.010720623     0.14461276    0.010720623
            420     0.13653781   0.0099673088     0.13653781   0.0099673088     0.13653781   0.0099673088
            425     0.12104864    0.010363932     0.12104864    0.010363932     0.12104864    0.010363932
