# pt_bb-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      415.98665     0.62615083      415.98665     0.62615083      415.98665     0.62615083
              5      877.50464     0.86802024      877.50464     0.86802024      877.50464     0.86802024
             10      870.48422     0.83751548      870.48422     0.83751548      870.48422     0.83751548
             15      711.47711     0.74411287      711.47711     0.74411287      711.47711     0.74411287
             20      552.45286     0.65050499      552.45286     0.65050499      552.45286     0.65050499
             25      423.46084     0.56508712      423.46084     0.56508712      423.46084     0.56508712
             30      325.89574     0.49501389      325.89574     0.49501389      325.89574     0.49501389
             35      253.44205     0.43401683      253.44205     0.43401683      253.44205     0.43401683
             40      199.92156     0.38482958      199.92156     0.38482958      199.92156     0.38482958
             45      159.31012     0.34365273      159.31012     0.34365273      159.31012     0.34365273
             50      128.45088     0.30601733      128.45088     0.30601733      128.45088     0.30601733
             55      104.41202     0.27659417      104.41202     0.27659417      104.41202     0.27659417
             60      85.286418     0.25014857      85.286418     0.25014857      85.286418     0.25014857
             65      70.800192     0.22611513      70.800192     0.22611513      70.800192     0.22611513
             70      58.881431     0.20713616      58.881431     0.20713616      58.881431     0.20713616
             75      49.805587     0.20302149      49.805587     0.20302149      49.805587     0.20302149
             80      42.049289     0.17402316      42.049289     0.17402316      42.049289     0.17402316
             85      35.765745     0.16160845      35.765745     0.16160845      35.765745     0.16160845
             90      30.638753     0.14980596      30.638753     0.14980596      30.638753     0.14980596
             95      26.353788     0.13859471      26.353788     0.13859471      26.353788     0.13859471
            100      22.557449     0.12744925      22.557449     0.12744925      22.557449     0.12744925
            105      19.967384     0.12046031      19.967384     0.12046031      19.967384     0.12046031
            110      17.336719     0.11176847      17.336719     0.11176847      17.336719     0.11176847
            115      15.110249     0.10471431      15.110249     0.10471431      15.110249     0.10471431
            120      13.236819    0.097843013      13.236819    0.097843013      13.236819    0.097843013
            125      11.720795    0.092659486      11.720795    0.092659486      11.720795    0.092659486
            130      10.512345    0.086639523      10.512345    0.086639523      10.512345    0.086639523
            135      9.2625044     0.08264762      9.2625044     0.08264762      9.2625044     0.08264762
            140      8.2216268     0.07740249      8.2216268     0.07740249      8.2216268     0.07740249
            145      7.1928355    0.072432292      7.1928355    0.072432292      7.1928355    0.072432292
            150      6.3736343     0.06944201      6.3736343     0.06944201      6.3736343     0.06944201
            155      5.8311616    0.065402129      5.8311616    0.065402129      5.8311616    0.065402129
            160      5.1880608    0.061936899      5.1880608    0.061936899      5.1880608    0.061936899
            165      4.6134627    0.057899406      4.6134627    0.057899406      4.6134627    0.057899406
            170      4.2920995    0.056115667      4.2920995    0.056115667      4.2920995    0.056115667
            175      3.8665865    0.053735933      3.8665865    0.053735933      3.8665865    0.053735933
            180      3.4150449    0.049648572      3.4150449    0.049648572      3.4150449    0.049648572
            185      3.0367956    0.047581705      3.0367956    0.047581705      3.0367956    0.047581705
            190         2.7923    0.046387351         2.7923    0.046387351         2.7923    0.046387351
            195      2.6488408    0.044347845      2.6488408    0.044347845      2.6488408    0.044347845
            200       2.296219    0.043036184       2.296219    0.043036184       2.296219    0.043036184
            205      2.1626955    0.040919934      2.1626955    0.040919934      2.1626955    0.040919934
            210      1.9642393    0.038381099      1.9642393    0.038381099      1.9642393    0.038381099
            215      1.7399645    0.036528548      1.7399645    0.036528548      1.7399645    0.036528548
            220      1.5903253     0.03476724      1.5903253     0.03476724      1.5903253     0.03476724
            225      1.4491506    0.033185671      1.4491506    0.033185671      1.4491506    0.033185671
            230      1.4102039    0.032738298      1.4102039    0.032738298      1.4102039    0.032738298
            235      1.2532824    0.030160109      1.2532824    0.030160109      1.2532824    0.030160109
            240      1.1662123    0.029745511      1.1662123    0.029745511      1.1662123    0.029745511
            245      1.0566066    0.030122855      1.0566066    0.030122855      1.0566066    0.030122855
            250      0.9613278    0.026948954      0.9613278    0.026948954      0.9613278    0.026948954
            255     0.88914085    0.025843952     0.88914085    0.025843952     0.88914085    0.025843952
            260     0.81828047    0.027509137     0.81828047    0.027509137     0.81828047    0.027509137
            265     0.73979004    0.024719033     0.73979004    0.024719033     0.73979004    0.024719033
            270     0.70490186    0.023629038     0.70490186    0.023629038     0.70490186    0.023629038
            275      0.6035269    0.021573172      0.6035269    0.021573172      0.6035269    0.021573172
            280     0.56893203    0.021171318     0.56893203    0.021171318     0.56893203    0.021171318
            285     0.55822386    0.020610051     0.55822386    0.020610051     0.55822386    0.020610051
            290     0.52868752    0.024799923     0.52868752    0.024799923     0.52868752    0.024799923
            295     0.47829875    0.021262633     0.47829875    0.021262633     0.47829875    0.021262633
            300     0.42120648    0.018158962     0.42120648    0.018158962     0.42120648    0.018158962
            305     0.39754651    0.017656592     0.39754651    0.017656592     0.39754651    0.017656592
            310     0.35573909    0.016665162     0.35573909    0.016665162     0.35573909    0.016665162
            315     0.34895547    0.016913951     0.34895547    0.016913951     0.34895547    0.016913951
            320      0.3139089    0.018021048      0.3139089    0.018021048      0.3139089    0.018021048
            325      0.2835953    0.014828408      0.2835953    0.014828408      0.2835953    0.014828408
            330     0.26012047    0.014253089     0.26012047    0.014253089     0.26012047    0.014253089
            335     0.25154575    0.014041097     0.25154575    0.014041097     0.25154575    0.014041097
            340     0.20355206    0.013332027     0.20355206    0.013332027     0.20355206    0.013332027
            345     0.21897736    0.013397243     0.21897736    0.013397243     0.21897736    0.013397243
            350     0.20009232    0.013333581     0.20009232    0.013333581     0.20009232    0.013333581
            355     0.19344445    0.012395866     0.19344445    0.012395866     0.19344445    0.012395866
            360     0.17070411    0.012357346     0.17070411    0.012357346     0.17070411    0.012357346
            365      0.1402665    0.011064112      0.1402665    0.011064112      0.1402665    0.011064112
            370     0.15587281    0.011161532     0.15587281    0.011161532     0.15587281    0.011161532
            375     0.12849323    0.010463484     0.12849323    0.010463484     0.12849323    0.010463484
            380     0.14765772    0.011498353     0.14765772    0.011498353     0.14765772    0.011498353
            385     0.12801123     0.01031482     0.12801123     0.01031482     0.12801123     0.01031482
            390     0.12309381    0.010546502     0.12309381    0.010546502     0.12309381    0.010546502
            395    0.095707559    0.009286551    0.095707559    0.009286551    0.095707559    0.009286551
            400     0.11370972    0.010217287     0.11370972    0.010217287     0.11370972    0.010217287
            405     0.10437862   0.0095611111     0.10437862   0.0095611111     0.10437862   0.0095611111
            410    0.097506575   0.0091328781    0.097506575   0.0091328781    0.097506575   0.0091328781
            415    0.099595039   0.0088940956    0.099595039   0.0088940956    0.099595039   0.0088940956
            420    0.089558228   0.0083412056    0.089558228   0.0083412056    0.089558228   0.0083412056
            425    0.082631634   0.0083698356    0.082631634   0.0083698356    0.082631634   0.0083698356
            430      0.0673425   0.0075118341      0.0673425   0.0075118341      0.0673425   0.0075118341
            435    0.063640945   0.0074785601    0.063640945   0.0074785601    0.063640945   0.0074785601
            440    0.059359646   0.0086686416    0.059359646   0.0086686416    0.059359646   0.0086686416
            445    0.063301949   0.0072349596    0.063301949   0.0072349596    0.063301949   0.0072349596
            450     0.05305248   0.0066993194     0.05305248   0.0066993194     0.05305248   0.0066993194
            455    0.055953268   0.0070720516    0.055953268   0.0070720516    0.055953268   0.0070720516
            460     0.04573626      0.0063986     0.04573626      0.0063986     0.04573626      0.0063986
            465    0.053192165   0.0070444994    0.053192165   0.0070444994    0.053192165   0.0070444994
            470    0.040911358   0.0076112592    0.040911358   0.0076112592    0.040911358   0.0076112592
