# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 30
             -8      2.4048041     0.34776383      2.4048041     0.34776383      2.4048041     0.34776383
           -7.9      1.6447342     0.30693382      1.6447342     0.30693382      1.6447342     0.30693382
           -7.8       2.538875     0.36253405       2.538875     0.36253405       2.538875     0.36253405
           -7.7      3.4859387     0.42653407      3.4859387     0.42653407      3.4859387     0.42653407
           -7.6      4.6149925     0.49165989      4.6149925     0.49165989      4.6149925     0.49165989
           -7.5       5.307423     0.51166225       5.307423     0.51166225       5.307423     0.51166225
           -7.4      5.5592155     0.54012709      5.5592155     0.54012709      5.5592155     0.54012709
           -7.3      6.5450502     0.55640852      6.5450502     0.55640852      6.5450502     0.55640852
           -7.2      7.0540876     0.59842683      7.0540876     0.59842683      7.0540876     0.59842683
           -7.1      9.5265896     0.84149883      9.5265896     0.84149883      9.5265896     0.84149883
             -7      11.070725     0.73889085      11.070725     0.73889085      11.070725     0.73889085
           -6.9      12.819255      0.8209537      12.819255      0.8209537      12.819255      0.8209537
           -6.8      16.028523     0.91278688      16.028523     0.91278688      16.028523     0.91278688
           -6.7      18.516048      0.9726105      18.516048      0.9726105      18.516048      0.9726105
           -6.6      21.119578      1.0539704      21.119578      1.0539704      21.119578      1.0539704
           -6.5      25.449359      1.0873229      25.449359      1.0873229      25.449359      1.0873229
           -6.4      28.393803      1.1625905      28.393803      1.1625905      28.393803      1.1625905
           -6.3      31.213914      1.2352994      31.213914      1.2352994      31.213914      1.2352994
           -6.2      33.192738      1.3393528      33.192738      1.3393528      33.192738      1.3393528
           -6.1      41.045531      1.4118111      41.045531      1.4118111      41.045531      1.4118111
             -6      45.859487      1.4921614      45.859487      1.4921614      45.859487      1.4921614
           -5.9      51.786072      1.5380483      51.786072      1.5380483      51.786072      1.5380483
           -5.8      60.749987      1.6805434      60.749987      1.6805434      60.749987      1.6805434
           -5.7      68.276822       1.830637      68.276822       1.830637      68.276822       1.830637
           -5.6      77.484819      1.9012591      77.484819      1.9012591      77.484819      1.9012591
           -5.5      84.143741      1.9761085      84.143741      1.9761085      84.143741      1.9761085
           -5.4       102.0338      2.1780749       102.0338      2.1780749       102.0338      2.1780749
           -5.3      113.59414      2.2630603      113.59414      2.2630603      113.59414      2.2630603
           -5.2      125.01192      2.3715232      125.01192      2.3715232      125.01192      2.3715232
           -5.1      138.49725      2.6368352      138.49725      2.6368352      138.49725      2.6368352
             -5      161.02172      2.6328878      161.02172      2.6328878      161.02172      2.6328878
           -4.9      183.71756      2.8188813      183.71756      2.8188813      183.71756      2.8188813
           -4.8       199.4557      2.9254226       199.4557      2.9254226       199.4557      2.9254226
           -4.7      216.78679      3.0922882      216.78679      3.0922882      216.78679      3.0922882
           -4.6       242.5959      3.2581564       242.5959      3.2581564       242.5959      3.2581564
           -4.5      272.60794      3.4044732      272.60794      3.4044732      272.60794      3.4044732
           -4.4      306.70976      3.7212436      306.70976      3.7212436      306.70976      3.7212436
           -4.3      331.25995       3.702988      331.25995       3.702988      331.25995       3.702988
           -4.2      356.62415      3.8470995      356.62415      3.8470995      356.62415      3.8470995
           -4.1      394.18385      4.0138529      394.18385      4.0138529      394.18385      4.0138529
             -4      440.41818      4.2638703      440.41818      4.2638703      440.41818      4.2638703
           -3.9      480.73975      4.4678782      480.73975      4.4678782      480.73975      4.4678782
           -3.8      524.61793       4.627658      524.61793       4.627658      524.61793       4.627658
           -3.7      559.92113      4.8816177      559.92113      4.8816177      559.92113      4.8816177
           -3.6      618.31215      5.0811215      618.31215      5.0811215      618.31215      5.0811215
           -3.5      669.29238      5.2075129      669.29238      5.2075129      669.29238      5.2075129
           -3.4      727.32319       5.426989      727.32319       5.426989      727.32319       5.426989
           -3.3      782.41822      5.6447003      782.41822      5.6447003      782.41822      5.6447003
           -3.2      855.17705      5.9360683      855.17705      5.9360683      855.17705      5.9360683
           -3.1      911.14016      6.0971473      911.14016      6.0971473      911.14016      6.0971473
             -3      977.88021      6.3290407      977.88021      6.3290407      977.88021      6.3290407
           -2.9      1047.9565      6.5714006      1047.9565      6.5714006      1047.9565      6.5714006
           -2.8      1110.1253      6.7461348      1110.1253      6.7461348      1110.1253      6.7461348
           -2.7      1198.6304      6.9103693      1198.6304      6.9103693      1198.6304      6.9103693
           -2.6      1277.7144      7.2493697      1277.7144      7.2493697      1277.7144      7.2493697
           -2.5      1346.6438      7.4073476      1346.6438      7.4073476      1346.6438      7.4073476
           -2.4      1432.5285      7.6524106      1432.5285      7.6524106      1432.5285      7.6524106
           -2.3      1517.8184      7.7431928      1517.8184      7.7431928      1517.8184      7.7431928
           -2.2      1599.3019      8.0056187      1599.3019      8.0056187      1599.3019      8.0056187
           -2.1      1690.1976      8.1648781      1690.1976      8.1648781      1690.1976      8.1648781
             -2      1745.3287      8.3563374      1745.3287      8.3563374      1745.3287      8.3563374
           -1.9      1845.1687      8.5363319      1845.1687      8.5363319      1845.1687      8.5363319
           -1.8      1921.6748      8.6689403      1921.6748      8.6689403      1921.6748      8.6689403
           -1.7      2001.8749      8.8647759      2001.8749      8.8647759      2001.8749      8.8647759
           -1.6      2077.6798      8.9898639      2077.6798      8.9898639      2077.6798      8.9898639
           -1.5        2144.89      9.2472335        2144.89      9.2472335        2144.89      9.2472335
           -1.4      2209.9043      9.2860058      2209.9043      9.2860058      2209.9043      9.2860058
           -1.3      2289.0123      9.4162963      2289.0123      9.4162963      2289.0123      9.4162963
           -1.2      2352.2576      9.7607464      2352.2576      9.7607464      2352.2576      9.7607464
           -1.1      2419.6616      9.7303379      2419.6616      9.7303379      2419.6616      9.7303379
             -1       2464.017      9.8031758       2464.017      9.8031758       2464.017      9.8031758
           -0.9       2530.243      9.9116805       2530.243      9.9116805       2530.243      9.9116805
           -0.8      2567.9127      9.9331275      2567.9127      9.9331275      2567.9127      9.9331275
           -0.7      2612.4432      10.028425      2612.4432      10.028425      2612.4432      10.028425
           -0.6      2641.5537      10.061175      2641.5537      10.061175      2641.5537      10.061175
           -0.5      2623.3004      10.003948      2623.3004      10.003948      2623.3004      10.003948
           -0.4      2583.2362      9.9509646      2583.2362      9.9509646      2583.2362      9.9509646
           -0.3      2565.9161      9.9326861      2565.9161      9.9326861      2565.9161      9.9326861
           -0.2      2532.7075       9.851657      2532.7075       9.851657      2532.7075       9.851657
           -0.1      2535.7363      9.8564095      2535.7363      9.8564095      2535.7363      9.8564095
              0      2539.4978      9.8720133      2539.4978      9.8720133      2539.4978      9.8720133
            0.1      2536.2805      9.9293687      2536.2805      9.9293687      2536.2805      9.9293687
            0.2      2577.9117      9.9485193      2577.9117      9.9485193      2577.9117      9.9485193
            0.3      2589.6814       9.992115      2589.6814       9.992115      2589.6814       9.992115
            0.4      2621.5969      10.030614      2621.5969      10.030614      2621.5969      10.030614
            0.5      2625.7095      10.059387      2625.7095      10.059387      2625.7095      10.059387
            0.6      2601.0326       9.987804      2601.0326       9.987804      2601.0326       9.987804
            0.7      2573.7121      10.039956      2573.7121      10.039956      2573.7121      10.039956
            0.8      2531.4533      9.9216571      2531.4533      9.9216571      2531.4533      9.9216571
            0.9      2475.6062      9.8107202      2475.6062      9.8107202      2475.6062      9.8107202
              1      2410.8478      9.6364827      2410.8478      9.6364827      2410.8478      9.6364827
            1.1      2363.2879      9.5546859      2363.2879      9.5546859      2363.2879      9.5546859
            1.2      2272.2976      9.4089473      2272.2976      9.4089473      2272.2976      9.4089473
            1.3       2236.083      9.3072482       2236.083      9.3072482       2236.083      9.3072482
            1.4       2159.153      9.2194806       2159.153      9.2194806       2159.153      9.2194806
            1.5       2076.513        9.01973       2076.513        9.01973       2076.513        9.01973
            1.6      2000.1682      8.8421688      2000.1682      8.8421688      2000.1682      8.8421688
            1.7      1936.6862      8.7753228      1936.6862      8.7753228      1936.6862      8.7753228
