#         pt_em        central        num_err    min (scale)        num_err    max (scale)        num_err
            440    0.021929035   0.0039856207    0.021929035   0.0039856207    0.021929035   0.0039856207
            445    0.026393268   0.0045663287    0.026393268   0.0045663287    0.026393268   0.0045663287
            450    0.023825374   0.0041189105    0.023825374   0.0041189105    0.023825374   0.0041189105
            455    0.020923819   0.0041938667    0.020923819   0.0041938667    0.020923819   0.0041938667
            460    0.018791555   0.0037962706    0.018791555   0.0037962706    0.018791555   0.0037962706
            465    0.012641004   0.0031214818    0.012641004   0.0031214818    0.012641004   0.0031214818
            470    0.011659843   0.0030220941    0.011659843   0.0030220941    0.011659843   0.0030220941
            475     0.02021126   0.0037403634     0.02021126   0.0037403634     0.02021126   0.0037403634
            480    0.010517264   0.0028681732    0.010517264   0.0028681732    0.010517264   0.0028681732
            485    0.012661023   0.0032676044    0.012661023   0.0032676044    0.012661023   0.0032676044
            490    0.015724646   0.0034345738    0.015724646   0.0034345738    0.015724646   0.0034345738
            495    0.014158228   0.0031345873    0.014158228   0.0031345873    0.014158228   0.0031345873
            500    0.014158228   0.0031345873    0.014158228   0.0031345873    0.014158228   0.0031345873
