#         pt_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
            300     0.33460329    0.016490847     0.33460329    0.016490847     0.33460329    0.016490847
            305     0.30534252    0.015372875     0.30534252    0.015372875     0.30534252    0.015372875
            310     0.29206795    0.015155657     0.29206795    0.015155657     0.29206795    0.015155657
            315     0.25007323     0.01390832     0.25007323     0.01390832     0.25007323     0.01390832
            320     0.27129337    0.014837726     0.27129337    0.014837726     0.27129337    0.014837726
            325     0.20309626    0.012499466     0.20309626    0.012499466     0.20309626    0.012499466
            330      0.1937912    0.012466707      0.1937912    0.012466707      0.1937912    0.012466707
            335     0.20599018     0.01332485     0.20599018     0.01332485     0.20599018     0.01332485
            340     0.18804923    0.012392306     0.18804923    0.012392306     0.18804923    0.012392306
            345     0.18525325    0.022722479     0.18525325    0.022722479     0.18525325    0.022722479
            350     0.14108409    0.010694985     0.14108409    0.010694985     0.14108409    0.010694985
            355     0.15515803    0.010673336     0.15515803    0.010673336     0.15515803    0.010673336
            360     0.13664896    0.010513306     0.13664896    0.010513306     0.13664896    0.010513306
            365     0.14095531    0.010294651     0.14095531    0.010294651     0.14095531    0.010294651
            370     0.12479561    0.009658645     0.12479561    0.009658645     0.12479561    0.009658645
            375    0.099285393   0.0087103089    0.099285393   0.0087103089    0.099285393   0.0087103089
            380     0.11683789   0.0095940835     0.11683789   0.0095940835     0.11683789   0.0095940835
            385     0.10098978   0.0090501315     0.10098978   0.0090501315     0.10098978   0.0090501315
            390     0.09935492    0.017838081     0.09935492    0.017838081     0.09935492    0.017838081
            395     0.10424514   0.0090070245     0.10424514   0.0090070245     0.10424514   0.0090070245
            400    0.078025787   0.0077035884    0.078025787   0.0077035884    0.078025787   0.0077035884
            405    0.093877874   0.0084686071    0.093877874   0.0084686071    0.093877874   0.0084686071
            410    0.076270039   0.0079438102    0.076270039   0.0079438102    0.076270039   0.0079438102
            415    0.067335075   0.0072446599    0.067335075   0.0072446599    0.067335075   0.0072446599
            420    0.059514429   0.0067876646    0.059514429   0.0067876646    0.059514429   0.0067876646
            425    0.057269803   0.0066950892    0.057269803   0.0066950892    0.057269803   0.0066950892
            430    0.067162382   0.0075104781    0.067162382   0.0075104781    0.067162382   0.0075104781
            435    0.051814389   0.0062609586    0.051814389   0.0062609586    0.051814389   0.0062609586
            440    0.046720393   0.0060062954    0.046720393   0.0060062954    0.046720393   0.0060062954
            445    0.051879153   0.0064785426    0.051879153   0.0064785426    0.051879153   0.0064785426
            450    0.050187539   0.0065273201    0.050187539   0.0065273201    0.050187539   0.0065273201
            455    0.035000965      0.0051368    0.035000965      0.0051368    0.035000965      0.0051368
            460    0.042499035   0.0055962751    0.042499035   0.0055962751    0.042499035   0.0055962751
            465    0.040634527   0.0056028653    0.040634527   0.0056028653    0.040634527   0.0056028653
            470     0.03845622   0.0055294699     0.03845622   0.0055294699     0.03845622   0.0055294699
            475    0.038003287   0.0054815272    0.038003287   0.0054815272    0.038003287   0.0054815272
            480     0.03045689   0.0049804918     0.03045689   0.0049804918     0.03045689   0.0049804918
            485    0.032190098   0.0050275269    0.032190098   0.0050275269    0.032190098   0.0050275269
            490    0.029760098   0.0045367372    0.029760098   0.0045367372    0.029760098   0.0045367372
            495    0.028219311   0.0050629836    0.028219311   0.0050629836    0.028219311   0.0050629836
            500    0.028219311   0.0050629836    0.028219311   0.0050629836    0.028219311   0.0050629836
