#         pt_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      51.699455      0.2123241      51.699455      0.2123241      51.699455      0.2123241
              5      157.36706     0.36409733      157.36706     0.36409733      157.36706     0.36409733
             10      269.64073      0.4723641      269.64073      0.4723641      269.64073      0.4723641
             15      390.78568     0.56242374      390.78568     0.56242374      390.78568     0.56242374
             20      509.97613     0.63817915      509.97613     0.63817915      509.97613     0.63817915
             25       612.6305     0.70481917       612.6305     0.70481917       612.6305     0.70481917
             30      676.37287     0.73869541      676.37287     0.73869541      676.37287     0.73869541
             35      657.58548     0.73791273      657.58548     0.73791273      657.58548     0.73791273
             40      542.81778     0.67104757      542.81778     0.67104757      542.81778     0.67104757
             45       402.2433     0.57056516       402.2433     0.57056516       402.2433     0.57056516
             50      296.39923     0.48167949      296.39923     0.48167949      296.39923     0.48167949
             55      221.68783     0.41468519      221.68783     0.41468519      221.68783     0.41468519
             60      169.27827     0.36274111      169.27827     0.36274111      169.27827     0.36274111
             65      131.38136     0.31788091      131.38136     0.31788091      131.38136     0.31788091
             70      103.75406     0.27996673      103.75406     0.27996673      103.75406     0.27996673
             75        83.0204     0.25110402        83.0204     0.25110402        83.0204     0.25110402
             80      66.728825     0.22344962      66.728825     0.22344962      66.728825     0.22344962
             85      54.795393     0.20305941      54.795393     0.20305941      54.795393     0.20305941
             90      45.079738     0.18460935      45.079738     0.18460935      45.079738     0.18460935
             95      37.167195      0.1665701      37.167195      0.1665701      37.167195      0.1665701
            100      31.079777     0.15280318      31.079777     0.15280318      31.079777     0.15280318
            105      26.081681     0.13955028      26.081681     0.13955028      26.081681     0.13955028
            110      22.067616     0.12987205      22.067616     0.12987205      22.067616     0.12987205
            115      18.630519     0.11884745      18.630519     0.11884745      18.630519     0.11884745
            120      16.137871     0.11023944      16.137871     0.11023944      16.137871     0.11023944
            125      13.816835     0.10212372      13.816835     0.10212372      13.816835     0.10212372
            130       11.79336     0.09484461       11.79336     0.09484461       11.79336     0.09484461
            135       10.27098    0.087623404       10.27098    0.087623404       10.27098    0.087623404
            140      8.9997571    0.082047917      8.9997571    0.082047917      8.9997571    0.082047917
            145      7.8748883    0.093693885      7.8748883    0.093693885      7.8748883    0.093693885
            150      6.9917629    0.073429251      6.9917629    0.073429251      6.9917629    0.073429251
            155      6.0447511    0.067581542      6.0447511    0.067581542      6.0447511    0.067581542
            160      5.3002639    0.063140492      5.3002639    0.063140492      5.3002639    0.063140492
            165      4.5688462    0.058787849      4.5688462    0.058787849      4.5688462    0.058787849
            170      4.1512006     0.05817833      4.1512006     0.05817833      4.1512006     0.05817833
            175      3.5958595    0.053259188      3.5958595    0.053259188      3.5958595    0.053259188
            180      3.2163476    0.049869848      3.2163476    0.049869848      3.2163476    0.049869848
            185       2.945805    0.047318364       2.945805    0.047318364       2.945805    0.047318364
            190      2.6011433    0.045969468      2.6011433    0.045969468      2.6011433    0.045969468
            195       2.331577    0.041734867       2.331577    0.041734867       2.331577    0.041734867
            200      2.1323561    0.040097413      2.1323561    0.040097413      2.1323561    0.040097413
            205      1.8689143    0.038206736      1.8689143    0.038206736      1.8689143    0.038206736
            210      1.7060775    0.036884854      1.7060775    0.036884854      1.7060775    0.036884854
            215      1.5518099    0.035128685      1.5518099    0.035128685      1.5518099    0.035128685
            220      1.4069981    0.033399621      1.4069981    0.033399621      1.4069981    0.033399621
            225       1.225553    0.030602409       1.225553    0.030602409       1.225553    0.030602409
            230      1.1960675     0.03140036      1.1960675     0.03140036      1.1960675     0.03140036
            235      1.0729945    0.028459722      1.0729945    0.028459722      1.0729945    0.028459722
            240     0.97199618    0.028069545     0.97199618    0.028069545     0.97199618    0.028069545
            245      0.8837669    0.027056727      0.8837669    0.027056727      0.8837669    0.027056727
            250     0.75944539    0.024290972     0.75944539    0.024290972     0.75944539    0.024290972
            255     0.72475283    0.024309923     0.72475283    0.024309923     0.72475283    0.024309923
            260     0.69694203    0.023125503     0.69694203    0.023125503     0.69694203    0.023125503
            265     0.62635754    0.022491467     0.62635754    0.022491467     0.62635754    0.022491467
            270      0.5826148    0.025724478      0.5826148    0.025724478      0.5826148    0.025724478
            275     0.52869323    0.024494924     0.52869323    0.024494924     0.52869323    0.024494924
            280     0.50617383    0.019579195     0.50617383    0.019579195     0.50617383    0.019579195
            285     0.44071403    0.019245441     0.44071403    0.019245441     0.44071403    0.019245441
            290     0.38301205     0.02028182     0.38301205     0.02028182     0.38301205     0.02028182
            295     0.35246492    0.016641376     0.35246492    0.016641376     0.35246492    0.016641376
