#pt_bb-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      417.07562     0.62706284      417.07562     0.62706284      417.07562     0.62706284
              5      880.69402     0.87057089      880.69402     0.87057089      880.69402     0.87057089
             10       874.4129     0.83955889       874.4129     0.83955889       874.4129     0.83955889
             15      715.44289     0.75154091      715.44289     0.75154091      715.44289     0.75154091
             20      555.89656     0.65244699      555.89656     0.65244699      555.89656     0.65244699
             25      426.68704      0.5674239      426.68704      0.5674239      426.68704      0.5674239
             30      328.62337     0.49716361      328.62337     0.49716361      328.62337     0.49716361
             35      255.90806     0.43624439      255.90806     0.43624439      255.90806     0.43624439
             40      202.07647     0.38687302      202.07647     0.38687302      202.07647     0.38687302
             45       161.2038     0.34564195       161.2038     0.34564195       161.2038     0.34564195
             50      130.15486     0.30799243      130.15486     0.30799243      130.15486     0.30799243
             55      105.92938      0.2785602      105.92938      0.2785602      105.92938      0.2785602
             60      86.656777     0.25209901      86.656777     0.25209901      86.656777     0.25209901
             65      72.025612     0.22818705      72.025612     0.22818705      72.025612     0.22818705
             70      60.025747     0.20914514      60.025747     0.20914514      60.025747     0.20914514
             75      50.860586     0.20499951      50.860586     0.20499951      50.860586     0.20499951
             80       42.94918     0.17638721       42.94918     0.17638721       42.94918     0.17638721
             85      36.663932     0.16412122      36.663932     0.16412122      36.663932     0.16412122
             90      31.423734     0.15160271      31.423734     0.15160271      31.423734     0.15160271
             95      27.070576     0.14050126      27.070576     0.14050126      27.070576     0.14050126
            100      23.194664     0.12922523      23.194664     0.12922523      23.194664     0.12922523
            105      20.621208     0.12250767      20.621208     0.12250767      20.621208     0.12250767
            110      17.915507     0.11375298      17.915507     0.11375298      17.915507     0.11375298
            115      15.640725     0.10661212      15.640725     0.10661212      15.640725     0.10661212
            120      13.720893    0.099620212      13.720893    0.099620212      13.720893    0.099620212
            125      12.184187    0.094383893      12.184187    0.094383893      12.184187    0.094383893
            130      10.923945    0.088296484      10.923945    0.088296484      10.923945    0.088296484
            135      9.6723311    0.084416274      9.6723311    0.084416274      9.6723311    0.084416274
            140      8.5918619    0.079135233      8.5918619    0.079135233      8.5918619    0.079135233
            145      7.5681539    0.074354303      7.5681539    0.074354303      7.5681539    0.074354303
            150        6.69148    0.071025566        6.69148    0.071025566        6.69148    0.071025566
            155      6.1431143    0.067149524      6.1431143    0.067149524      6.1431143    0.067149524
            160      5.4790681    0.063520575      5.4790681    0.063520575      5.4790681    0.063520575
            165      4.8963495    0.059686533      4.8963495    0.059686533      4.8963495    0.059686533
            170      4.5837507    0.057977148      4.5837507    0.057977148      4.5837507    0.057977148
            175      4.1156544    0.055445663      4.1156544    0.055445663      4.1156544    0.055445663
            180        3.65216    0.051272835        3.65216    0.051272835        3.65216    0.051272835
            185      3.2633506      0.0494093      3.2633506      0.0494093      3.2633506      0.0494093
            190      3.0173635    0.048068347      3.0173635    0.048068347      3.0173635    0.048068347
            195      2.8530174    0.045995293      2.8530174    0.045995293      2.8530174    0.045995293
            200      2.5073473    0.044620816      2.5073473    0.044620816      2.5073473    0.044620816
            205      2.3356474    0.042312777      2.3356474    0.042312777      2.3356474    0.042312777
            210      2.1526653    0.041721531      2.1526653    0.041721531      2.1526653    0.041721531
            215      1.8982593    0.038168754      1.8982593    0.038168754      1.8982593    0.038168754
            220      1.7407213    0.036388588      1.7407213    0.036388588      1.7407213    0.036388588
            225      1.6009824    0.034778221      1.6009824    0.034778221      1.6009824    0.034778221
            230      1.5400491    0.034049725      1.5400491    0.034049725      1.5400491    0.034049725
            235      1.4090463     0.03231467      1.4090463     0.03231467      1.4090463     0.03231467
            240      1.3140408    0.035078573      1.3140408    0.035078573      1.3140408    0.035078573
            245      1.1834854     0.03154787      1.1834854     0.03154787      1.1834854     0.03154787
            250      1.0771377     0.02851058      1.0771377     0.02851058      1.0771377     0.02851058
            255      1.0066212    0.027329449      1.0066212    0.027329449      1.0066212    0.027329449
            260     0.92246624    0.028920628     0.92246624    0.028920628     0.92246624    0.028920628
            265     0.85662398     0.02628844     0.85662398     0.02628844     0.85662398     0.02628844
            270     0.79671645    0.024975259     0.79671645    0.024975259     0.79671645    0.024975259
            275     0.70732148     0.02319449     0.70732148     0.02319449     0.70732148     0.02319449
            280     0.65785658     0.02258792     0.65785658     0.02258792     0.65785658     0.02258792
