#  n_light_jets        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      303.28005      1.1393381      303.28005      1.1393381      303.28005      1.1393381
            0.5      4286.7934       4.096667      4286.7934       4.096667      4286.7934       4.096667
            1.5      23978.875      6.6734325      23978.875      6.6734325      23978.875      6.6734325
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
