#       dy_b-bx        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      22.170392      1.0087368      22.170392      1.0087368      22.170392      1.0087368
           -4.9      26.634891      1.5300742      26.634891      1.5300742      26.634891      1.5300742
           -4.8      33.293729      1.1808693      33.293729      1.1808693      33.293729      1.1808693
           -4.7      35.423666       1.300648      35.423666       1.300648      35.423666       1.300648
           -4.6      43.685083      1.3745519      43.685083      1.3745519      43.685083      1.3745519
           -4.5      47.556646      1.4868213      47.556646      1.4868213      47.556646      1.4868213
           -4.4      59.728605      1.6031447      59.728605      1.6031447      59.728605      1.6031447
           -4.3      66.127167       1.721461      66.127167       1.721461      66.127167       1.721461
           -4.2      76.881438      1.8833303      76.881438      1.8833303      76.881438      1.8833303
           -4.1      91.499538      2.0613725      91.499538      2.0613725      91.499538      2.0613725
             -4      96.551574      2.1489409      96.551574      2.1489409      96.551574      2.1489409
           -3.9       108.7529      2.2987611       108.7529      2.2987611       108.7529      2.2987611
           -3.8       130.7699      2.4720975       130.7699      2.4720975       130.7699      2.4720975
           -3.7      142.95785      2.5336907      142.95785      2.5336907      142.95785      2.5336907
           -3.6      162.89653      2.7228369      162.89653      2.7228369      162.89653      2.7228369
           -3.5      182.52687      3.1120319      182.52687      3.1120319      182.52687      3.1120319
           -3.4       207.6513      3.0891461       207.6513      3.0891461       207.6513      3.0891461
           -3.3      230.76407      3.2497386      230.76407      3.2497386      230.76407      3.2497386
           -3.2      262.56317      3.5513724      262.56317      3.5513724      262.56317      3.5513724
           -3.1      298.40742      3.6088979      298.40742      3.6088979      298.40742      3.6088979
             -3       324.2449      3.8161971       324.2449      3.8161971       324.2449      3.8161971
           -2.9      370.90814      4.0370958      370.90814      4.0370958      370.90814      4.0370958
           -2.8      414.57909       4.284054      414.57909       4.284054      414.57909       4.284054
           -2.7      472.24408      4.5759453      472.24408      4.5759453      472.24408      4.5759453
           -2.6      533.98024      5.2267254      533.98024      5.2267254      533.98024      5.2267254
           -2.5      600.32633      5.1841819      600.32633      5.1841819      600.32633      5.1841819
           -2.4      669.32039      5.5167798      669.32039      5.5167798      669.32039      5.5167798
           -2.3      774.53488      5.8536918      774.53488      5.8536918      774.53488      5.8536918
           -2.2      876.57919      6.2268956      876.57919      6.2268956      876.57919      6.2268956
           -2.1      1004.6336      6.6417468      1004.6336      6.6417468      1004.6336      6.6417468
             -2      1152.6324      7.1579009      1152.6324      7.1579009      1152.6324      7.1579009
           -1.9      1345.8178      7.7121246      1345.8178      7.7121246      1345.8178      7.7121246
           -1.8      1533.1882      8.2133679      1533.1882      8.2133679      1533.1882      8.2133679
           -1.7      1820.3274      8.9239109      1820.3274      8.9239109      1820.3274      8.9239109
           -1.6      2133.2288      9.7178387      2133.2288      9.7178387      2133.2288      9.7178387
           -1.5      2475.7787      10.334364      2475.7787      10.334364      2475.7787      10.334364
           -1.4      2914.1922      11.168753      2914.1922      11.168753      2914.1922      11.168753
           -1.3      3436.9001      12.095498      3436.9001      12.095498      3436.9001      12.095498
           -1.2      4030.2536      13.114296      4030.2536      13.114296      4030.2536      13.114296
           -1.1      4734.7385      14.154342      4734.7385      14.154342      4734.7385      14.154342
             -1      5501.5147      15.184599      5501.5147      15.184599      5501.5147      15.184599
           -0.9      6472.8784      16.388733      6472.8784      16.388733      6472.8784      16.388733
           -0.8      7501.1515      17.582732      7501.1515      17.582732      7501.1515      17.582732
           -0.7      8643.5631      19.024543      8643.5631      19.024543      8643.5631      19.024543
           -0.6      9885.3225      20.082815      9885.3225      20.082815      9885.3225      20.082815
           -0.5      11281.744       21.33355      11281.744       21.33355      11281.744       21.33355
           -0.4       12764.13      22.641236       12764.13      22.641236       12764.13      22.641236
           -0.3      14260.611      23.845369      14260.611      23.845369      14260.611      23.845369
           -0.2      15695.466      24.976981      15695.466      24.976981      15695.466      24.976981
           -0.1      16787.123      25.824958      16787.123      25.824958      16787.123      25.824958
              0      16701.879      25.763762      16701.879      25.763762      16701.879      25.763762
            0.1      15718.929      24.908704      15718.929      24.908704      15718.929      24.908704
            0.2      14213.609      23.937313      14213.609      23.937313      14213.609      23.937313
            0.3      12753.762      22.593567      12753.762      22.593567      12753.762      22.593567
            0.4      11302.309      21.439978      11302.309      21.439978      11302.309      21.439978
            0.5      9906.1606      20.100936      9906.1606      20.100936      9906.1606      20.100936
            0.6      8649.4378       19.11254      8649.4378       19.11254      8649.4378       19.11254
