#   total-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      18052.264      6.3946165      18052.264      6.3946165      18052.264      6.3946165
              1      18052.264      6.3946165      18052.264      6.3946165      18052.264      6.3946165
