#pt_Z-CMS-2bjet        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.55889539    0.013616617     0.55889539    0.013616617     0.55889539    0.013616617
             10      1.6159879    0.023403027      1.6159879    0.023403027      1.6159879    0.023403027
             20       2.206651    0.019220671       2.206651    0.019220671       2.206651    0.019220671
             40      1.8492546    0.017616131      1.8492546    0.017616131      1.8492546    0.017616131
             60      1.7268914    0.016968195      1.7268914    0.016968195      1.7268914    0.016968195
             80      1.4778068    0.015624673      1.4778068    0.015624673      1.4778068    0.015624673
            100     0.93938059   0.0078599717     0.93938059   0.0078599717     0.93938059   0.0078599717
            150     0.45229967   0.0054223965     0.45229967   0.0054223965     0.45229967   0.0054223965
            200     0.45229967   0.0054223965     0.45229967   0.0054223965     0.45229967   0.0054223965
