#   pt_Z-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.18814441    0.013269646     0.18814441    0.013269646     0.18814441    0.013269646
              5     0.68233331    0.024079886     0.68233331    0.024079886     0.68233331    0.024079886
             10      1.0686455    0.029655396      1.0686455    0.029655396      1.0686455    0.029655396
             15       1.498686    0.035143055       1.498686    0.035143055       1.498686    0.035143055
             20      1.8013702    0.038947888      1.8013702    0.038947888      1.8013702    0.038947888
             25      2.0211541    0.040935479      2.0211541    0.040935479      2.0211541    0.040935479
             30      2.4032544    0.048855742      2.4032544    0.048855742      2.4032544    0.048855742
             35      2.5419451    0.051351705      2.5419451    0.051351705      2.5419451    0.051351705
             40      2.5793765    0.045705782      2.5793765    0.045705782      2.5793765    0.045705782
             45      2.6770521    0.047358514      2.6770521    0.047358514      2.6770521    0.047358514
             50      2.8333576    0.061695682      2.8333576    0.061695682      2.8333576    0.061695682
             55      2.8851671    0.049330528      2.8851671    0.049330528      2.8851671    0.049330528
             60       2.963172    0.051855723       2.963172    0.051855723       2.963172    0.051855723
             65      2.8160906    0.049010653      2.8160906    0.049010653      2.8160906    0.049010653
             70      2.7086678    0.047232077      2.7086678    0.047232077      2.7086678    0.047232077
             75      2.7577951     0.05023894      2.7577951     0.05023894      2.7577951     0.05023894
             80      2.7611966    0.074417354      2.7611966    0.074417354      2.7611966    0.074417354
             85      2.4957959    0.045885361      2.4957959    0.045885361      2.4957959    0.045885361
             90      2.5589743    0.045209351      2.5589743    0.045209351      2.5589743    0.045209351
             95      2.3691265     0.04400631      2.3691265     0.04400631      2.3691265     0.04400631
            100      2.3922112     0.04675078      2.3922112     0.04675078      2.3922112     0.04675078
            105      2.3523014      0.0432792      2.3523014      0.0432792      2.3523014      0.0432792
            110      2.2830295    0.048112042      2.2830295    0.048112042      2.2830295    0.048112042
            115      2.1373218     0.04229165      2.1373218     0.04229165      2.1373218     0.04229165
            120      2.0243821    0.040169111      2.0243821    0.040169111      2.0243821    0.040169111
            125      2.0407482    0.041625802      2.0407482    0.041625802      2.0407482    0.041625802
            130       1.992464    0.044755567       1.992464    0.044755567       1.992464    0.044755567
            135      1.8747876    0.039338878      1.8747876    0.039338878      1.8747876    0.039338878
            140      1.9195869    0.048340185      1.9195869    0.048340185      1.9195869    0.048340185
            145      1.8364183    0.039430952      1.8364183    0.039430952      1.8364183    0.039430952
            150      1.8278748    0.040320859      1.8278748    0.040320859      1.8278748    0.040320859
            155      1.7569413    0.037383357      1.7569413    0.037383357      1.7569413    0.037383357
            160       1.752941    0.037403508       1.752941    0.037403508       1.752941    0.037403508
            165      1.7392426    0.037021776      1.7392426    0.037021776      1.7392426    0.037021776
            170      1.6776292    0.036975607      1.6776292    0.036975607      1.6776292    0.036975607
            175      1.6882915    0.036739405      1.6882915    0.036739405      1.6882915    0.036739405
            180       1.644158     0.03670965       1.644158     0.03670965       1.644158     0.03670965
            185      1.6752594    0.037456456      1.6752594    0.037456456      1.6752594    0.037456456
            190      1.6861697    0.037458823      1.6861697    0.037458823      1.6861697    0.037458823
            195      1.6625523     0.03649117      1.6625523     0.03649117      1.6625523     0.03649117
            200      1.6996686    0.037121081      1.6996686    0.037121081      1.6996686    0.037121081
            205      1.7438372    0.038291756      1.7438372    0.038291756      1.7438372    0.038291756
            210      1.7077718    0.037352524      1.7077718    0.037352524      1.7077718    0.037352524
            215      1.6343955    0.035986065      1.6343955    0.035986065      1.6343955    0.035986065
            220      1.5376546    0.035123687      1.5376546    0.035123687      1.5376546    0.035123687
            225      1.5846769    0.035259011      1.5846769    0.035259011      1.5846769    0.035259011
            230      1.4805373    0.035040927      1.4805373    0.035040927      1.4805373    0.035040927
            235      1.4287115    0.036236286      1.4287115    0.036236286      1.4287115    0.036236286
            240      1.3382947    0.033584931      1.3382947    0.033584931      1.3382947    0.033584931
            245      1.2686141    0.032438469      1.2686141    0.032438469      1.2686141    0.032438469
            250      1.2940729    0.032522934      1.2940729    0.032522934      1.2940729    0.032522934
            255      1.2020456    0.031162846      1.2020456    0.031162846      1.2020456    0.031162846
            260      1.1402104    0.030260266      1.1402104    0.030260266      1.1402104    0.030260266
            265        1.03856    0.028893195        1.03856    0.028893195        1.03856    0.028893195
            270      1.0398309    0.029123375      1.0398309    0.029123375      1.0398309    0.029123375
            275     0.95172897    0.032975865     0.95172897    0.032975865     0.95172897    0.032975865
            280     0.91138744    0.027863308     0.91138744    0.027863308     0.91138744    0.027863308
            285     0.85075443    0.027934897     0.85075443    0.027934897     0.85075443    0.027934897
            290     0.78916669    0.025523526     0.78916669    0.025523526     0.78916669    0.025523526
            295     0.76959271    0.024776381     0.76959271    0.024776381     0.76959271    0.024776381
            300     0.68652647    0.023774998     0.68652647    0.023774998     0.68652647    0.023774998
            305     0.68112551    0.028087694     0.68112551    0.028087694     0.68112551    0.028087694
            310     0.58636866    0.021992964     0.58636866    0.021992964     0.58636866    0.021992964
            315     0.57892285    0.021520406     0.57892285    0.021520406     0.57892285    0.021520406
            320     0.54384262    0.021204178     0.54384262    0.021204178     0.54384262    0.021204178
            325     0.52680285      0.0204962     0.52680285      0.0204962     0.52680285      0.0204962
            330     0.47795768    0.019519718     0.47795768    0.019519718     0.47795768    0.019519718
            335     0.47006055    0.019462914     0.47006055    0.019462914     0.47006055    0.019462914
            340     0.43528713    0.018490514     0.43528713    0.018490514     0.43528713    0.018490514
            345     0.39136222    0.019237144     0.39136222    0.019237144     0.39136222    0.019237144
            350     0.36821907    0.029588546     0.36821907    0.029588546     0.36821907    0.029588546
            355     0.32231444    0.016050971     0.32231444    0.016050971     0.32231444    0.016050971
            360     0.33431293    0.016296603     0.33431293    0.016296603     0.33431293    0.016296603
            365     0.31302295    0.015888339     0.31302295    0.015888339     0.31302295    0.015888339
            370     0.28006896     0.01510559     0.28006896     0.01510559     0.28006896     0.01510559
            375     0.27774116    0.015097029     0.27774116    0.015097029     0.27774116    0.015097029
            380     0.25191896    0.014170058     0.25191896    0.014170058     0.25191896    0.014170058
            385      0.2668198    0.015146527      0.2668198    0.015146527      0.2668198    0.015146527
            390     0.23666073    0.013971218     0.23666073    0.013971218     0.23666073    0.013971218
            395     0.21296539    0.013082926     0.21296539    0.013082926     0.21296539    0.013082926
            400     0.22068829    0.016602718     0.22068829    0.016602718     0.22068829    0.016602718
            405     0.18678687     0.01253278     0.18678687     0.01253278     0.18678687     0.01253278
            410     0.17963539    0.011912908     0.17963539    0.011912908     0.17963539    0.011912908
            415     0.18209781     0.01260328     0.18209781     0.01260328     0.18209781     0.01260328
            420     0.15749571    0.011676752     0.15749571    0.011676752     0.15749571    0.011676752
            425     0.15721718    0.011227233     0.15721718    0.011227233     0.15721718    0.011227233
            430     0.15589774    0.011008904     0.15589774    0.011008904     0.15589774    0.011008904
            435     0.13280077    0.010495799     0.13280077    0.010495799     0.13280077    0.010495799
            440     0.12393293    0.010089475     0.12393293    0.010089475     0.12393293    0.010089475
            445     0.11772828   0.0099493658     0.11772828   0.0099493658     0.11772828   0.0099493658
            450     0.11728102   0.0099150058     0.11728102   0.0099150058     0.11728102   0.0099150058
            455     0.11422955   0.0096528221     0.11422955   0.0096528221     0.11422955   0.0096528221
            460     0.10944108   0.0092522985     0.10944108   0.0092522985     0.10944108   0.0092522985
            465    0.093864271   0.0090675718    0.093864271   0.0090675718    0.093864271   0.0090675718
            470    0.093146161   0.0087334382    0.093146161   0.0087334382    0.093146161   0.0087334382
            475    0.080319724   0.0086090225    0.080319724   0.0086090225    0.080319724   0.0086090225
            480    0.086849311    0.008526744    0.086849311    0.008526744    0.086849311    0.008526744
            485    0.079360019   0.0079702829    0.079360019   0.0079702829    0.079360019   0.0079702829
            490    0.078375629   0.0079891624    0.078375629   0.0079891624    0.078375629   0.0079891624
            495    0.069850571   0.0073368201    0.069850571   0.0073368201    0.069850571   0.0073368201
            500    0.064478937   0.0074657745    0.064478937   0.0074657745    0.064478937   0.0074657745
            505    0.072247736    0.007568242    0.072247736    0.007568242    0.072247736    0.007568242
            510    0.068928169   0.0075160739    0.068928169   0.0075160739    0.068928169   0.0075160739
            515    0.051580295   0.0063904137    0.051580295   0.0063904137    0.051580295   0.0063904137
            520    0.055172697    0.006475182    0.055172697    0.006475182    0.055172697    0.006475182
            525    0.064436358   0.0069112606    0.064436358   0.0069112606    0.064436358   0.0069112606
            530    0.055161712   0.0071347433    0.055161712   0.0071347433    0.055161712   0.0071347433
            535    0.046477342   0.0060870085    0.046477342   0.0060870085    0.046477342   0.0060870085
            540    0.041244606   0.0057209302    0.041244606   0.0057209302    0.041244606   0.0057209302
            545    0.048921023   0.0062345762    0.048921023   0.0062345762    0.048921023   0.0062345762
