#         pt_b2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2085.0075      1.2387691      2085.0075      1.2387691      2085.0075      1.2387691
              5      1804.3998      1.0952988      1804.3998      1.0952988      1804.3998      1.0952988
             10      820.40123     0.75391707      820.40123     0.75391707      820.40123     0.75391707
             15      398.18386     0.52683787      398.18386     0.52683787      398.18386     0.52683787
             20      213.97563     0.38698629      213.97563     0.38698629      213.97563     0.38698629
             25      124.63095     0.29495641      124.63095     0.29495641      124.63095     0.29495641
             30      77.322674     0.23163888      77.322674     0.23163888      77.322674     0.23163888
             35      50.554802     0.18678082      50.554802     0.18678082      50.554802     0.18678082
             40      34.836594     0.15479427      34.836594     0.15479427      34.836594     0.15479427
             45      23.915348     0.12815816      23.915348     0.12815816      23.915348     0.12815816
             50      17.329673     0.11074661      17.329673     0.11074661      17.329673     0.11074661
             55      12.811622    0.093731625      12.811622    0.093731625      12.811622    0.093731625
             60      9.8991005    0.082281947      9.8991005    0.082281947      9.8991005    0.082281947
             65      7.4789532    0.072618654      7.4789532    0.072618654      7.4789532    0.072618654
             70      5.9076603    0.069159061      5.9076603    0.069159061      5.9076603    0.069159061
             75      4.6788665    0.059041232      4.6788665    0.059041232      4.6788665    0.059041232
             80      3.6290084    0.051511112      3.6290084    0.051511112      3.6290084    0.051511112
             85      2.9522201     0.04557421      2.9522201     0.04557421      2.9522201     0.04557421
             90      2.4093387    0.041321855      2.4093387    0.041321855      2.4093387    0.041321855
             95      1.9231399    0.036556547      1.9231399    0.036556547      1.9231399    0.036556547
            100      1.6468077    0.036382715      1.6468077    0.036382715      1.6468077    0.036382715
            105      1.3713957    0.030800542      1.3713957    0.030800542      1.3713957    0.030800542
            110      1.1534819    0.028495107      1.1534819    0.028495107      1.1534819    0.028495107
            115     0.95967535    0.026462018     0.95967535    0.026462018     0.95967535    0.026462018
            120     0.83066577    0.024322679     0.83066577    0.024322679     0.83066577    0.024322679
            125     0.66807473    0.022102242     0.66807473    0.022102242     0.66807473    0.022102242
            130     0.59756093    0.021968356     0.59756093    0.021968356     0.59756093    0.021968356
            135     0.48133454     0.01873696     0.48133454     0.01873696     0.48133454     0.01873696
            140     0.45063701    0.018194729     0.45063701    0.018194729     0.45063701    0.018194729
            145     0.34801248    0.016301873     0.34801248    0.016301873     0.34801248    0.016301873
            150     0.32681718    0.015170414     0.32681718    0.015170414     0.32681718    0.015170414
            155     0.27617745     0.01408646     0.27617745     0.01408646     0.27617745     0.01408646
            160     0.26339593    0.013832865     0.26339593    0.013832865     0.26339593    0.013832865
            165      0.2094788    0.012337189      0.2094788    0.012337189      0.2094788    0.012337189
            170     0.18686845    0.011992622     0.18686845    0.011992622     0.18686845    0.011992622
            175      0.1655977    0.011171523      0.1655977    0.011171523      0.1655977    0.011171523
            180     0.15815758    0.011215842     0.15815758    0.011215842     0.15815758    0.011215842
            185     0.13024969    0.010363609     0.13024969    0.010363609     0.13024969    0.010363609
            190     0.11789211   0.0091654447     0.11789211   0.0091654447     0.11789211   0.0091654447
            195     0.11206018   0.0089741661     0.11206018   0.0089741661     0.11206018   0.0089741661
            200    0.097867618    0.010028606    0.097867618    0.010028606    0.097867618    0.010028606
            205    0.083540512   0.0077131846    0.083540512   0.0077131846    0.083540512   0.0077131846
            210    0.078325433   0.0075332157    0.078325433   0.0075332157    0.078325433   0.0075332157
            215    0.070696142   0.0070480836    0.070696142   0.0070480836    0.070696142   0.0070480836
            220    0.060734289   0.0068556504    0.060734289   0.0068556504    0.060734289   0.0068556504
            225    0.066839892   0.0066392719    0.066839892   0.0066392719    0.066839892   0.0066392719
            230    0.046267323    0.006599133    0.046267323    0.006599133    0.046267323    0.006599133
            235    0.041454646   0.0058720294    0.041454646   0.0058720294    0.041454646   0.0058720294
            240    0.043476063   0.0062792308    0.043476063   0.0062792308    0.043476063   0.0062792308
            245    0.039427087   0.0068407505    0.039427087   0.0068407505    0.039427087   0.0068407505
            250    0.037215217   0.0060661151    0.037215217   0.0060661151    0.037215217   0.0060661151
            255     0.02615874   0.0043388718     0.02615874   0.0043388718     0.02615874   0.0043388718
            260    0.027412756   0.0054858523    0.027412756   0.0054858523    0.027412756   0.0054858523
            265    0.027712027   0.0045780356    0.027712027   0.0045780356    0.027712027   0.0045780356
            270    0.023915728    0.003956066    0.023915728    0.003956066    0.023915728    0.003956066
            275     0.02240311   0.0037053172     0.02240311   0.0037053172     0.02240311   0.0037053172
            280    0.020836122   0.0037819629    0.020836122   0.0037819629    0.020836122   0.0037819629
            285    0.021063268   0.0038744698    0.021063268   0.0038744698    0.021063268   0.0038744698
            290    0.019910906    0.004016322    0.019910906    0.004016322    0.019910906    0.004016322
            295    0.016100453   0.0044532496    0.016100453   0.0044532496    0.016100453   0.0044532496
            300    0.012405394   0.0028210024    0.012405394   0.0028210024    0.012405394   0.0028210024
            305    0.014834016   0.0034540464    0.014834016   0.0034540464    0.014834016   0.0034540464
            310   0.0068931891   0.0027135178   0.0068931891   0.0027135178   0.0068931891   0.0027135178
            315    0.012995571   0.0042471892    0.012995571   0.0042471892    0.012995571   0.0042471892
            320    0.010239921   0.0027982693    0.010239921   0.0027982693    0.010239921   0.0027982693
            325   0.0072695472   0.0021437477   0.0072695472   0.0021437477   0.0072695472   0.0021437477
            330   0.0081353149   0.0023770107   0.0081353149   0.0023770107   0.0081353149   0.0023770107
            335   0.0045932283   0.0020041354   0.0045932283   0.0020041354   0.0045932283   0.0020041354
            340   0.0094049606   0.0023839908   0.0094049606   0.0023839908   0.0094049606   0.0023839908
            345    0.010407441   0.0033714783    0.010407441   0.0033714783    0.010407441   0.0033714783
            350   0.0099055708   0.0024690285   0.0099055708   0.0024690285   0.0099055708   0.0024690285
            355   0.0061113386   0.0023744349   0.0061113386   0.0023744349   0.0061113386   0.0023744349
            360   0.0049157679   0.0020752791   0.0049157679   0.0020752791   0.0049157679   0.0020752791
            365   0.0038276772    0.001901231   0.0038276772    0.001901231   0.0038276772    0.001901231
            370   0.0059755709   0.0018289174   0.0059755709   0.0018289174   0.0059755709   0.0018289174
            375    0.006496811   0.0021977364    0.006496811   0.0021977364    0.006496811   0.0021977364
            380   0.0046299803   0.0025527731   0.0046299803   0.0025527731   0.0046299803   0.0025527731
            385   0.0080664567    0.002281863   0.0080664567    0.002281863   0.0080664567    0.002281863
            390   0.0041335827    0.001704257   0.0041335827    0.001704257   0.0041335827    0.001704257
            395   0.0024653543   0.0015241561   0.0024653543   0.0015241561   0.0024653543   0.0015241561
            400      0.0035425   0.0014648851      0.0035425   0.0014648851      0.0035425   0.0014648851
            405   0.0026913583   0.0013943298   0.0026913583   0.0013943298   0.0026913583   0.0013943298
            410    0.004926437   0.0015752312    0.004926437   0.0015752312    0.004926437   0.0015752312
            415   0.0021048622   0.0010884544   0.0021048622   0.0010884544   0.0021048622   0.0010884544
            420   0.0014856496   0.0012414525   0.0014856496   0.0012414525   0.0014856496   0.0012414525
            425   0.0029626968   0.0012272317   0.0029626968   0.0012272317   0.0029626968   0.0012272317
            430   0.0013035039  0.00092398908   0.0013035039  0.00092398908   0.0013035039  0.00092398908
            435   0.0015036614  0.00087167477   0.0015036614  0.00087167477   0.0015036614  0.00087167477
            440   0.0042528739   0.0016445152   0.0042528739   0.0016445152   0.0042528739   0.0016445152
            445   0.0025324803   0.0013173891   0.0025324803   0.0013173891   0.0025324803   0.0013173891
            450  0.00047437007  0.00069717082  0.00047437007  0.00069717082  0.00047437007  0.00069717082
            455   0.0050558465    0.001711327   0.0050558465    0.001711327   0.0050558465    0.001711327
            460   0.0012037599  0.00087738412   0.0012037599  0.00087738412   0.0012037599  0.00087738412
            465  0.00066622043  0.00093968698  0.00066622043  0.00093968698  0.00066622043  0.00093968698
            470 -0.00076561027  0.00076557199 -0.00076561027  0.00076557199 -0.00076561027  0.00076557199
            475   0.0017598819   0.0010399124   0.0017598819   0.0010399124   0.0017598819   0.0010399124
            480   0.0015264764  0.00091834682   0.0015264764  0.00091834682   0.0015264764  0.00091834682
            485  0.00049750002  0.00070742219  0.00049750002  0.00070742219  0.00049750002  0.00070742219
            490  0.00095340552  0.00067412607  0.00095340552  0.00067412607  0.00095340552  0.00067412607
            495   0.0002616929  0.00026167982   0.0002616929  0.00026167982   0.0002616929  0.00026167982
            500   0.0002616929  0.00026167982   0.0002616929  0.00026167982   0.0002616929  0.00026167982
