# total-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      15032.934      6.6756923      15032.934      6.6756923      15032.934      6.6756923
              1      15032.934      6.6756923      15032.934      6.6756923      15032.934      6.6756923
