# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj30
              0     0.97632677    0.060344554     0.97632677    0.060344554     0.97632677    0.060344554
              1      2.9325003     0.10778085      2.9325003     0.10778085      2.9325003     0.10778085
              2      5.4684315     0.14835653      5.4684315     0.14835653      5.4684315     0.14835653
              3      7.7370226     0.17458559      7.7370226     0.17458559      7.7370226     0.17458559
              4      10.643175     0.20436954      10.643175     0.20436954      10.643175     0.20436954
              5      13.386444     0.22941622      13.386444     0.22941622      13.386444     0.22941622
              6      16.327178     0.25439651      16.327178     0.25439651      16.327178     0.25439651
              7      19.461609     0.27869108      19.461609     0.27869108      19.461609     0.27869108
              8      23.937944     0.30874238      23.937944     0.30874238      23.937944     0.30874238
              9      26.745888     0.32799497      26.745888     0.32799497      26.745888     0.32799497
             10      30.952914     0.35023929      30.952914     0.35023929      30.952914     0.35023929
             11      35.508881     0.38107034      35.508881     0.38107034      35.508881     0.38107034
             12      39.312862     0.39477272      39.312862     0.39477272      39.312862     0.39477272
             13      43.622959      0.4210644      43.622959      0.4210644      43.622959      0.4210644
             14      48.282109     0.44166793      48.282109     0.44166793      48.282109     0.44166793
             15      53.476497     0.46575572      53.476497     0.46575572      53.476497     0.46575572
             16      58.333598      0.4861002      58.333598      0.4861002      58.333598      0.4861002
             17      64.416979     0.51306788      64.416979     0.51306788      64.416979     0.51306788
             18      71.439446     0.53415203      71.439446     0.53415203      71.439446     0.53415203
             19       75.79695     0.55403353       75.79695     0.55403353       75.79695     0.55403353
             20      83.145006     0.57702763      83.145006     0.57702763      83.145006     0.57702763
             21      89.823199     0.60012232      89.823199     0.60012232      89.823199     0.60012232
             22      98.034345     0.63330316      98.034345     0.63330316      98.034345     0.63330316
             23      106.17583     0.65255302      106.17583     0.65255302      106.17583     0.65255302
             24      113.58791     0.67973808      113.58791     0.67973808      113.58791     0.67973808
             25      121.37988     0.69941537      121.37988     0.69941537      121.37988     0.69941537
             26      128.19409     0.71990412      128.19409     0.71990412      128.19409     0.71990412
             27      137.83091     0.74571901      137.83091     0.74571901      137.83091     0.74571901
             28      147.19905     0.76988242      147.19905     0.76988242      147.19905     0.76988242
             29      154.26488     0.78897904      154.26488     0.78897904      154.26488     0.78897904
             30      171.76459     0.83459647      171.76459     0.83459647      171.76459     0.83459647
             31      180.85776     0.85913015      180.85776     0.85913015      180.85776     0.85913015
             32      189.50357     0.87495527      189.50357     0.87495527      189.50357     0.87495527
             33      195.63507     0.88496857      195.63507     0.88496857      195.63507     0.88496857
             34      201.35032     0.91422721      201.35032     0.91422721      201.35032     0.91422721
             35      205.64412     0.91219822      205.64412     0.91219822      205.64412     0.91219822
             36      209.60484     0.91489201      209.60484     0.91489201      209.60484     0.91489201
             37      212.91211     0.92329926      212.91211     0.92329926      212.91211     0.92329926
             38      213.97624     0.92518404      213.97624     0.92518404      213.97624     0.92518404
             39      215.18016     0.93059118      215.18016     0.93059118      215.18016     0.93059118
             40      215.45225      0.9268556      215.45225      0.9268556      215.45225      0.9268556
             41      214.04243     0.91957711      214.04243     0.91957711      214.04243     0.91957711
             42      213.17353     0.92089043      213.17353     0.92089043      213.17353     0.92089043
             43      211.59085      0.9142876      211.59085      0.9142876      211.59085      0.9142876
             44      208.85179     0.91410481      208.85179     0.91410481      208.85179     0.91410481
             45      207.93593     0.91995126      207.93593     0.91995126      207.93593     0.91995126
             46      203.74194     0.89998773      203.74194     0.89998773      203.74194     0.89998773
             47      200.47383     0.88878595      200.47383     0.88878595      200.47383     0.88878595
             48       196.8108     0.88486665       196.8108     0.88486665       196.8108     0.88486665
             49      195.35056     0.87666234      195.35056     0.87666234      195.35056     0.87666234
             50      195.35056     0.87666234      195.35056     0.87666234      195.35056     0.87666234
