#          pt_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      165.68354     0.41543268      165.68354     0.41543268      165.68354     0.41543268
              5      419.22051     0.63488989      419.22051     0.63488989      419.22051     0.63488989
             10      531.65545     0.68920647      531.65545     0.68920647      531.65545     0.68920647
             15      546.22775     0.67717502      546.22775     0.67717502      546.22775     0.67717502
             20      512.43249     0.64455422      512.43249     0.64455422      512.43249     0.64455422
             25      461.93517     0.60470029      461.93517     0.60470029      461.93517     0.60470029
             30      406.33425     0.56224964      406.33425     0.56224964      406.33425     0.56224964
             35      354.48869     0.53032063      354.48869     0.53032063      354.48869     0.53032063
             40      305.13508     0.48218748      305.13508     0.48218748      305.13508     0.48218748
             45      263.85707     0.44800999      263.85707     0.44800999      263.85707     0.44800999
             50      226.74332     0.41544694      226.74332     0.41544694      226.74332     0.41544694
             55      193.91302     0.38391101      193.91302     0.38391101      193.91302     0.38391101
             60      167.62676      0.3570571      167.62676      0.3570571      167.62676      0.3570571
             65      143.86647     0.33667053      143.86647     0.33667053      143.86647     0.33667053
             70      123.10472     0.30301502      123.10472     0.30301502      123.10472     0.30301502
             75      107.13488     0.28298922      107.13488     0.28298922      107.13488     0.28298922
             80      92.820233     0.26874443      92.820233     0.26874443      92.820233     0.26874443
             85      79.553427     0.24325874      79.553427     0.24325874      79.553427     0.24325874
             90      69.702997     0.22825404      69.702997     0.22825404      69.702997     0.22825404
             95       60.85531      0.2127566       60.85531      0.2127566       60.85531      0.2127566
            100      52.928514     0.19943423      52.928514     0.19943423      52.928514     0.19943423
            105      46.065612     0.18633657      46.065612     0.18633657      46.065612     0.18633657
            110      40.372098     0.17505756      40.372098     0.17505756      40.372098     0.17505756
            115      35.487737     0.16313642      35.487737     0.16313642      35.487737     0.16313642
            120       31.03602     0.15234185       31.03602     0.15234185       31.03602     0.15234185
            125      27.669745      0.1444121      27.669745      0.1444121      27.669745      0.1444121
            130      24.233212     0.13695628      24.233212     0.13695628      24.233212     0.13695628
            135      21.409724     0.12608632      21.409724     0.12608632      21.409724     0.12608632
            140      19.155937     0.12335039      19.155937     0.12335039      19.155937     0.12335039
            145      17.119671     0.11328116      17.119671     0.11328116      17.119671     0.11328116
            150      15.080509     0.10735366      15.080509     0.10735366      15.080509     0.10735366
            155       13.61088     0.10108563       13.61088     0.10108563       13.61088     0.10108563
            160      12.007075    0.096174631      12.007075    0.096174631      12.007075    0.096174631
            165      10.911897    0.090451563      10.911897    0.090451563      10.911897    0.090451563
            170      9.6299159    0.084881494      9.6299159    0.084881494      9.6299159    0.084881494
            175      8.7574815    0.080775445      8.7574815    0.080775445      8.7574815    0.080775445
            180      7.9868663    0.078732181      7.9868663    0.078732181      7.9868663    0.078732181
            185      7.1894374    0.073557084      7.1894374    0.073557084      7.1894374    0.073557084
            190      6.4349597    0.069579865      6.4349597    0.069579865      6.4349597    0.069579865
            195      5.8273855    0.066086381      5.8273855    0.066086381      5.8273855    0.066086381
            200      5.2861227    0.063348362      5.2861227    0.063348362      5.2861227    0.063348362
            205       4.912917    0.061546579       4.912917    0.061546579       4.912917    0.061546579
            210      4.3958972     0.05769431      4.3958972     0.05769431      4.3958972     0.05769431
            215      4.0839671    0.055440106      4.0839671    0.055440106      4.0839671    0.055440106
            220      3.5904476    0.052163764      3.5904476    0.052163764      3.5904476    0.052163764
            225      3.3853244    0.050621468      3.3853244    0.050621468      3.3853244    0.050621468
            230      3.1071112    0.072389698      3.1071112    0.072389698      3.1071112    0.072389698
            235       2.847179    0.048145972       2.847179    0.048145972       2.847179    0.048145972
            240      2.5851327    0.044677837      2.5851327    0.044677837      2.5851327    0.044677837
            245      2.3008907    0.042616789      2.3008907    0.042616789      2.3008907    0.042616789
            250      2.2117393    0.041330984      2.2117393    0.041330984      2.2117393    0.041330984
            255       2.056187    0.039776545       2.056187    0.039776545       2.056187    0.039776545
            260      1.8668247    0.038086836      1.8668247    0.038086836      1.8668247    0.038086836
            265      1.7152879    0.036026152      1.7152879    0.036026152      1.7152879    0.036026152
            270      1.6059493    0.035227502      1.6059493    0.035227502      1.6059493    0.035227502
            275      1.4653141    0.037989232      1.4653141    0.037989232      1.4653141    0.037989232
            280      1.3386006    0.032710465      1.3386006    0.032710465      1.3386006    0.032710465
            285       1.272831    0.032743623       1.272831    0.032743623       1.272831    0.032743623
            290      1.1693674    0.030559711      1.1693674    0.030559711      1.1693674    0.030559711
            295      1.1022937    0.029010798      1.1022937    0.029010798      1.1022937    0.029010798
            300     0.98803372    0.027878292     0.98803372    0.027878292     0.98803372    0.027878292
            305      0.9464898    0.031292911      0.9464898    0.031292911      0.9464898    0.031292911
            310     0.85652734    0.025832301     0.85652734    0.025832301     0.85652734    0.025832301
            315     0.80465133    0.026259569     0.80465133    0.026259569     0.80465133    0.026259569
            320     0.75907338    0.024487274     0.75907338    0.024487274     0.75907338    0.024487274
            325     0.71271832    0.023368915     0.71271832    0.023368915     0.71271832    0.023368915
            330     0.64465148    0.022248533     0.64465148    0.022248533     0.64465148    0.022248533
            335     0.62086943     0.02197783     0.62086943     0.02197783     0.62086943     0.02197783
