#   m_bbZ-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13              0              0              0              0              0              0
             14              0              0              0              0              0              0
             15              0              0              0              0              0              0
             16              0              0              0              0              0              0
             17              0              0              0              0              0              0
             18              0              0              0              0              0              0
             19              0              0              0              0              0              0
             20              0              0              0              0              0              0
             21    0.011602755    0.006699151    0.011602755    0.006699151    0.011602755    0.006699151
             22   0.0038368108    0.003836619   0.0038368108    0.003836619   0.0038368108    0.003836619
             23    0.015535729   0.0078276569    0.015535729   0.0078276569    0.015535729   0.0078276569
             24   0.0088461613   0.0063112697   0.0088461613   0.0063112697   0.0088461613   0.0063112697
             25    0.009512106   0.0068520939    0.009512106   0.0068520939    0.009512106   0.0068520939
             26    0.014459055   0.0090447829    0.014459055   0.0090447829    0.014459055   0.0090447829
             27    0.011702854   0.0067756514    0.011702854   0.0067756514    0.011702854   0.0067756514
             28    0.011450689   0.0066107892    0.011450689   0.0066107892    0.011450689   0.0066107892
             29   0.0038294292   0.0038292378   0.0038294292   0.0038292378   0.0038294292   0.0038292378
             30    0.028883465    0.012210464    0.028883465    0.012210464    0.028883465    0.012210464
             31    0.011781791    0.008592499    0.011781791    0.008592499    0.011781791    0.008592499
             32     0.03049311    0.016288529     0.03049311    0.016288529     0.03049311    0.016288529
             33    0.025857874    0.010679834    0.025857874    0.010679834    0.025857874    0.010679834
             34     0.01111939    0.010055164     0.01111939    0.010055164     0.01111939    0.010055164
             35    0.049214173    0.015417111    0.049214173    0.015417111    0.049214173    0.015417111
             36    0.033232579    0.011927356    0.033232579    0.011927356    0.033232579    0.011927356
             37    0.074296456    0.017928689    0.074296456    0.017928689    0.074296456    0.017928689
             38    0.064999508    0.015797642    0.064999508    0.015797642    0.064999508    0.015797642
             39    0.078087992    0.019129363    0.078087992    0.019129363    0.078087992    0.019129363
             40     0.07409872    0.017090689     0.07409872    0.017090689     0.07409872    0.017090689
             41    0.081669882    0.018680488    0.081669882    0.018680488    0.081669882    0.018680488
             42     0.08566368    0.019141957     0.08566368    0.019141957     0.08566368    0.019141957
             43    0.090907776    0.019576445    0.090907776    0.019576445    0.090907776    0.019576445
             44      0.1058877    0.022940673      0.1058877    0.022940673      0.1058877    0.022940673
             45      0.1238502    0.024524649      0.1238502    0.024524649      0.1238502    0.024524649
             46     0.13638622    0.025789234     0.13638622    0.025789234     0.13638622    0.025789234
             47     0.10500581    0.022431087     0.10500581    0.022431087     0.10500581    0.022431087
             48     0.15040049    0.026792242     0.15040049    0.026792242     0.15040049    0.026792242
             49     0.15262884    0.025041092     0.15262884    0.025041092     0.15262884    0.025041092
             50     0.18458966    0.027765215     0.18458966    0.027765215     0.18458966    0.027765215
             51     0.17333602    0.028155665     0.17333602    0.028155665     0.17333602    0.028155665
             52     0.20314712    0.029303161     0.20314712    0.029303161     0.20314712    0.029303161
             53     0.20207185    0.030854348     0.20207185    0.030854348     0.20207185    0.030854348
             54     0.27137451    0.034277831     0.27137451    0.034277831     0.27137451    0.034277831
             55     0.31008021    0.035133993     0.31008021    0.035133993     0.31008021    0.035133993
             56     0.30249252    0.036512382     0.30249252    0.036512382     0.30249252    0.036512382
             57     0.38932677     0.04149384     0.38932677     0.04149384     0.38932677     0.04149384
             58     0.39679173    0.040594555     0.39679173    0.040594555     0.39679173    0.040594555
             59     0.39331526    0.040997423     0.39331526    0.040997423     0.39331526    0.040997423
             60     0.39892588    0.042852575     0.39892588    0.042852575     0.39892588    0.042852575
             61     0.38085108    0.041143585     0.38085108    0.041143585     0.38085108    0.041143585
             62     0.44481063    0.043212186     0.44481063    0.043212186     0.44481063    0.043212186
             63     0.50690915    0.046311593     0.50690915    0.046311593     0.50690915    0.046311593
             64     0.56273022    0.049512008     0.56273022    0.049512008     0.56273022    0.049512008
             65     0.54062579    0.048779294     0.54062579    0.048779294     0.54062579    0.048779294
             66     0.52905078    0.050094568     0.52905078    0.050094568     0.52905078    0.050094568
             67     0.75164006     0.05783892     0.75164006     0.05783892     0.75164006     0.05783892
             68     0.68272618    0.053567321     0.68272618    0.053567321     0.68272618    0.053567321
             69      0.6850377    0.054591457      0.6850377    0.054591457      0.6850377    0.054591457
             70     0.75345088    0.058328777     0.75345088    0.058328777     0.75345088    0.058328777
             71     0.80567126     0.05941521     0.80567126     0.05941521     0.80567126     0.05941521
             72      0.9582876    0.063705117      0.9582876    0.063705117      0.9582876    0.063705117
             73     0.98197027    0.067499495     0.98197027    0.067499495     0.98197027    0.067499495
             74     0.98980945     0.06617844     0.98980945     0.06617844     0.98980945     0.06617844
             75      1.2382515    0.073479107      1.2382515    0.073479107      1.2382515    0.073479107
             76      1.2077101    0.073048118      1.2077101    0.073048118      1.2077101    0.073048118
             77      1.4286772    0.082328091      1.4286772    0.082328091      1.4286772    0.082328091
             78      1.6771286    0.084155058      1.6771286    0.084155058      1.6771286    0.084155058
             79      1.7651351    0.087052183      1.7651351    0.087052183      1.7651351    0.087052183
             80      1.9501655    0.092986738      1.9501655    0.092986738      1.9501655    0.092986738
             81      2.0634941     0.09528723      2.0634941     0.09528723      2.0634941     0.09528723
             82      2.3572568     0.10205045      2.3572568     0.10205045      2.3572568     0.10205045
             83      2.6595846     0.10927224      2.6595846     0.10927224      2.6595846     0.10927224
             84      2.7477464     0.11105419      2.7477464     0.11105419      2.7477464     0.11105419
             85      3.3392851     0.12306401      3.3392851     0.12306401      3.3392851     0.12306401
