#  total-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       688.1121      2.0537697      531.41781      1.5727261      910.04489      2.9235962
              1       688.1121      2.0537697      531.41781      1.5727261      910.04489      2.9235962
