#       pt_lep2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      242.56529       1.083307      200.87628     0.96476186      353.53682        2.89348
              5      698.08521      1.9301801      578.81174       1.695665      1003.0206      4.7847773
             10      1126.1641      2.4501309      935.81083      2.1569978      1588.3487      5.7935146
             15      1555.9108      2.8459182      1294.0975      2.4860604      2194.2086      6.7943322
             20      1960.1498       2.917371      1631.5156      2.5273136      2766.7626      7.5866296
             25      2296.0783      2.9543416      1910.6022      2.5224912      3306.5079      8.4369299
             30      2404.7098      2.8725932      1997.1898      2.4106702      3601.2237       9.219036
             35      1837.4393      2.4833531      1520.8434      2.0424981      2846.0181      8.8267228
             40      476.35046      1.1026709      396.86985     0.93833068      655.26621      3.1715288
             45      166.26816     0.59558773      138.56121     0.51345511       212.8403      1.2866135
             50      91.551583     0.44934702      76.301247     0.38935877      115.88302     0.92258602
             55      55.993696     0.33720039      46.681834     0.29223744      69.037952     0.70022109
             60      36.629527     0.25364745      30.419987     0.21640387      45.442678     0.50195809
             65      25.663588      0.2111022      21.228512     0.18170736      31.792916     0.27301875
             70      18.620078     0.17456252      15.394872     0.14983642      23.210231     0.32934534
             75      13.690455     0.15882851      11.320499      0.1384701      17.041279       0.218931
             80      10.252708     0.14784159      8.4520013      0.1264125      12.789514     0.20532548
             85      7.6270688     0.11548511      6.3007752     0.10078884      9.4319601     0.14650773
             90       5.949548     0.10038631      4.9141138    0.085426777      7.3398821     0.13366531
             95      4.9936632     0.11166327      4.0981663     0.09106544      6.2870573     0.18953858
            100      3.9644729    0.089414409      3.2778682    0.078541262       5.061311     0.22645866
            105      3.1809468     0.07266172      2.6169759    0.061987521      3.9751226     0.11960694
            110       2.612874    0.090395712      2.1469295    0.077196799       3.260411     0.11119071
            115      2.1045866     0.06948288      1.7874014    0.079357686      2.7185239     0.22204817
            120       1.698716    0.057350986      1.4028029    0.049156328      2.1039502    0.074946615
            125      1.4524236    0.056008275      1.1978334    0.049703165      1.8018554    0.067913521
            130      1.2252345    0.057813797      1.0344363    0.054081373       1.438534    0.086129261
            135      1.0213817    0.058350871     0.82588644    0.044640115      1.3032499    0.081662003
            140     0.90476718    0.041349269     0.74951294    0.035816258       1.123073    0.053425433
            145     0.73427638    0.036827924     0.60023273    0.030155616     0.91768932    0.048734922
            150     0.62568972    0.041901446     0.51599204    0.036010433     0.77268411    0.050580372
            155     0.54933215    0.064204059     0.45672966    0.058590161     0.67887526    0.079274666
            160     0.43391753    0.026381994     0.35271084    0.021844797     0.54124603    0.033622203
            165     0.36888906    0.025152482       0.301488    0.021651942     0.45986014    0.030508334
            170     0.29644161    0.032491078     0.23736264    0.023856874     0.37719038    0.046883639
            175     0.27389159    0.020569857     0.22454588    0.017078926     0.33968955    0.026581733
            180     0.22299022    0.018999544     0.18512008    0.016065252     0.26978493    0.023711645
            185     0.22125497    0.021552244     0.18057944    0.018143295     0.27413002    0.026844659
            190     0.27376175    0.035637274     0.23083544    0.031275543     0.33800401    0.049404539
            195      0.1632065    0.017038091     0.13434006    0.014476544     0.20123016    0.020862878
            200     0.16142195    0.018971286     0.13641831    0.016552935     0.19823996    0.024834831
            205     0.15261813    0.022321056     0.12628268    0.020312959     0.18795982    0.024893872
            210     0.11163343    0.013724758    0.093057729    0.011603669     0.13583976    0.017259014
            215    0.094060885    0.022269623     0.07918063    0.016653084     0.11812543    0.033253203
            220      0.1319611    0.027513079     0.11079013    0.024932441     0.15983175     0.03016318
            225    0.059512874    0.012717958    0.052068405    0.011078751     0.06737561    0.015337009
            230    0.079998543    0.012994817    0.067228504    0.011871227    0.095676181     0.01509384
            235    0.071848976   0.0099921031    0.057451319   0.0082503118    0.091814527     0.01261007
            240    0.061019212    0.011063077    0.048155532   0.0089232204    0.080366174     0.01509713
            245    0.068231023    0.010779289    0.054115571   0.0085900305    0.088305039    0.014305406
