# total-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      54380.307      29.524153      45200.761      25.713053      80456.841      96.314531
              1      54380.307      29.524153      45200.761      25.713053      80456.841      96.314531
