# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-1bjet
             30      109.88465     0.27962183      93.244575     0.24771984      141.18996     0.63232181
             50      46.079157     0.17521279      39.343273     0.15559572      56.566824     0.34601743
             70      24.264109     0.12897499      20.811699     0.11875344      29.184025     0.22786597
             90      14.032238    0.088888936      12.046548    0.080656135      16.655649     0.14706891
            110      7.2412233    0.044339738      6.2072401     0.03941757      8.5372561    0.056043554
            150      3.1401527    0.024667836      2.6756026    0.021738599      3.7291056    0.030376884
            200      3.1401527    0.024667836      2.6756026    0.021738599      3.7291056    0.030376884
