#  y_bbZ-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5    0.038278542    0.038276628    0.021660433     0.02165935    0.072096457    0.072092851
           -4.4              0              0              0              0              0              0
           -4.3              0              0              0              0              0              0
           -4.2     0.11483268    0.066295364    0.066232283    0.038255573     0.21139665     0.12211995
           -4.1     0.07601673    0.053749878    0.045389763     0.03209452     0.13424311    0.094919662
             -4     0.15312303    0.076557689     0.10540158    0.053619919     0.23512894      0.1209203
           -3.9     0.37628839     0.11903673     0.25254823    0.080755092     0.59150591     0.18914392
           -3.8     0.28042716     0.10770239     0.18970866    0.075220989     0.44309055     0.16991986
           -3.7     0.45890847      0.1324691     0.30293898    0.088122081     0.73389666     0.21382746
           -3.6       1.469501     0.29413921      1.0363533     0.22511619      2.2169596     0.42751984
           -3.5       1.255874      0.2317596     0.82790946     0.15118332      2.0139951     0.38241142
           -3.4      3.0550729     0.35333239      2.0857392     0.24344177      4.7070502     0.55169234
           -3.3      4.9132106     0.46655874      3.4501171     0.33215295       7.333874     0.71038275
           -3.2      5.2289577       0.482995        3.70625      0.3387809      7.6979419     0.73822043
           -3.1       10.57818      2.0570248      7.3585167      1.2898111      15.922716      3.4501791
             -3      11.798155     0.71928876      8.3973337      0.5182108      17.369888      1.0793507
           -2.9      16.299958     0.83822667      11.883967     0.61177386      23.254414       1.233967
           -2.8      21.659562     0.99908076      15.924189     0.74791981      30.620137      1.4632003
           -2.7      28.364539      1.1830793      21.170415     0.86287086      39.237799      1.7727365
           -2.6      38.232474      3.3353146      27.972076      2.2706656       54.25141      5.1081105
           -2.5      42.366217      1.3627507      31.524278      1.0103307      58.806584      1.9581262
           -2.4      51.583567      1.5587516      38.556489      1.1433897      71.185672      2.2872591
           -2.3      59.515746      2.4762823      45.256439      1.9984645      80.338758      3.1358463
           -2.2      67.313966      1.7428649       50.41448      1.2991908      92.728811      2.4956309
           -2.1      77.292545      1.8953293      58.412053      1.4219879      105.18791      2.6881473
             -2      89.841433      2.0187377      67.995993      1.5217534      122.09125      2.8519069
           -1.9      96.851043      2.0923935      73.692037      1.5679225      130.65825      2.9768217
           -1.8      103.89432      2.2080344      80.044538      1.6772875      137.86516      3.1282036
           -1.7      115.82418      2.4720008      89.063571       1.888825      154.09019      3.4884891
           -1.6      121.97072      2.4206006      94.424014      1.8800143      160.99316      3.3520084
           -1.5      137.29372       3.347192      106.09329      2.5523293      181.46788      4.6655947
           -1.4      145.21337      2.7941469      111.55756      2.1584801      193.48888      3.8362376
           -1.3      148.03476      2.7238995      114.86097      2.0981988       194.5763      3.8953976
           -1.2       151.2437      2.9791437      117.06589      2.3109229      199.42722      4.0891986
           -1.1      157.80607       3.438742      122.14185      2.6228291      208.12362      4.7974793
             -1      163.18108      2.7859807      127.18257      2.1432305      213.12259      3.9071579
           -0.9      164.86297      2.9612285      128.15088      2.3180654      216.14377      4.0713325
           -0.8      168.62254       3.093232      130.78965       2.358066       221.5144       4.318477
           -0.7      170.26976      3.1010418      133.00959      2.3934294      221.67322      4.3537001
           -0.6      165.93401      3.2220716      128.94641      2.4136573      217.45914      4.6033291
           -0.5      177.44779       3.441857      138.06707      2.6581476      232.12855      4.7163865
           -0.4      178.96197      3.2386245       140.0343      2.4753521      232.25671      4.5560246
           -0.3      176.30301      2.9713418      137.36593      2.3028466      229.92941      4.1896306
           -0.2      181.48503       3.571986      142.09862      2.9527887      235.57021      4.6063994
           -0.1      186.22874      3.2554693      145.03747      2.4939153      243.16813      4.5623087
              0      180.01845      3.0584297      140.28558      2.3392793      234.95048      4.3004982
            0.1      175.02928      2.9489527      136.08093      2.2632928      229.08435      4.1075202
            0.2      179.42382      3.0718437      140.27677      2.4381997      233.32836      4.2014988
            0.3      174.35298      4.3998737      136.16167      3.1659546      226.95589      6.4237209
            0.4      180.93808      4.0498401      141.35991      3.2378802      235.48934      5.3910956
            0.5      175.31875      3.4217802      137.75154      2.8223762      226.38522       5.234935
            0.6       176.1025      2.9830356      137.31697      2.2886483      229.71379      4.2100926
            0.7      171.77513      3.5488611      133.19125      2.6579184      225.89979      5.0573822
