# dphi_bbZ-j1-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj200
              0      97.597054      1.3547544      75.090425      1.0108075      129.84306      1.9353533
     0.31415927      102.84149      1.2970903      79.665194      1.0175074      135.63231      1.7863414
     0.62831853      107.24829      1.4924867      83.209119      1.1510847      141.14488      2.0805579
      0.9424778      114.17307       1.352678      88.193745      1.0465946       151.0867      1.8829385
      1.2566371      123.69386      1.5580184      94.754985      1.1826532      165.43176       2.183735
      1.5707963      151.43443      1.5997471       115.6982      1.2036349      203.25722      2.2903179
      1.8849556      193.85634      1.9179863      147.71809      1.4691068      260.96377      2.6855751
      2.1991149      269.37498        2.96013      205.83176      2.1688016      361.33007      4.3235893
      2.5132741      397.83448      2.5525489      306.68307      2.0084196      527.21974      3.6699904
      2.8274334      632.27483      3.4083741      494.71084      2.6604584      820.85335      4.8064598
      3.1415927      632.27483      3.4083741      494.71084      2.6604584      820.85335      4.8064598
