#        pt_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2351.6578      4.0005492      1891.7641      3.2513835      5729.2085      18.956206
              5      2243.3363      3.4896357      1898.7124      3.0419597      2850.8422      4.6708691
             10       1622.229      2.6695324      1383.1968      2.3779436      1952.0521      3.1653528
             15       1247.326      2.1959447      1064.7309      1.9684106      1481.6297      2.5221739
             20      960.02589      1.7924986      814.60816      1.5996181      1143.9848      2.0554909
             25      736.71402       1.508994      618.51736      1.3385017      888.30913      1.7459346
             30       581.2349      1.3068769      482.91524      1.1456599      709.35118      1.5406583
             35      469.20767      1.0567599      386.61127     0.91692778      577.97758      1.2605663
             40      387.16241     0.97125237      317.14761     0.83877142      479.74758      1.1572932
             45      321.98061     0.77290131      262.62675     0.66120056        400.884      0.9386834
             50      272.98336     0.69336309      221.90738     0.58834782      341.01918     0.84673673
             55       231.5387     0.61823638      187.81743     0.51468102      289.84327     0.78011418
             60      198.99804     0.61631351      161.22227     0.51342443      249.51716     0.77796062
             65      171.24449     0.57702348      138.56638     0.48048635       214.9137     0.71757531
             70      147.01237     0.48667287      118.91955     0.40866716      184.54412     0.61782358
             75      126.66993      0.4247692      102.32271     0.35069069      159.23071     0.54347499
             80      110.93101     0.42208862      89.546233     0.34832978      139.55556     0.53172026
             85      96.487971     0.37770526      77.801422     0.30898968      121.53638     0.48299144
             90      84.298238     0.34270212      68.023671     0.28315411      105.91198      0.4410054
             95       74.00837     0.31977955      59.518594     0.26077924      93.358591     0.41189424
            100      64.690488     0.28157064      51.978329     0.22967621      81.662815      0.3643683
            105      56.852872     0.28897046      45.682797     0.23597034      71.748244      0.3737967
            110      50.329639     0.25880124      40.346723     0.21102835      63.685067     0.33394342
            115      44.163562      0.2296148      35.345065     0.18701289      55.976319     0.29637723
            120      39.759594      0.2416712       31.82098     0.20058619        50.3766     0.30587932
            125      35.048658     0.23183592      27.998138     0.18816524      44.508891     0.29768299
            130      31.223283      0.2310413      24.948949     0.18909723        39.6247     0.30129441
            135      28.161737     0.20525839      22.499482     0.16688233       35.74763     0.26702282
            140      24.401013     0.16525931      19.527292     0.14309728      30.878606     0.22986832
            145      22.445345     0.18216258      17.878912     0.14480208      28.616333     0.24332619
            150      19.790962     0.15056395      15.760779     0.12047712      25.189122     0.19994055
            155      17.789776     0.16392583      14.168008     0.12937681      22.633653     0.22097586
            160      15.900704     0.13585027        12.6738     0.10897334      20.201208     0.18501792
            165       14.46575     0.13368996      11.507486     0.10769109      18.430949     0.17693466
            170      13.010974     0.13837196      10.331297     0.10952969      16.612685     0.18328966
            175      12.042795     0.11623621        9.56668    0.095015721      15.361314     0.15095698
            180      10.580039     0.10733634      8.3986246     0.08597019      13.505216     0.14334737
            185      9.4609327     0.09818391      7.5007906    0.078312783       12.08772     0.13096042
            190       8.752814     0.10302491      6.9209212    0.082010351      11.225144     0.13690456
            195      7.9896606     0.10290607      6.3499992     0.08096064      10.178894     0.14057203
            200      7.3303044    0.086255337      5.8286519     0.06828459      9.3248123     0.11910169
            205      6.8078235    0.099645769      5.4187667    0.083488112       8.651126     0.13493181
            210      6.0909714    0.087598045      4.8657735    0.080902351      7.6944459      0.1451598
            215       5.435845    0.074921635      4.3212472    0.059070376      6.9109223     0.10327145
            220      5.1476464     0.15318731      4.0866788     0.12904523      6.5649371      0.1861478
            225       4.764447    0.069485834       3.764289    0.054724686      6.1097247    0.093470206
            230      4.2698165    0.067655155      3.3676423    0.053348708       5.485513    0.091623404
            235      3.8725432    0.080642787      3.0520286    0.059158373      4.9773415      0.1162967
            240       3.581702    0.059643558       2.832605    0.047081036      4.5842434    0.081324701
            245      3.2997995    0.056982484      2.6024984    0.044934734      4.2389061    0.076355046
            250      3.1113839    0.068138877      2.4526473    0.053087417      3.9961655     0.09329415
            255      2.8799718    0.054649091      2.2806365    0.042859801      3.6784114    0.076010648
            260      2.5860223    0.049885851        2.04225     0.03903225      3.3101047    0.068628373
            265      2.4189748    0.049970097      1.9188234    0.039827293      3.0818891    0.067640629
            270      2.2094483    0.047258902      1.7440436    0.035317073      2.8321354      0.0719038
            275      2.1207132     0.04816866      1.6815496    0.038099299      2.7015274    0.065506535
            280      1.9449388     0.04255629      1.5375025    0.032927172      2.4842257    0.059214238
            285      1.7539156    0.077411335      1.4007081    0.055534204      2.2129085     0.11500312
