# dR_bb-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
            0.4      289.68639      2.0425828      242.12488      1.8571877      356.24264      2.6457073
            1.2      141.86714      1.5802279      121.15257      1.4444729      171.84867      2.3297749
              2      155.08135      2.6080229      135.29635      2.4251199      181.44497      3.1197464
            2.4       215.6958      2.4052762      190.89098      2.1689179      262.59859      4.2025342
              3      178.64654      3.2804677      159.12487       2.796571      210.89839      6.9276713
            3.4      27.367868      1.4694367      24.298495      1.3039948      32.698735      2.0381963
              4      3.6381372     0.35769259      3.1800442     0.31112319      4.2630758     0.44103389
            4.5     0.76344547      0.1867434     0.64788937     0.16324059     0.94920749     0.23065372
              5     0.76344547      0.1867434     0.64788937     0.16324059     0.94920749     0.23065372
