#   total-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      27687.034      15.960793      22785.045      14.051175       34161.85       18.87891
              1      27687.034      15.960793      22785.045      14.051175       34161.85       18.87891
