#           y_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      10.712835      1.4858492      8.2727303      1.1211403      23.487305      5.7234731
           -4.9      28.826436      2.5212927      22.865709      1.9892482      53.336004      13.338675
           -4.8      71.018253      3.6754969      56.536745      2.9599152      120.48159       15.40993
           -4.7      160.08025      5.9802605      127.65064      4.7851415      277.89419      19.263938
           -4.6      286.63257      8.8624672      230.03855       7.219062      461.92143      25.179247
           -4.5      482.40964      8.9893621      388.75217      7.1571228      823.88631      36.811438
           -4.4      787.69422      12.222408      636.91466      9.8114485      1289.7241      39.303221
           -4.3      1166.9442      14.178491      943.18411      11.374377      1989.1871      54.895669
           -4.2      1639.8175      17.314128      1326.9426      14.105184      2716.1581      59.788359
           -4.1      2161.6549       21.21481      1758.2886      17.284271       3409.139      71.084491
             -4      2659.9747      21.149492      2166.3235      17.227828      4217.2932      74.975923
           -3.9      3292.9065      25.173427      2688.6438      20.494338      5179.1597      82.608277
           -3.8       3860.518       25.67443      3164.2772      21.086535      5972.2575      84.364566
           -3.7      4420.2641      27.890949      3624.5355      22.718549      6819.7959       90.90207
           -3.6      5006.9309      29.614385      4114.8294      24.407652      7719.4186      96.420028
           -3.5      5509.8973      29.234748      4533.9301      24.171051      8277.4557      94.277494
           -3.4      6025.8292      30.752564      4964.1623      25.534376      9074.5174      108.43527
           -3.3       6533.737      31.395333      5387.5473      26.049953       9789.337      104.83341
           -3.2      6912.0783      34.430538      5709.2854      28.944628      10243.203      106.90563
           -3.1      7248.6905      36.446865      5988.4557       30.34758      10722.813      111.71613
             -3      7616.0744      35.799667      6298.4157      29.952003      11254.168      110.07864
           -2.9      7952.1721      39.348228      6587.1089      33.617481      11766.689      116.48082
           -2.8      8138.0381      37.169161      6741.9382      31.388855       11840.89      112.34588
           -2.7      8390.3379      39.228263      6963.2454      33.693751      12341.094       115.0974
           -2.6       8559.115      40.228684       7099.048      33.864047      12623.659       119.5042
           -2.5      8724.0872      42.185732      7243.4457      36.226756      12672.585      115.91229
           -2.4      8763.2311      41.128369      7282.7376      35.104483      12509.723      115.88542
           -2.3      8869.0814      42.635635      7369.1407      36.872426      12969.794      121.19633
           -2.2       9006.585      44.086903      7487.4555       38.06606      13080.621      120.96872
           -2.1      9008.0098      43.855182      7488.5889      37.793099      12939.176      117.85978
             -2      9128.3915      48.251528      7602.9997      41.606298       13042.19      123.23091
           -1.9      9179.2625      45.254131      7654.0315      39.299724      13069.151      117.17764
           -1.8      9120.1483      45.056615      7593.0129      38.739458      13025.482      119.46141
           -1.7      9164.2079      44.619091      7639.4628      38.918624      12996.389      118.62116
           -1.6      9186.5881      46.096229      7664.7634      40.295124      12969.509      115.30607
           -1.5      9219.6452      46.276406      7698.3253      40.171734      12918.782      119.11659
           -1.4      9109.7252      44.623481       7594.797      38.534876      12868.358      111.12051
           -1.3      9151.3252      43.574579      7634.6711      37.595267      12922.775      118.04239
           -1.2        9167.37       44.88678      7651.4024      38.290311      13022.395      115.25658
           -1.1      9110.2614      41.114175      7595.7047      35.362343      12922.123      117.43475
             -1      9138.0624      44.556113        7628.89      38.419927      12900.301      117.34047
           -0.9       9158.648      46.698514      7650.9193      40.270303      12896.378      118.61741
           -0.8      9239.0358      46.095988      7714.5001      40.363321      13194.224      122.97532
           -0.7      9247.5739      47.033265      7727.2449      40.839837      13027.892      118.72313
           -0.6      9293.7422      48.884222      7761.4762      42.638794      13161.859      117.12786
           -0.5      9146.7962      45.380947       7635.932      39.173067      12821.304      113.95677
           -0.4      9169.7626      48.473174      7668.7402      42.180179      12865.883      120.11012
           -0.3       9133.307      44.898973      7625.0036      38.828545      12863.966      114.08806
           -0.2      9157.5181      47.888761      7654.2707      41.551121      12904.571      115.75112
           -0.1      9172.2177      46.023406      7665.6592      39.923661      12926.566      116.66329
              0      9158.7578      48.708347      7666.0937      42.536983      12880.957      122.77874
            0.1      9084.1291      46.536597      7591.3706      40.536276      12775.533      115.36436
            0.2      9071.7029      43.166869      7574.0134      37.007895       12839.32       116.4685
            0.3      9192.8126      46.628082      7683.7077      40.263266      12990.037      120.56511
            0.4      9120.4785      45.750546      7623.1456      39.597829      12806.471      120.97575
            0.5      9162.1975      46.952772      7652.2169      40.717517      12825.209      112.65745
            0.6      9128.7339      47.638529      7637.4139      41.690492      12831.969      119.65534
            0.7      9117.6686      44.989075      7613.6459      39.037435      12912.981      115.68397
