#           y_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
            0.8      9138.9811      44.522793       7632.674       38.55422      12870.766      119.29011
            0.9      9079.9643      43.400555      7584.7007      37.607877       12737.31      115.91359
              1       9331.625      50.940562      7796.1214      44.656113      13341.697      125.36207
            1.1      9197.6667      46.546644      7682.4297      40.431161      12999.676      120.07477
            1.2      9161.3801      45.403447      7643.7702      38.954523      12823.456      115.86677
            1.3      9235.2842      44.988365      7704.7194      39.105831      13114.451      117.77831
            1.4      9162.1662      44.878539      7632.3612      38.452849      13116.071      119.58747
            1.5      9127.7166      43.304185      7604.1632      37.071626      12997.566      116.59035
            1.6      9111.3174       41.58966      7589.9666      35.631393      13016.474       119.0912
            1.7      9172.6012      43.527877      7636.4189      37.425717      13336.963      124.35893
            1.8      9172.8548      46.607694      7634.1766      40.488451      13170.822      120.33185
            1.9      9067.8636      43.003064      7548.4643        36.8168      13004.383      118.40864
              2      9051.7272       43.56937      7529.6767      37.673788      13068.443      116.14539
            2.1      8924.4497      42.061942      7435.8151      36.635595        12643.8       111.9342
            2.2      8839.2878      40.696382      7345.8609      34.929377      12809.228      115.97105
            2.3      8849.1513      44.791539      7355.6333       38.73433      12729.055      120.16494
            2.4      8582.7017      40.733751      7122.6155      34.806619      12556.487      119.71919
            2.5      8532.2614       40.84812      7080.7036       34.77682      12315.569      115.27261
            2.6      8311.4605      39.378621      6887.6061      33.509705      12076.613      116.07278
            2.7      8140.6432       38.50857      6740.1156      32.284788      11902.532      115.46462
            2.8      7902.5783      37.354349      6543.2711      31.609134      11438.813      110.67987
            2.9      7692.1938      39.275232       6367.026      33.310841       11328.86      115.88457
              3      7365.8948      36.849708      6082.6415      30.648433       11022.58       114.6309
            3.1      6879.2096      32.839353       5671.118      27.235518      10327.091      110.85433
            3.2       6541.993      34.951186      5396.8071       29.53345      9961.4833      110.72569
            3.3       6075.728      34.426268      5007.0217      28.860152      9101.5564      103.87363
            3.4       5583.706      33.413049      4603.1761      28.834507      8580.7693      106.96481
            3.5      4988.2635      29.104171       4096.192      24.045101      7664.5833      100.22415
            3.6      4482.8173       28.34402        3676.07      23.675704      6861.2587      94.553771
            3.7      3840.1012      26.720588      3143.3246      21.968378      6057.0982      90.169175
            3.8      3228.2428       22.38648       2635.588      18.210362      5120.7632      81.731479
            3.9      2647.8339      20.081449      2158.1915      16.437246      4152.5763      71.088519
              4      2137.7257       20.59977      1736.9278      16.698948      3488.1759      71.524737
            4.1      1626.8041      16.117989      1318.9226       13.00368       2654.065      57.447069
            4.2      1140.9416      15.278691      924.19754      12.168208      1811.2116      50.178213
            4.3      806.70375      13.787093      650.60366      11.241624      1346.7439      48.183462
            4.4       486.3509      10.020194      390.64073      8.0796067      816.69494      34.235502
            4.5      295.39787      7.8775719      236.90167      6.3849904      518.25567      28.828987
            4.6      156.71991      6.5568372      125.48386      5.4749218      264.68247      21.209379
            4.7      67.661958      3.1606917      53.334688      2.4820895      124.82223      9.3028477
            4.8         29.467      2.2999242      23.081717      1.7910526      57.684111      9.6852858
            4.9       10.40198       1.151815      8.1331881     0.89122196      19.228061      5.1315802
              5       10.40198       1.151815      8.1331881     0.89122196      19.228061      5.1315802
