#      m_Z-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             60      55.695125     0.96828579      45.771938     0.80127621      81.530007      2.8933904
             61      63.507345      1.0628954      52.371238     0.89488653      93.726404      3.0009944
             62      67.808561     0.97910863      55.721031     0.82206285      101.22062      3.2473065
             63      76.379233      1.1377899      63.092813     0.95481732      112.34632      3.7990222
             64      86.472371      1.3086308      71.394073       1.095215      126.01623      3.8846069
             65      95.796259      1.1856862       79.02308     0.99755878       140.0581      3.8412385
             66      113.40759      1.5241371      93.743996      1.2630294      163.33926      4.2509009
             67      129.90375      1.5061821      107.52904      1.3258754      182.89532      4.4678858
             68      156.46343      1.9430765      129.68858      1.6951966      232.53331      5.4928157
             69      184.02644      2.0011019      152.28833      1.7676336      272.72242       5.822378
             70      221.75926      2.1027295      183.33463      1.8065333      327.64796      6.1853893
             71      274.50916      2.1967437      227.40245      1.8793961      397.32322      6.7061114
             72      352.35833      2.5409284      292.29359      2.2154972       508.0894      7.5496472
             73      459.28744      3.1443222      380.38238      2.7025527      669.02852      8.6351901
             74      620.24762      3.7322713      513.94629      3.1771249      905.52887      10.049804
             75      895.69446      4.3191736      743.79694      3.7181318      1301.7072      12.036809
             76      1388.5005      5.8726379      1153.7071      5.0961357      2005.0933      15.366739
             77      2398.6078      7.0607136      1992.8707      6.0565054      3484.5943      19.757279
             78      4906.6504      9.9945515      4073.4658      8.5393865      7132.9232      28.642621
             79      11969.956      15.284076      9942.4175      13.111774      17413.855      43.712927
             80      18592.724      18.804654      15449.919      16.158983      26862.308      54.016131
             81      9754.5834      13.965023      8110.6042      12.011019      14105.767      39.429474
             82      4066.5787      9.1151573      3380.8659      7.8276485      5866.6324      25.363002
             83      2059.9473      6.7587661      1714.1674      5.8439326      2950.9457      18.178295
             84      1227.1242       5.339931      1021.7515      4.5798773      1756.4325      13.661297
             85      806.97337      4.2213789      671.99451      3.6243947      1163.7265        11.4812
             86      571.00306      3.6578121        475.718      3.1589933      821.51053      9.2610424
             87      424.03778      3.1095918      353.86119      2.6522282      602.10155      7.6952079
             88        323.514      2.5533611      269.61633      2.2230641      459.53956      6.8937037
             89      257.53335      2.4670488      214.70638      2.1281296      366.45866       5.723691
             90      201.97749      1.8363522      168.34816       1.562167      290.70964      5.0913858
             91       174.1226      2.0607552      145.23048      1.7847089      255.22259      5.2152452
             92      144.74265      1.9599161      120.89006      1.7214131      202.63355      4.2171124
             93      123.17357      1.6657408      102.67951      1.4014859      174.74144      4.3222861
             94      107.01776      1.4617789       89.15606       1.215869      153.55304      4.1942758
             95      92.202594      1.4340377      76.759609      1.2158311      131.15368      4.0500589
             96      80.753802      1.4819046      67.608271      1.3164241      116.81461        3.49294
             97      71.978182      1.5643661      60.229445      1.3315593      101.29856      3.2699751
             98      65.366911      1.2907417      54.635325      1.1171803       92.95132      3.5553212
             99      56.334648      1.1679821      47.190695     0.99057123      78.259776      2.5432715
            100      51.488526      0.9957955      43.060878     0.84713031      69.283825      2.3891514
            101      45.936207      1.0454668      38.471174     0.89238241      69.321862      3.0747306
            102      42.219383      1.2373567      35.285077      1.0698317      59.842643      2.2762095
            103      38.371095     0.91283389      32.058634     0.79090758      54.058407      2.2381944
            104       35.16477     0.81910529      29.424001     0.70451837      49.244105      2.3722881
            105      31.473944     0.72193183      26.200681     0.60311946      45.493743      2.3444859
            106      27.753128      0.6973072      23.226819     0.58824602      38.794954      2.0031621
            107      28.341048     0.72459698      23.702133     0.62417252      44.474927       2.367372
            108      26.075303     0.66494387      21.744688     0.55219564      36.948857      1.7753567
            109      23.954756     0.68340464      20.069537     0.57216658      31.397178      1.9061548
            110      21.479355       0.543428       17.93083     0.45663426      30.571841      1.8386679
            111      21.587239     0.87510906       17.95963     0.70068638      33.296642      2.4194043
            112      18.935101     0.58757958      15.799326     0.50006661        27.2471      1.6981977
            113      18.374902     0.61066064      15.510785     0.53079808      24.408652      1.3207187
            114      17.098093     0.57124942      14.351766     0.49060851      23.508529      1.1565533
            115      16.374891     0.54437494      13.708209     0.46197835       22.22784      1.5347641
            116      14.527515     0.50145499      12.153502     0.43632075      20.185522      1.0351417
            117      15.028926      0.5955153       12.53434     0.50593769      21.464995      1.5931218
            118      15.489745     0.84290568      13.215622     0.80797676       19.98641      1.3261772
            119      12.830424     0.57451651      10.772518      0.4694178      17.144869     0.91128699
            120      12.830424     0.57451651      10.772518      0.4694178      17.144869     0.91128699
