# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ750
              0      671.61859      4.8968681      503.54139      3.6523979       3091.396      51.139231
              1      2453.9593      9.4623866      1873.9127      7.2253033      10364.374      66.987118
              2      2933.1655      10.368784      2357.5116      8.4230613      6454.8911      35.425376
              3      2924.9958      10.051311      2408.3114      8.3720573      4772.6439      21.063169
              4      2761.6924      9.3741076      2304.7337      8.0031736      3936.5309       15.38029
              5      2585.4028       9.133842      2174.5078      7.8801988      3453.8513       13.21207
              6      2378.4487      8.3962696       2009.136       7.272347      3057.8665       11.36871
              7       2227.244      7.6612834      1887.9641      6.7146785      2794.3491      9.8577832
              8       2072.865       7.391482      1761.0461      6.5042075      2556.3305      9.3393135
              9      1921.4953      6.7412866      1634.5133      5.9235212      2349.3413      8.3134116
             10      1808.0399      6.3199159      1539.7156      5.5990745      2196.2986      7.6445365
             11      1706.5034      6.1629726      1454.2901      5.4587256      2059.8824      7.3858568
             12       1599.626      5.9491558      1363.6645      5.2945701      1924.6091      7.0955981
             13      1519.8861      5.8842279      1296.9433      5.2513685      1814.6759      6.8375377
             14      1435.2461      5.8173138       1226.187      5.2339103      1710.0471      6.6920856
             15      1367.8016      5.3650695      1168.6628      4.7983353      1626.1575      6.1887152
             16      1297.3404      5.1570675      1107.8107      4.6113267      1541.6705      5.9574599
             17       1234.769      4.7974512      1053.8434      4.3024217        1466.87      5.5086906
             18      1176.3227      4.6913243      1003.6308       4.193987      1395.3505      5.3755119
             19      1116.8073      4.7190212      952.95547      4.2532239      1322.8892      5.3477061
             20      1058.8132      4.3305863      901.76906      3.8592254      1256.3266      4.9660801
             21      997.43174      4.1178212      847.25583      3.6700326      1186.4434       4.739434
             22      951.83146      4.1094697      808.30832       3.664039      1131.6659      4.7058282
             23      900.52354       3.856952      762.54428      3.4586425      1075.4702      4.3825408
             24      847.85667       3.666771      716.34455      3.2716648      1015.3028      4.1967559
             25      805.04603      3.6382643      679.34339       3.237736      964.81001      4.2502285
             26      765.72383      3.3890556      644.42843      3.0156664       920.3273      3.8600875
             27      724.17604      3.3400016      607.61077      2.9470744      873.91924      3.8859882
             28      686.40222      3.2798472      574.44822      2.9108722      830.38093      3.7842466
             29      659.59912      3.2659732      550.93785      2.8849614      799.13087      3.7788591
             30      626.07228      2.9010735      521.79005       2.498886      760.64179      3.5031095
             31      598.81736      2.9319237       498.3271      2.6068586      729.44456      3.3650474
             32      572.16972      2.8008528      475.23852      2.4606588      698.42272      3.2886994
             33      545.06428      3.0936747      451.97247      2.7400177      666.80168      3.6144319
             34      525.32107      2.8497411      434.78143      2.4889163      643.48679      3.3536208
             35      502.28835      2.5447568      415.02173      2.2221916      616.70357      2.9963483
             36      477.30578      2.3050219      393.42834      1.9498547      587.49017      2.8503953
             37      459.70465      2.4178112      378.22935      2.0936244      567.20694      2.8813475
             38      442.26133      2.2899846      364.09026      1.9801349      545.07894       2.751486
             39      426.91399      2.2379232      350.79918      1.9854401      527.03247      2.5838148
             40      411.15345      2.4172225      337.39621      2.0488591      508.40163      2.9431589
             41       397.0035      2.4068229        325.443      2.0995236      491.32313      2.8054456
             42        378.134      2.0721228      309.76329      1.8383415      468.28791      2.3896193
             43      362.46126      1.9481623      296.23889      1.6702437      450.05783      2.3587667
             44      352.16711      1.9003321      287.75658      1.6268015       437.4741      2.2911411
             45      340.55658      1.8437558      278.18593      1.5748575      423.17824      2.2821341
             46      327.49631      1.7927636      267.08667      1.5231862      407.65162      2.1747504
             47      315.04153      1.7204876      257.06472      1.4824643      391.82144      2.0605436
             48      302.61229      1.7296365      246.41948       1.503565       377.5527      2.0471021
             49      291.69219      1.4583747      237.25552      1.2211894      364.09528      1.8144316
             50      291.69219      1.4583747      237.25552      1.2211894      364.09528      1.8144316
