# total-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      627.27276       3.154841      540.08058      2.8336872       758.9331      5.5758127
              1      627.27276       3.154841      540.08058      2.8336872       758.9331      5.5758127
