# total-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      64502.097      30.824003      53595.751      26.808804      93482.457      98.178866
              1      64502.097      30.824003      53595.751      26.808804      93482.457      98.178866
