# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj200
              0   0.0038287404   0.0038285488   0.0028645669   0.0028644237    0.005247638   0.0052473756
              1    0.029067716    0.011082791    0.023298032   0.0088298922    0.036767323    0.014322992
              2    0.048150886    0.015375506     0.03829252    0.012132284    0.061127166    0.019913525
              3     0.05705748     0.01544558    0.042935827    0.011617158    0.078385138    0.021621639
              4    0.072327953    0.019221563    0.051976772    0.013887173     0.11068238    0.030107527
              5     0.10456624    0.035720186    0.083569655     0.02839257     0.13306742     0.04640192
              6    0.089512008    0.020147067    0.065024705    0.014597588     0.13084655     0.03024258
              7     0.15212766    0.026191695     0.10802608    0.018586869     0.23308406    0.041343785
              8     0.16456535    0.026221177     0.11755689    0.018885968     0.24439311    0.039265956
              9     0.18076486     0.02903034     0.13510443    0.021745849     0.25295498    0.041721391
             10     0.32175207    0.065559591     0.23741614    0.044486709     0.45958888     0.10314017
             11     0.28512293    0.037949612     0.21783638    0.028270018     0.39219045    0.056664835
             12      0.3232998    0.038628922     0.23752411    0.027996504     0.46361791    0.057627327
             13     0.35366004    0.047834934     0.25838077    0.033546942     0.50742441    0.073187549
             14     0.33848868    0.048436019     0.24944085    0.035594783     0.48246673    0.072829135
             15     0.34559459    0.043347117     0.25098386    0.030673487     0.49882608    0.065254113
             16     0.34496663    0.038649693     0.25518857    0.028271435     0.48670876    0.056751889
             17     0.37729665    0.040800805      0.2842395    0.030479691     0.52412868    0.064625514
             18     0.47546152    0.057484009     0.34893858    0.041206851      0.6778312    0.085417137
             19     0.51752618    0.069279761     0.38431112    0.050460586     0.72625857    0.099890935
             20     0.57903159    0.062283863      0.4459438    0.048877051     0.77472975    0.095024982
             21     0.51975787    0.054820419     0.37810935    0.040853227     0.74760719    0.078451565
             22     0.51883809    0.054037245     0.38594685    0.040929372     0.72593582    0.076055447
             23     0.59886782    0.061350898     0.44271158    0.044006129     0.84559193    0.091179276
             24     0.60852529    0.060017346       0.435494    0.041967479     0.89220167    0.091530322
             25     0.64194675    0.054312146     0.47369035    0.039630824     0.90412864    0.078937796
             26     0.65775236    0.058289516     0.48253831    0.041803046     0.93187245     0.08680439
             27     0.69540876    0.061314911      0.5103561    0.045120435     0.98532795    0.088348213
             28     0.72742559    0.058523738     0.54492293    0.044463378      1.0090537    0.083467567
             29     0.85436899    0.066133708     0.62875561    0.048319725      1.2088413    0.096774393
             30     0.70214724     0.05824305     0.53477436    0.043361814     0.94796538    0.083576944
             31     0.82521673    0.060930752      0.6096439    0.044636432      1.1600824    0.088219343
             32     0.73019626    0.058978529     0.54497884    0.043163214      1.0155937    0.086735048
             33     0.87441348    0.065856797     0.64988041    0.049161219      1.2206507     0.09432839
             34      1.2232263      0.3152245     0.87637678     0.21232725      1.7752853     0.48482872
             35     0.99664124    0.068292113     0.72590319    0.049155571      1.4209125     0.10061208
             36     0.84299439    0.064788645     0.62114183    0.048228668      1.1938568    0.097343347
             37     0.99903622    0.092178149      0.7306686    0.064528281      1.4187145     0.13879516
             38     0.90247963    0.061864173     0.66492677    0.045923685      1.2721293    0.089810992
             39      1.0445402    0.070636675     0.77879774    0.054296202      1.4515377     0.10496657
             40      1.0901096    0.075185585     0.79098671    0.053677173      1.5632222     0.11216998
             41     0.91991506    0.063903595     0.68093976    0.046638023      1.2888015    0.094037487
             42     0.88937628     0.06425072     0.65088146    0.046487679      1.2621832    0.094420135
             43      1.0562963    0.078127257     0.78120256    0.056101741      1.4824961     0.11571458
             44      1.3060509     0.15784577      0.9485308      0.1084868      1.8727242     0.24285736
             45      1.1892578    0.081979846     0.86011466    0.058088486      1.7121534     0.12243742
             46      1.2386199    0.088769495     0.91861515    0.065931196       1.731034     0.12774829
             47       1.058855    0.068630742     0.77626772    0.050527856      1.5022761    0.099835242
             48      1.2010806    0.073584014     0.88661203    0.054086902      1.6879778     0.10663114
             49      1.3358555     0.08265875     0.98373254    0.060872691       1.883516     0.11953703
             50      1.3358555     0.08265875     0.98373254    0.060872691       1.883516     0.11953703
