#          pt_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
            170      13.397258     0.13421947      11.012584     0.11572432      16.513684     0.17474515
            175      12.345094     0.14683833      10.154882     0.12808557       15.26994       0.187657
            180      11.224382     0.15791753      9.2106759     0.13903835      13.872336     0.18766295
            185      10.105028     0.16153998      8.3012799     0.13249372       12.47813     0.21861977
            190      8.9603443     0.10858805      7.3473089    0.093117148      11.091591     0.14078552
            195      8.0680957     0.10930031      6.6270786     0.09421634      9.9402755     0.13816443
            200      7.2156679    0.099599193      5.8972818    0.086286387      8.9560348     0.12202804
            205      6.8994352     0.10038939      5.6713844    0.085996293      8.5302564     0.12886546
            210      6.0685071    0.092480882       4.969637    0.080599394      7.5053543     0.11309866
            215      5.6345847    0.087622201      4.6463569    0.084019331      6.9025416     0.14129831
            220      4.8698969    0.078601233      3.9678393    0.066356539      6.0722518     0.10144171
            225      4.5661377     0.10261792      3.7365816    0.081122344      5.6550161     0.13940057
            230      4.2327477     0.10548688      3.4410818    0.086367508       5.277754     0.13776357
            235      3.9275059    0.081843472      3.2222883    0.073652089      4.8473794    0.097198249
            240      3.5304387     0.06877618      2.8733086      0.0574615      4.3951375    0.087252074
            245      3.1905889    0.069726737      2.6112937    0.059129018      3.9625653    0.091584591
            250      2.9642765    0.061232125      2.4023607    0.051167478      3.7112218     0.07752966
            255      2.8732573    0.074660436      2.3406371    0.065876303      3.5849256    0.088929632
            260      2.5467359    0.065014159      2.0816366    0.058487967      3.1706472      0.0783801
            265       2.331238    0.057212687      1.9051047    0.050155452      2.8872016    0.070860305
            270      2.1673836    0.055166058       1.770998    0.047722237      2.6818491    0.068427044
            275      1.9519654     0.05503629      1.5827382    0.044158918      2.4456628    0.074516211
            280      1.9020722    0.099551767      1.5384602    0.077746517      2.3936825     0.13858047
            285      1.7516119    0.053451826       1.428941    0.046673412      2.1880807    0.067449379
            290      1.5699845    0.046871156      1.2778435    0.039365015      1.9535666    0.059992996
            295      1.4568908    0.041759849      1.1790245    0.034693361      1.8252046    0.053239166
            300      1.3198439    0.042534158      1.0714216    0.036313182       1.647326     0.05346734
            305      1.2545135    0.042559954      1.0213568    0.034612036      1.5570043     0.05602395
            310      1.1322429    0.037215349     0.92572233    0.030539929      1.3989853    0.049913412
            315      1.1153747     0.04626226     0.91489245    0.041073513      1.3782205    0.055409339
            320      1.0195587    0.037582181     0.82362132    0.031675205       1.282703    0.047368331
            325     0.98255018    0.038094435     0.80699328    0.032958893      1.2089295    0.046864275
            330     0.86527031     0.03883907     0.70921662    0.035686417      1.0663003    0.044543476
            335     0.80609364    0.030640243     0.65222543     0.02524895      1.0060445    0.039294808
            340     0.82115917    0.033920981     0.67074252    0.028755287       1.016211    0.042661438
            345     0.68420441    0.038185363      0.5485324    0.032816778     0.88715873    0.068056459
            350     0.67953271    0.046723197     0.54686347    0.036526055     0.85809199    0.064036944
            355     0.55447685    0.025656558     0.44956795    0.021228419     0.69060673    0.033858135
            360     0.55997275    0.025650122     0.44803931     0.02122085     0.71284425    0.033119326
            365     0.51079642    0.023912698     0.42312437     0.02182762     0.61255319    0.041263575
            370     0.46855105    0.025433237     0.37941147    0.021229059     0.59040705    0.034666224
            375     0.48891691    0.039368304     0.40009397    0.033135283     0.60324107    0.048680652
            380     0.46657006    0.032878942     0.38676904    0.030181627     0.56635906    0.036914721
            385     0.43988279    0.026128945     0.35521849    0.021999366     0.54990754    0.033189168
            390     0.37495933     0.02077253     0.30136304    0.016912871     0.47300739    0.026980162
            395     0.34184396    0.019670612     0.27738833    0.015871567     0.42485091    0.026238869
            400     0.42198636    0.048133477     0.35077169    0.042908232     0.50802453      0.0536339
            405     0.31269858     0.02411371     0.25985669    0.021643182     0.37589878    0.029350976
            410       0.328775    0.032120665     0.27475383    0.030368834     0.39474905    0.035695609
            415     0.32978366    0.023071452     0.26923366    0.019825396     0.40792825     0.02817449
            420     0.25395439    0.017773848     0.20845406    0.014628904     0.31014979      0.0231798
            425     0.25742254    0.017285002     0.20938744     0.01403284     0.31813852    0.022611759
            430      0.3086223    0.045287275     0.24691278    0.032374115     0.39283867    0.066570557
            435     0.21490372    0.015629955     0.17252291     0.01262305     0.27086683    0.020650216
            440     0.21977065    0.021345454     0.17931284    0.018072047     0.27157065     0.02612862
            445     0.17994529    0.017004119     0.16654037     0.02372691       0.183059    0.018377744
            450     0.17617335    0.014788951      0.1432485     0.01204003     0.21802647     0.01926804
            455     0.19355132    0.018656542     0.15677444    0.015920438     0.24072888     0.02344563
            460     0.17812325    0.014621405      0.1431428    0.011978523     0.22438501     0.01880856
            465       0.149069    0.013641653     0.11882451     0.01102897     0.19076238    0.018113974
            470     0.14505337    0.013500319     0.12129378    0.012066373     0.17259744    0.019009914
            475     0.13312829    0.012976891     0.11133026     0.01088343     0.15901518     0.01692867
            480     0.14551337    0.012685873     0.11733535    0.010373181     0.18198267    0.016755184
            485     0.12785071    0.012193891     0.10214709   0.0099461569     0.16210881    0.015832851
            490     0.13670685    0.014164647      0.1136224    0.012180729     0.16505013    0.017596385
            495     0.11076313    0.011271103    0.088259134    0.009276263     0.14071134    0.014378198
            500     0.12995207    0.018346723      0.1083052    0.015018178     0.15620073    0.024086382
            505     0.10014079    0.010497365    0.081196889   0.0086433973     0.12328292    0.013449591
            510     0.10827687    0.011008496    0.087336102   0.0091053675     0.13535459    0.014123784
            515     0.11359467    0.016762832    0.096407697     0.01592897     0.13496228    0.017830269
            520    0.085523937   0.0092873824    0.068912107   0.0080182755     0.10691878    0.012825389
            525    0.098452027    0.010909033    0.078374016   0.0089692962     0.12592874    0.013895546
            530    0.088744566     0.01064537    0.072423169   0.0089805012     0.10942665    0.013569555
            535    0.078789606    0.012081844    0.062145551    0.010636937     0.10223033    0.014244995
            540    0.068819232   0.0095016257     0.05577902   0.0079160148    0.085681378       0.012151
            545    0.064610098   0.0078578136    0.049892815   0.0060177995     0.08482628    0.010855902
            550     0.07126746   0.0091319266    0.058874069   0.0074878427    0.085979173    0.011826717
            555    0.099130039    0.017694478    0.081289488    0.016092713     0.12241157    0.019945246
            560    0.066096968    0.009564872    0.055118642   0.0079158076    0.078942519    0.012053416
            565    0.061074192    0.007832773    0.048041339     0.00636708    0.079629449    0.010408913
            570    0.053165335   0.0070949441    0.042122618   0.0055038295    0.067555295   0.0095299671
            575    0.064925138   0.0079406056    0.050425197   0.0060887258    0.085006516    0.010804167
            580    0.039360216   0.0062375072    0.030179783   0.0046137453    0.052272953   0.0089445872
            585    0.055011791   0.0077876994    0.043346024   0.0058467351    0.070779586    0.011820515
            590    0.052357657   0.0071810628    0.042565099   0.0055764767    0.063797264    0.010439748
            595    0.041071693   0.0073418872    0.033393221   0.0060945436    0.050706358   0.0094113975
            600    0.037024921   0.0066337302    0.030189665   0.0053470889    0.045654902   0.0086292272
            605    0.038427583   0.0071830782    0.031464252   0.0060131072    0.047713543   0.0091838798
            610    0.025346121     0.01673805    0.023182717    0.011318791     0.02710374    0.023542656
            615    0.029100315   0.0052831413    0.023027579   0.0040779188    0.036892972   0.0071727312
            620    0.035537716   0.0060019935    0.028103543   0.0047186214    0.045452463   0.0080399607
            625    0.030903858   0.0069980762    0.026339213   0.0059097483     0.03599441   0.0094042914
            630    0.040696161    0.011087506    0.032950217    0.010121654     0.05113122    0.012158761
            635    0.032983799   0.0057861034    0.026509016    0.004541549    0.041239783   0.0077966802
            640    0.029147716   0.0055798965    0.023008327   0.0042505059    0.036919055   0.0077683418
            645    0.026447933   0.0063883503    0.022291457   0.0050362654    0.031439272   0.0092320257
            650    0.027754724   0.0067632185    0.021861968   0.0055976754    0.035895059   0.0084121112
            655    0.013385787    0.003643503    0.010113287   0.0025758174    0.018113012   0.0054843193
            660    0.029489311   0.0056029856    0.023677894   0.0045649827    0.036962894   0.0072799435
            665    0.044631476    0.016077049    0.035082185    0.011597469    0.057780668    0.023634143
            670    0.029168642   0.0080727266    0.024806693   0.0073044029    0.034720276   0.0096605748
            675    0.022160945   0.0047329222    0.017575984   0.0036523583     0.02810559   0.0065008951
            680    0.012623228   0.0033434565   0.0096107874   0.0024860425    0.016808701   0.0047532694
            685    0.013198563   0.0040197866    0.010300551   0.0027290757    0.017147795   0.0063578417
            690    0.021134409   0.0041947806    0.016698799   0.0033548165    0.026892697   0.0054099277
            695    0.020935236   0.0052139016    0.016374587     0.00431437    0.027650807   0.0066421503
            700    0.013890217   0.0036930216    0.010607067   0.0027172976    0.018563465   0.0052558883
            705    0.019690413   0.0052099459    0.016167441   0.0044611366    0.023786319   0.0064020679
            710    0.014957953   0.0054526218    0.013147677   0.0045038814    0.015960906   0.0071147406
            715    0.010972027   0.0047189607   0.0091368878   0.0033894597    0.012781634   0.0073292305
            720    0.013102283   0.0033268334    0.010213169   0.0026164058    0.017014134    0.004351381
            725    0.017491417   0.0047735365    0.014256693   0.0038926775    0.021737598   0.0061450459
            730    0.015210689   0.0035241341    0.011861024   0.0027726782    0.019495988   0.0046665378
            735    0.014532087   0.0037021192    0.011443661   0.0029358678     0.01870815   0.0048494461
            740   0.0062359644   0.0028961794   0.0054603938   0.0020953434    0.006584744   0.0043457151
            745    0.010459075   0.0031302795   0.0081074823   0.0021968652    0.013601476   0.0049523657
            750    0.010695256   0.0034017813   0.0091855314   0.0026556965    0.011923524   0.0043919921
            755    0.014036988    0.003312463    0.010615591   0.0025180168    0.018812283   0.0044762659
            760    0.014441417   0.0034420529    0.011645079    0.002825254    0.017704291   0.0043139193
            765    0.011624016   0.0041842063   0.0097687402   0.0033026071    0.013225138   0.0059612081
            770    0.016173032    0.005306996    0.013352815    0.004872333    0.020266634   0.0061218952
            775   0.0088078149   0.0031171035   0.0071642126   0.0025147322    0.010874173   0.0040430988
            780    0.015632028   0.0043159746    0.011741083   0.0031880533    0.021513603   0.0061838772
            785   0.0057857874    0.002471787   0.0043359055    0.001782411   0.0079231103   0.0036351641
            790   0.0092133265   0.0034748207   0.0071827361   0.0026937149    0.012085118   0.0048158678
            795   0.0074300196   0.0024979869   0.0058552363   0.0019913012    0.009517067   0.0032151863
            800   0.0086777362   0.0026230245   0.0062615945   0.0019111654     0.01241811   0.0037762006
            805   0.0091511614   0.0030011874   0.0077454134   0.0024016237    0.010234163   0.0041100559
            810   0.0098070471   0.0046524125   0.0082369489   0.0041252203     0.01196687     0.00556501
            815   0.0039088189   0.0023307578   0.0030775197   0.0016246783   0.0049461811   0.0035015438
            820   0.0086414566   0.0050887119   0.0079235235   0.0048497653   0.0092151969   0.0054823789
            825    0.006125433   0.0024211752   0.0047346653   0.0017834011   0.0079020473   0.0034304257
            830     0.01237561   0.0035719275   0.0092799015   0.0028141298     0.01716189    0.004814975
            835    0.010974193   0.0057200812   0.0096156612   0.0047637597    0.012005041    0.007599048
            840    0.002906063   0.0017498606   0.0023438386   0.0014217632   0.0035948818   0.0021567082
            845    0.010875039   0.0040961706    0.008593366   0.0034636912    0.013997736   0.0049487162
            850   0.0051985236   0.0026092949   0.0040948819   0.0021266686    0.006798819   0.0033161208
            855   0.0054474408   0.0029537743   0.0031330905     0.00526709   0.0059309449   0.0023607675
            860   0.0055318898   0.0026466715    0.003778248   0.0021614817   0.0084488761   0.0034923984
            865   0.0048674015   0.0020007157    0.003285315   0.0013531424   0.0075305709   0.0031153722
            870   0.0048793897   0.0020073581   0.0036760434   0.0015201361   0.0065990353   0.0027115369
            875   0.0060460629    0.002850768   0.0048025394   0.0022351172   0.0078404724   0.0037354514
            880    0.005378622   0.0023032865   0.0042126378   0.0017076228   0.0069022442   0.0032908323
            885   0.0023028937   0.0013295183   0.0016304921  0.00094538426   0.0033575394   0.0019474655
            890   0.0022971259   0.0017120558   0.0021238386   0.0012860331   0.0023015552   0.0018907607
            895    0.004365059    0.002281461   0.0032160827   0.0017280388   0.0062254922   0.0031842774
            900   0.0031260236   0.0019021099   0.0028226182   0.0014565212   0.0031396261   0.0024431144
            905   0.0046934645   0.0019181321    0.003670059   0.0015056408    0.005918563   0.0024648828
            910  0.00097415353  0.00079352006   0.0007239941  0.00057271075    0.001322815   0.0011311458
            915   0.0053598228   0.0020257213   0.0041272638   0.0015682559   0.0070122244   0.0026794589
            920    0.004878563   0.0022796202   0.0035520866   0.0015334157   0.0068883465    0.003560851
            925   0.0076981892   0.0077257895   0.0052506694   0.0072712874   0.0085325435   0.0078317834
            930   0.0024843898   0.0018034662   0.0019911614   0.0024476522   0.0025507677   0.0015836636
            935   0.0022970472   0.0013261345   0.0016919291  0.00097959175   0.0031973425   0.0018545296
            940    0.003351004    0.003452662   0.0030606889    0.002915637   0.0036327561    0.004269914
            945    0.021763031    0.017568097    0.014915295    0.011717466    0.032896222    0.027234407
            950   0.0022970275   0.0013261232   0.0015569488  0.00089903346   0.0035111417   0.0020276179
            955   0.0024545276   0.0023146917   0.0022667126   0.0017383089   0.0025580118   0.0029816216
            960   0.0038828543   0.0017370589   0.0028336418   0.0012700663   0.0054836811   0.0024647424
            965   0.0067138188   0.0024122394   0.0046526182   0.0016923109    0.010062618   0.0036077149
            970   0.0016484843   0.0015930623   0.0014889173   0.0028767647   0.0016573228    0.001395644
            975   0.0031001969   0.0031000419   0.0028496062   0.0028494637   0.0033259844   0.0033258181
            980   0.0023440944   0.0013538418   0.0015118307  0.00087384401   0.0037881495   0.0021878132
            985   0.0022974409   0.0017121967   0.0017779507   0.0025476642   0.0023088976   0.0014623107
            990  0.00076570864   0.0013261345  0.00052968512   0.0020249972  0.00081265749    0.001197425
            995   0.0032649607   0.0023048844   0.0026772245   0.0016840624   0.0038793701   0.0033456725
           1000   0.0032649607   0.0023048844   0.0026772245   0.0016840624   0.0038793701   0.0033456725
