# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj120
              0    0.049307086    0.014299951    0.036994587    0.010730026    0.068462992    0.020133708
              1    0.098399999     0.02019205    0.079034253     0.01624458     0.12411703    0.025710846
              2     0.20439832    0.030693027     0.16024941    0.023796081     0.27436841    0.043755129
              3     0.36944695    0.042933282     0.28443484    0.032645545     0.50583533    0.061478704
              4     0.38461801    0.043202379     0.29487697    0.033092162      0.5346814    0.062866591
              5     0.56143858    0.060405897     0.44169308    0.047983773     0.73553169    0.079229925
              6     0.68402785    0.057157392     0.52179774    0.044344045     0.94801436    0.084182619
              7     0.73870118    0.058559296     0.56845738    0.044775945      1.0075508    0.083522213
              8     0.98677982    0.087492879     0.74694842    0.066110625      1.3602978      0.1234028
              9      1.1118703    0.071438822      0.8542752    0.054892221      1.5002293    0.098663318
             10      1.2133221    0.091118581     0.91909016     0.06567332      1.6697383     0.13539425
             11       1.356697    0.084953625      1.0567358    0.064724465      1.8056955     0.12188301
             12      1.4906171    0.086669783      1.1451675    0.066044172       2.013456     0.12154678
             13      1.6161559    0.091168166       1.234304     0.06855276      2.1947079     0.13025602
             14      1.6782463    0.091421116      1.2913384    0.069817811      2.2608359      0.1305723
             15      1.7793184    0.098646157      1.3637757     0.07658815      2.4062528     0.13825855
             16      1.9685755    0.095626523      1.5058244    0.072444354      2.6690341      0.1362439
             17       2.096772     0.10900008      1.6135582    0.084707138      2.8206194     0.15162205
             18      2.3168249     0.11466269       1.759933    0.087059866      3.1640113     0.16032364
             19      2.5860696     0.11945037      1.9670365    0.090128522      3.5204815     0.16762116
             20      2.6870617     0.11571132      2.0558791    0.090039144      3.6334684     0.16807575
             21      2.6330647     0.11497813      2.0005384    0.088107332       3.589356     0.15906033
             22      2.8679655     0.12305148        2.17363    0.094402598      3.9203499     0.17137441
             23      3.0768794     0.12293268      2.3500351     0.09274963      4.1646907     0.17418646
             24      3.3468424     0.13256405      2.5390516     0.10184664      4.5667637      0.1836174
             25      3.3053306     0.12689674      2.5216434     0.09655555      4.4782371     0.17904669
             26      3.2165634     0.12398604      2.4436409    0.093687479      4.3729516     0.17478178
             27      3.4545815     0.13309224       2.626605     0.10162979      4.6954419     0.18440739
             28      3.6977827     0.12974966      2.8041601    0.098616893      5.0456431     0.18312841
             29      3.9177419     0.13927671      2.9771912     0.10574839       5.324876     0.19538367
             30      4.0040862     0.14139295      3.0550161     0.10749866       5.409068     0.19721166
             31      4.0414626     0.13863722      3.0592269     0.10467434      5.5114172     0.19386897
             32      4.2234719     0.14307171      3.2077709     0.10715896      5.7472326     0.20389146
             33      4.5951203     0.14924986      3.4976688     0.11380703      6.2361521     0.20818852
             34      4.9679785      0.3517155       3.758078     0.24272785      6.7783592     0.53191908
             35      4.5941425     0.14615773      3.4932534     0.11110522      6.2312261     0.20989533
             36      4.6514745     0.14797834      3.5476093     0.11430515      6.2923194     0.21447766
             37      4.9999627     0.16793596      3.8284985     0.12835866       6.731678     0.23467643
             38      5.0373867     0.15858363      3.8353181     0.12211893      6.8236455     0.22704662
             39      5.3552705     0.16253893      4.0675144     0.12461981      7.2757162     0.22677667
             40      5.4105393     0.16577763      4.0871509     0.12571564      7.3984245      0.2314936
             41      5.5496706     0.29962939      4.3303329     0.27089591      7.3093709     0.35034753
             42       5.661212     0.18720971      4.3314863     0.14336343      7.6252425     0.26508987
             43      5.4158438     0.16668404      4.1320355     0.12656939      7.3205743     0.23782011
             44      6.0048877     0.25694553       4.591081     0.20386895       8.108106     0.36016637
             45      6.0592964     0.17041422      4.5749123      0.1277485      8.2885863      0.2406045
             46      6.1827909     0.18435714      4.7224911     0.14288909      8.3349607     0.25203984
             47      5.9430844     0.17201015       4.551599     0.13369216      7.9971556     0.23870155
             48      6.4197742     0.21580054      4.8793036     0.16615521      8.7210582     0.29759495
             49      6.6487263     0.17839979      5.0626853     0.13691435      9.0054372     0.24579324
             50      6.6487263     0.17839979      5.0626853     0.13691435      9.0054372     0.24579324
