#pt_Z-CMS-2bjet        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.6256743    0.072580011      1.4095904    0.058495497      2.0700927     0.17865534
             10      4.4343964     0.10878757      3.8581864    0.094335878      5.5411489     0.17948966
             20      5.6402369    0.068165733      4.8688942    0.061053865      6.9524459     0.13325747
             40       4.596293    0.057394192       3.969215    0.051417713      5.4491189    0.086651726
             60      4.4311471    0.057637225      3.8340223    0.052386392      5.3077616    0.093054999
             80      3.6532349    0.057719621      3.1426592    0.053612196      4.4845988     0.10612065
            100       2.126174    0.023313042      1.8250237    0.021508496      2.5390178    0.028350314
            150     0.92260909    0.014747619     0.77956314    0.013165749      1.1134377    0.018992522
            200     0.92260909    0.014747619     0.77956314    0.013165749      1.1134377    0.018992522
