# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj60
              0     0.29959104    0.038279645     0.23810492    0.030462516     0.38647697    0.049926424
              1     0.87089104    0.068053561     0.69627628    0.054405635      1.3126473     0.19074951
              2       1.582056    0.093943139      1.2660955    0.075162436      2.1185165     0.13543112
              3      2.4606032     0.15351809       1.995161     0.13197596      3.1527856     0.18763084
              4      3.1195754     0.13034019      2.4892587     0.10471356      4.0772951     0.17438217
              5      3.7838879     0.15228535      3.0585654     0.12789312      4.8527207     0.19594601
              6      4.7007532     0.16522276      3.7562227     0.13431804      6.1067886     0.21744748
              7       5.536261     0.18275715      4.3867947     0.14479691      7.2589539     0.24537069
              8      7.1950591     0.39026553        5.69605     0.31903955      9.4311204     0.49591955
              9      7.3748662     0.20851081      5.8900561     0.17004898      9.5280882     0.27084094
             10      8.7603262     0.26048251      6.9644926     0.21396929      11.350318     0.32488564
             11      10.303046     0.31417279      8.2617493     0.27853405       13.20187      0.4153703
             12      10.136164     0.23932112      8.0321903     0.19178218      13.742443     0.63736134
             13      11.527477     0.30921371      9.1807335     0.25792059      14.910263      0.3811394
             14      12.466926     0.31631193      9.8976211     0.26430382      16.150068     0.39689514
             15      13.501893     0.33203151      10.762235     0.27283353      17.397878     0.41214774
             16      14.817139     0.30888371       11.78637     0.25281013      19.133659     0.39716008
             17      15.717171     0.37834129      12.439274     0.30958807      20.411701     0.48274791
             18      16.612531     0.31758792      13.152646     0.26305114      21.562501     0.40723931
             19      17.587822     0.31732568      13.982446     0.25503062      22.692294     0.42224046
             20      19.824671     0.39191859      15.807136     0.33819037      25.486578     0.47891057
             21      19.669135     0.44311232      15.626145     0.36136203       25.37895     0.56254524
             22      23.071235     0.63646256      18.426213      0.5530505      29.608894     0.73073822
             23      23.126489     0.43899345      18.370878     0.36778027      29.889688     0.54267311
             24      24.521725     0.63317847      19.407895     0.47698402      31.758916     0.84970897
             25      25.397919     0.43699718      20.237147     0.36867597      32.652973     0.54409517
             26       25.45657      0.4164856      20.210632     0.34155987      32.870625     0.53460593
             27      27.319619     0.39834091      21.662791     0.32181716      35.335938     0.51598366
             28      28.912016     0.53855045      22.898706      0.4319395      37.427427     0.68581664
             29      29.718381     0.43113122      23.518215     0.35383646      38.550293     0.54951684
             30      31.245005     0.51712136      24.790484     0.42302862      40.389427     0.65649605
             31      33.264478     0.48380302      26.386602      0.4017854      42.956637     0.60784457
             32       34.74777     0.51063845      27.467806      0.4103633      45.085199     0.65872046
             33      36.508004     0.59336477      29.118357     0.50131603      46.842411     0.73248993
             34      36.547917     0.57684088      28.994805     0.44861811      47.200361     0.77061681
             35      38.107819     0.50849754      30.346548     0.41746701      48.975258     0.65119348
             36      38.387599      0.4752719      30.541746     0.38836087      49.398149     0.61397284
             37      41.270461      0.5273158      32.713005     0.43015783      53.743476     0.76618862
             38      42.252235     0.72831559      33.486725     0.54347335      54.627946      1.0494584
             39      43.012607      0.5048743      34.170551       0.409348      55.442711     0.65252922
             40       45.42351     0.86072637      36.064535     0.71809047      58.585734      1.0556243
             41      47.005299     0.65665158      37.449777      0.5594051      60.376876     0.80365484
             42      48.418208     0.56044602       38.56864     0.45925454      62.185723     0.71870944
             43      49.743216     0.58345682      39.607495     0.48126359      63.889873      0.7422133
             44        51.8548     0.62136465      41.204685     0.51201066      66.785801     0.78602431
             45      52.737396     0.56960563      41.891603     0.46642023      67.935202     0.74698472
             46      55.927922     0.66846548      44.516705     0.54483094      71.914592     0.85427648
             47       55.81285     0.58118236      44.473439     0.47630724      71.613185     0.74757302
             48       58.67258     0.60340985      46.635911     0.49351159      75.543597     0.77382658
             49      60.086589     0.58592029      47.742459     0.46850355       77.36536     0.77178985
             50      60.086589     0.58592029      47.742459     0.46850355       77.36536     0.77178985
