#   y_bbZ-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7    0.074510826    0.052684633    0.045144686    0.031922871     0.12917914    0.091339523
           -4.6     0.15420866    0.094372121     0.10352067    0.059106893     0.23910727     0.16459186
           -4.5     0.46116044     0.15395267     0.31802657      0.1055793     0.70425492     0.24100472
           -4.4      1.0561053     0.23714682      0.7450059     0.17246805      1.5669803     0.34583876
           -4.3      2.4862136     0.33311087      1.7771142     0.23732448      3.6150364     0.50053153
           -4.2      6.9005619      1.1175247       5.181747      0.9651167      9.5013061       1.315271
           -4.1      10.174363     0.70709829      7.5628233     0.53578718      14.159118      1.0001945
             -4      18.015322     0.94920151      13.465142     0.70630527      24.955239      1.3674316
           -3.9      32.926437      1.2586124      24.884886     0.95653188      44.910145       1.783766
           -3.8      49.744649      1.6012449      38.278626      1.2460987      66.302762      2.2526264
           -3.7      71.030252      1.8797216      54.728055       1.471109      94.536456      2.6891554
           -3.6      105.06758      2.2509633      81.307597      1.7418257      139.20085      3.1401578
           -3.5       144.9567      2.7620379      112.71162      2.1871682      191.09273      3.7490002
           -3.4      189.02006      3.0536838      146.98332      2.4050115      249.18501      4.2498506
           -3.3      246.81189      3.5846825      192.39266      2.8214533      324.28943      4.8723523
           -3.2       305.8077      3.8256164      238.91531      2.9895523      400.79611      5.1886989
           -3.1      379.73589      4.7074532      297.25801      3.5643434      496.69828      6.6949617
             -3      456.79901       4.902156      359.98815      3.9209249      592.09778      6.5475099
           -2.9      531.21506      5.2118816      418.84329      4.1396181      688.27515      6.9878429
           -2.8       606.5628      5.6264929       479.5568      4.4917402      783.41655      7.5343471
           -2.7      703.12368      6.3823311      558.53456      5.1149925      902.01146      8.4826657
           -2.6       803.5436       7.795808      637.95949      6.1466664      1032.2405      10.616342
           -2.5      874.42884      7.0822926      696.05852      5.6435743      1119.2065      9.3013847
           -2.4      969.54121      7.7055642      772.50815      6.2239455      1239.8502      10.091936
           -2.3      1036.6994      9.0537089       827.5762      7.5230701      1321.9807      11.353962
           -2.2      1120.7144      8.9781395      895.45846      7.2817212      1427.8578      11.561469
           -2.1      1185.8516      7.7859134      947.86473      6.2535418      1509.6632      10.234883
             -2      1290.1008      9.2169087      1033.1151      7.5218382      1638.1759      11.818854
           -1.9       1369.766      11.290959      1097.9908      8.9827407      1742.8024      15.849554
           -1.8      1419.1156      10.091705      1139.8317      8.2143708      1794.9775       12.99224
           -1.7      1469.6939      9.9483841      1177.2509      8.0730877      1865.3432       12.78859
           -1.6      1514.8233       10.57556      1218.2198      8.6621323      1912.3165      13.632925
           -1.5      1572.8007      10.524067      1265.8703      8.4715279      1983.3005      13.882953
           -1.4      1613.8722      12.115088      1297.6188      9.9571911      2037.5812      15.484809
           -1.3      1657.4044      11.128396      1332.7524      9.3498082       2091.978      13.937485
           -1.2        1701.33      11.556792      1370.5372      9.7247384      2142.1848      14.581077
           -1.1      1707.0242      11.130821      1375.6097      9.3033916      2147.7861      14.418462
             -1      1739.5751      13.610747       1400.356      11.324705      2192.7663       17.00809
           -0.9      1777.5794       12.81789      1431.0169      10.301685       2240.256      16.764186
           -0.8       1761.277      11.047216      1414.0978      9.0816582      2226.5737      14.033394
           -0.7      1797.7891      12.222998      1444.6096      10.001878      2270.1797      15.663708
           -0.6      1784.8253      11.531344      1435.2478      10.129349      2251.8806      15.714406
           -0.5      1811.4808      11.227549       1455.675      9.1993809      2286.9642      14.389753
           -0.4      1822.5257      12.799133      1464.1123      10.449971      2301.1946      16.366548
           -0.3      1815.6994      12.343916      1458.0031      10.227969       2293.734      15.468215
           -0.2       1821.167      11.923196      1463.1591      9.8730267      2299.4709      15.023487
           -0.1      1844.1866      11.581971      1482.6294      9.3591979      2325.9491      15.190097
              0      1802.6385      11.146075      1447.9344      9.0912827      2276.3816      14.622953
            0.1       1805.565      10.757817       1449.905      8.9070205      2280.8827       13.61463
            0.2      1806.7729      11.621746      1451.3794      9.3868612      2281.6692      15.120027
            0.3      1806.4941      13.922724      1452.8674      11.302497      2278.0507      18.156109
            0.4      1804.9762      10.867559      1449.5014      8.8640157      2280.4154      13.973011
