#        eta_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      1323.6357      19.471574      1086.3269      15.483516      2078.3324      55.154975
           -4.9      1519.9499      20.774101      1244.6789      16.827015      2523.1707      68.120642
           -4.8      1657.1631      18.754865      1361.5978      15.248701      2527.4106      53.851291
           -4.7       1860.888      21.224839       1531.818       17.18887      3037.2675      66.104311
           -4.6       2048.367      21.013596      1687.2269       17.31133      3138.6908      65.861338
           -4.5      2292.4487      22.058234      1888.5854      18.134648      3618.0282      70.539454
           -4.4      2523.5231      23.236607      2081.3425      19.163392      3995.4501      76.545485
           -4.3      2724.9797      24.493365      2254.3738      20.087633      4233.2855      76.075212
           -4.2      2996.6716      26.979294      2478.0687      22.295637      4637.5938       77.23677
           -4.1      3212.1635      26.518049      2658.9282       21.50649      4997.7006      85.572381
             -4      3526.7958        26.9408      2918.6415      22.204161       5485.341      84.812372
           -3.9      3835.6028      27.341162        3176.91      22.626876      5907.4587      88.506706
           -3.8      4115.0724      31.333736      3413.4859      26.285491      6307.0869      94.293164
           -3.7      4342.3014      30.530874       3601.819      25.405046       6671.168       96.56993
           -3.6      4595.3971      31.008472      3815.9039      25.797923      6915.1527      92.733449
           -3.5      4884.6228      31.942946      4063.7345      27.032423      7387.6236      94.518217
           -3.4      5216.7692      33.725417      4337.9738      28.591755      7926.1564      104.50446
           -3.3       5455.422      35.443622      4543.0065      30.138486      8172.3482      103.38371
           -3.2      5693.8364      34.636132      4730.9126      29.169779       8523.857      101.79497
           -3.1       6014.974      37.913528      5007.3137       32.32242      8929.2858      110.08237
             -3      6247.2931      38.125408      5201.3627      32.564139      9152.6285       107.2227
           -2.9      6466.0034      37.926932       5380.984      32.431041      9602.1029      111.05677
           -2.8       6726.793      37.033265      5604.2538       32.07103      9718.7967      104.89259
           -2.7      6948.3307      37.862486      5784.6195      32.399041      10117.244      108.29308
           -2.6      7235.4464      40.389748      6024.0244      34.441866      10439.187      108.29076
           -2.5      7404.3615      40.095389      6172.4033      34.544387      10814.377       107.6904
           -2.4      7658.2016      39.363131      6372.1147      33.877884      11257.684      114.42122
           -2.3      7797.7741      41.668202      6492.8161      36.139688      11345.964      113.84889
           -2.2       7950.421      39.497593      6615.6969      33.653709      11532.138      116.16554
           -2.1       8125.785      39.931218      6761.1703      34.308795      11628.584      113.88337
             -2      8209.5397      37.742323      6825.7831      32.672679      11978.405      113.38281
           -1.9      8396.5122      42.628035      6990.3583        37.1268      12004.368      111.79937
           -1.8      8552.6514      42.985453      7114.3995      37.280999      12316.018      114.03537
           -1.7      8763.6623      45.237564      7298.7531      39.671119      12428.914      114.76149
           -1.6      8730.6544        41.0152      7274.4109      35.475003      12197.906      108.21872
           -1.5      8745.3711      41.062697      7272.4725      35.449051      12260.936      106.12473
           -1.4      8846.1219      41.655394      7359.0682       36.19215      12514.378      111.01958
           -1.3      8980.0349      42.754389      7469.8702      36.930927      12607.224       115.5463
           -1.2      8985.8771      44.424788      7477.3236       38.76357      12647.682      110.29545
           -1.1      8977.2119      42.650172      7474.4575      37.209188      12404.976       108.8036
             -1      8961.6061       42.22839      7450.7914      36.856789      12607.599      111.37999
           -0.9      8963.2076      42.470166      7464.8652      36.994444      12519.307      110.06531
           -0.8      9002.3173      43.312247      7492.7783      37.698255      12585.464      109.18748
           -0.7       8931.839      40.308118      7427.4028      34.841325      12494.197      108.29992
           -0.6      8810.4961      40.394173      7326.6627      35.206123      12212.541      107.69197
           -0.5      8870.1918      42.809303      7378.7814      37.525147      12196.963      102.59182
           -0.4      8841.7369      41.824979       7360.161      36.648312      12244.505      100.69445
           -0.3      8836.4954      41.846772      7360.8534      36.848279      12068.059      103.54627
           -0.2      8846.0549      39.670462      7363.0595       34.64499      12229.915       99.79384
           -0.1       8841.274       42.05039      7349.6368       36.74433      12316.839      108.98346
              0      8763.7744      40.271765      7291.2155      34.975361      12089.867      108.55434
            0.1      8762.2848      41.668787      7287.0665      36.573307      12071.766      104.09897
            0.2      8805.0369       42.88778       7321.184       37.80018      12172.174      105.21271
            0.3      8916.7575      42.791335      7417.9143      37.602835        12418.3      108.20105
            0.4      8888.3386      40.583837      7393.6348      35.334287      12350.007      104.34395
            0.5      8832.2312      40.269054      7347.0306      35.175514      12194.257      104.33833
            0.6      8894.4114      40.264407      7394.0798      35.022622      12412.373      107.77433
            0.7      8981.7107      44.360685      7479.0621      39.142369      12641.569      111.50713
            0.8      8927.8014      41.549118      7429.0872      36.405142      12367.412      104.55825
            0.9      8981.6944      43.347816      7471.1747      37.889873      12551.509      109.40884
              1      8945.6414      41.487053      7448.8839      36.089662      12591.333      109.99449
            1.1      8908.9375      41.927353      7406.2622      36.576127       12497.08      108.00543
            1.2      8970.4986      43.160532      7467.2507      37.763736      12496.516      107.46294
            1.3      8861.4026      42.493786      7368.2491      37.070997      12508.947      112.09685
            1.4      8794.1266      43.125291      7315.1157      37.372935       12476.75      112.36417
            1.5      8766.1716      40.104659      7293.4123      34.517955      12372.725      112.41977
            1.6      8572.8546      40.247228       7130.152      34.869554      12215.266      115.04163
            1.7      8472.4912      41.536868      7048.1762      35.893085      12024.626      110.21491
            1.8      8406.2151      40.715353       6996.542      35.535378       12099.31      115.77015
            1.9       8294.974      41.205694      6902.5007      35.599882      11850.466       111.9876
              2      8177.8131      42.709924      6807.3303      37.098025      11691.441      117.95195
            2.1      7939.8502      42.915893      6610.6879      37.141945      11370.376      109.16261
            2.2      7769.7018      40.570168      6470.9771        35.2912      11160.676      112.98103
            2.3      7624.7877      40.386124      6343.3291      34.471937       11130.35      113.70098
            2.4       7374.092      38.258908      6146.1411      32.794778      10654.697      107.95893
            2.5      7147.7035        37.8217      5946.7668      32.306089      10606.792      116.55585
            2.6      6947.9414      40.815127      5790.1903      35.500726       10228.23      112.05685
            2.7      6648.4547      35.704215      5530.3909      30.136584      9718.9034      106.91978
            2.8      6451.7696      37.242615      5362.6179      31.584746      9537.4741      108.72167
            2.9      6210.2475      35.956309      5174.6896      30.613283      8999.1917      103.57293
              3      5967.0978      35.500766      4960.7805      30.312683      8800.9494      104.14087
            3.1      5753.6529      37.330899      4784.9064       31.79262       8623.419      105.95514
            3.2      5392.2068      32.651768      4478.1377      27.432722      8001.2458      99.754782
            3.3      5169.9883      34.333856      4298.9306      29.010232       7750.818      94.265571
            3.4      4884.6364      33.606736      4063.8425      28.933972      7285.3968      96.517148
            3.5      4596.4615      31.534829       3816.614      26.523198      7008.1545      97.710031
            3.6      4389.8373      32.120138      3644.4522      27.145009      6648.2105      93.293185
            3.7      4068.8283      31.818457      3378.9311      26.789773      6292.9677       91.13821
            3.8       3803.521      30.812474      3156.5938      26.644248      5710.9498      85.407312
            3.9      3544.5047      28.682105      2938.5976      24.490891      5494.0328      88.436761
              4      3297.2383      28.746088      2727.1073      23.603559      5112.6058      88.224583
            4.1      3013.0231      25.506793      2485.5813      20.739127      4788.4692      81.339958
            4.2      2767.2144      26.142882      2285.6537      21.434387      4271.0403      79.488772
            4.3       2525.091       24.26279      2082.2365      19.980661      4027.7934      80.690047
            4.4      2278.8058      22.738751      1877.8958      18.589571      3451.3469      68.827838
            4.5      2059.5432      20.593207      1697.5049      16.990882      3282.2787      68.016244
            4.6      1886.2001      21.875833      1549.1399      18.012082      3059.9054      66.854098
            4.7      1686.8135      21.834939       1387.341      17.853757       2689.372      64.476596
            4.8      1484.4565      19.936134      1213.4912      16.157396       2456.578      62.276606
            4.9      1319.6662      16.363158      1079.6529      13.325474      2067.1478       53.56995
              5      1319.6662      16.363158      1079.6529      13.325474      2067.1478       53.56995
