#  total-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       2446.464      3.9249745      1921.5321      3.1182807      3172.7907      5.3321612
              1       2446.464      3.9249745      1921.5321      3.1182807      3172.7907      5.3321612
