# pt_bb-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      993.70349      2.3150177      802.53215      1.8367831       1686.043       7.711353
              5      2087.2573      3.0369903      1701.2829      2.5370915      3389.1998      10.143542
             10      2074.3932       2.992217      1706.2922      2.5486882      3179.5978       9.156922
             15      1690.1582      2.6644669      1400.3232      2.3006695      2491.5406      7.5830403
             20      1302.0026      2.3945089      1086.5288      2.0930928      1827.7269      6.0554653
             25      984.91237      1.9932126      825.71844      1.7477565      1348.5165      4.9036968
             30      743.57036       1.676082      625.90116      1.4818089      993.20778      3.8888211
             35      568.71628      1.4193108      480.34729      1.2519461      742.47829      3.1970069
             40      443.82374      1.3005823       376.1305      1.1602788      569.77338      2.6760189
             45      346.99799      1.0773974      294.49703     0.96482773       439.8553       2.128452
             50      274.77209     0.94780192      233.48465     0.84780461      345.81445      1.9304227
             55      220.25413     0.85137496       187.5028     0.76645964      273.41267      1.5839505
             60      176.31614     0.69509647       150.2719     0.62401382      215.19803      1.2815034
             65      144.87632      0.6580526      123.48124     0.59435238      176.19951      1.1492409
             70      119.33272      0.6432358      101.88729      0.5967209      145.63819      1.0046445
             75      100.58161     0.56296806      86.004127     0.52042527       120.1781     0.91658171
             80      83.473756     0.49548953      71.286134     0.45129577       101.0985     0.86841656
             85      70.223741     0.43119415      60.090182     0.39503775      85.093919     0.74855869
             90      59.272176     0.37002252       50.72758     0.33133506      70.740541     0.60566311
             95      50.096289     0.32273331      42.771931     0.28751567      60.374653     0.53783231
            100      42.892297     0.32795331      36.586392      0.2975891      51.426058     0.56609476
            105      37.047838     0.28116029      31.474345     0.25341505      44.360986     0.34185931
            110      32.240278     0.25317957      27.419431     0.22797438      38.684746     0.42133572
            115      28.458397     0.32581025      24.273466     0.32250817      33.936695     0.34769145
            120      24.341445     0.21932201      20.704075     0.19752466      29.028844     0.28267978
            125      21.198651     0.22482421      18.037995      0.2039761      25.181921     0.27960124
            130      18.728166     0.18050732      15.819182     0.16013532      22.495722     0.21817127
            135      16.476248     0.17606119       13.93813     0.15700049      19.770264     0.21437194
            140      14.449475     0.16723539       12.18056     0.14931876      17.350695     0.20275025
            145      12.768131     0.15739267      10.797286     0.13892069      15.314166     0.20303834
            150      11.143159     0.14476047      9.4677896     0.13018138       13.23953     0.17902356
            155      10.169352      0.1368958      8.5828202     0.12138377      12.216967      0.1669116
            160      8.8415934     0.12274581      7.4839638     0.11101523      10.589156     0.16761471
            165      7.9147037     0.12903819      6.6732811      0.1148437       9.462749     0.17602253
            170      7.2985601     0.10860816      6.1344553    0.095462363      8.8366592     0.14560288
            175      6.5056742     0.10219415      5.4857406    0.093107698      7.7866606     0.13155394
            180      5.7519943    0.097930687      4.8263193    0.086357466      6.9263514     0.11944377
            185      5.1134077     0.10899219      4.3079867    0.097151306      6.1151413     0.12947427
            190      4.6780182    0.088515673      3.9561155    0.076622713      5.5715167     0.11224783
            195      4.3139903    0.081535156       3.611993    0.070792131      5.1918168     0.10116426
            200      3.8174744    0.083797244      3.1978052    0.071708903      4.6105086     0.10508333
            205      3.5794391    0.082169001      3.0204705    0.074580068      4.3046724     0.12166128
            210      3.2386516    0.071696837      2.7103962    0.061432068      3.9060015    0.089437911
            215      2.8204411    0.068438914      2.3547498    0.060534017      3.4106159      0.0827148
            220      2.5345397    0.060406569      2.1304545    0.052538744      3.0346356    0.079009592
            225      2.3390331    0.062822063      1.9610574    0.055933008      2.8158516    0.077901611
            230      2.3976532     0.13317997      2.0044189     0.10481818      2.8790108     0.17539277
            235      1.9659895    0.052233471      1.6287171    0.044640449      2.3988709    0.064401704
            240      1.9236838    0.059150757       1.617261    0.052085597      2.3003105    0.070301409
            245       1.669732    0.056298812      1.3887098    0.047641984      2.0653317      0.1307273
            250       1.510157    0.047612454      1.2609695    0.041113121      1.8249699    0.059573191
            255      1.3968464    0.045511597      1.1735485    0.039886311      1.6816862    0.057961808
            260      1.2607439     0.04541874      1.0386851     0.03690185       1.547309    0.060582323
            265      1.1430338    0.041574196     0.97187915    0.041658546      1.3358213    0.066902126
            270      1.1339484    0.058265925     0.95354008    0.056856318       1.359264    0.059941585
            275     0.89237901    0.034451435     0.74715042    0.029221527      1.0721096    0.047052864
            280     0.93512921    0.045163233     0.79536821     0.04139536      1.1141253    0.054686136
            285     0.83657564    0.034006875     0.69321469    0.029316216      1.0166639    0.042218043
            290      0.7422937    0.033595676     0.60759578    0.026677888     0.91231199     0.04603388
            295      0.7286073    0.035174526     0.60906447     0.03046916     0.87303958    0.044043079
            300     0.64408787    0.036242059     0.54051219    0.034557863     0.77100489    0.040798384
            305     0.56374201    0.026705805     0.46854858    0.022354377     0.67975913    0.034414153
            310     0.54653331    0.028830087     0.46100657    0.025305812     0.65091153     0.03550394
            315     0.49091459    0.024179897     0.40526023    0.019686595     0.59637345     0.03223653
            320     0.44748681    0.025563981     0.36501288    0.020503653     0.55395869    0.034459949
            325      0.4233045    0.037279319     0.35438239    0.035801603     0.50887369     0.03970459
            330     0.36083693    0.021535525     0.29897062    0.017959712     0.43527483    0.028117701
            335     0.34951879    0.021354494     0.27999811    0.017532278     0.44221801    0.027682141
            340     0.27594541    0.019048963     0.22799996    0.015172927     0.37152827    0.056422785
            345     0.30944128    0.022239588     0.26628759     0.02025385     0.35331102    0.028926961
            350     0.25798791    0.018493316     0.21713414    0.015033923     0.30162421    0.026818355
            355      0.2457588    0.015603837     0.19859382    0.012264793     0.30511301    0.021651892
            360     0.23146508    0.018130791     0.18856515    0.014716502     0.28548545    0.023921399
            365     0.17734256    0.014470032     0.14778814    0.010840495     0.21045146    0.022394798
            370     0.19984587    0.014012977      0.1597125    0.010790412     0.25156337    0.019224661
            375     0.17943333    0.017394527     0.15041311     0.01557074     0.21361749    0.020598746
            380     0.19696815    0.020277887     0.16647661    0.018545012     0.23035047    0.024071815
            385     0.15659203    0.012651046     0.12756755    0.010079158     0.19213614    0.018092695
            390     0.15715652    0.013077119     0.13014986     0.01048358     0.18777193    0.018317775
            395     0.11878043     0.01125132    0.095716004   0.0086703362     0.14805443    0.015481479
            400     0.13969335    0.012672658      0.1150199    0.010090659     0.16814823    0.017618374
            405     0.12614384    0.011393275     0.10040401   0.0086936496     0.15997299      0.0162689
            410      0.1168373    0.010801464    0.096185617   0.0084217468     0.14066039    0.014801887
            415     0.12437075    0.011463182     0.09909185   0.0090612878     0.15766831    0.015327956
            420      0.1098648    0.010786354    0.089194212   0.0088440507     0.13498967    0.013950723
            425     0.09866248    0.009670511    0.081593976   0.0081837997     0.11705006    0.017052962
            430    0.081557047   0.0088819665    0.066702638   0.0069763842    0.098767596    0.012083079
            435    0.075040216   0.0085926848    0.060748529   0.0065998713    0.092593326    0.012104419
            440    0.076426614    0.010757715    0.061957029   0.0081290813    0.094106842    0.015484677
            445    0.072055256   0.0082148629      0.0573375   0.0063217325    0.090910215    0.011375397
            450     0.06092874   0.0077486681    0.050141919   0.0058929789    0.073271395    0.011267854
            455    0.065716003   0.0080879335    0.052658838   0.0062182915    0.082092034    0.011386253
            460    0.053686516   0.0073633062    0.043902795   0.0055841591    0.065067079    0.010812514
            465    0.065955492   0.0097440027    0.052306183   0.0072931052    0.083829349    0.014073792
            470    0.045567342   0.0080255478    0.035967342   0.0055927103    0.058407343    0.012593385
            475    0.049140669   0.0073510179    0.038200236   0.0055219436    0.063960885    0.010868743
            480    0.039077323   0.0067492287    0.030666535   0.0049601005    0.050456063   0.0097759991
            485    0.040171397   0.0063373841    0.032407638   0.0049266936    0.049493661   0.0088256792
            490    0.031045138   0.0060297014    0.025972122   0.0045389654    0.036297441   0.0087646864
            495    0.029609645   0.0053476177    0.025243957   0.0046194815    0.033390449   0.0080768011
            500    0.032375886    0.006542313    0.026800795   0.0048562892        0.03856   0.0095758486
            505    0.034668169   0.0057574374    0.028238122   0.0045262657    0.042268799   0.0079652462
            510    0.023236713   0.0050922298    0.019799764    0.004037007    0.026487047    0.006743219
            515    0.036360216   0.0068525547    0.027751693   0.0048714751    0.048556969    0.010199426
