#           y_b        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.7      8852.3773      43.406484       7375.464      37.806313      12452.372      115.75452
           -1.6      9076.0554      43.230832       7557.071       37.37406      12864.627      110.01304
           -1.5        9214.23      43.087372      7669.3149      37.185922      13005.339      115.96234
           -1.4      9354.0629      45.684509      7784.6643      39.717195      13212.292      117.60017
           -1.3      9530.5773      43.863789      7933.0238      38.064375      13343.065       113.8125
           -1.2      9660.4083      45.735338      8030.9668      39.601985      13655.774      118.33906
           -1.1      9787.7383      44.094869      8140.3878      37.989812      13753.399      113.57466
             -1      9889.0897      45.722226      8229.4665      39.615079      13708.859      119.61043
           -0.9      9924.2799      45.615087      8249.8088      39.541757      13872.438      114.03015
           -0.8      10031.286       44.67981       8345.021      39.082581      14099.971      116.12461
           -0.7      10139.472      46.370969      8432.9055      40.371897      14203.538      116.62094
           -0.6      10210.027      45.721309      8490.2553      40.109992      14429.166       119.0812
           -0.5      10239.899       43.96705      8520.4511      38.267038      14243.734      113.80602
           -0.4      10300.412      45.728322      8561.6371      39.765137      14363.295      117.14089
           -0.3      10317.925      45.961604      8589.7743       40.45012      14253.983      116.12193
           -0.2      10312.703       45.39198      8580.2531      39.691994      14257.257      114.92156
           -0.1      10331.305      44.111921      8589.0333      38.524437      14397.457      116.39576
              0       10313.46      43.713711      8563.5339      37.607665        14398.5      114.02637
            0.1      10372.142      48.358541      8622.4105      42.715762      14455.442      119.37995
            0.2       10351.98      43.316227      8600.7386      37.602465      14351.786      112.46938
            0.3      10334.626      44.712659      8589.3163       39.10329      14494.205      121.53696
            0.4      10242.963      45.151857      8513.7162      39.382786      14314.548      114.04058
            0.5      10202.119      45.532876      8476.7995       39.45948      14404.826      120.84919
            0.6       10052.49      43.381413      8350.7049      37.642259        13993.5      113.13723
            0.7      9991.7293      43.288966      8308.6179      37.861096      13940.114      113.59633
            0.8      10017.808      45.927182      8323.4083      39.908161      14131.015      120.51212
            0.9      9785.4219      41.734091      8140.9734      35.968523      13555.989      110.13489
              1      9748.0549      44.251368      8106.2663      38.479705      13785.198       118.1085
            1.1      9630.9676      42.278615      8006.0697      36.495458      13533.904      116.28062
            1.2      9480.5635      45.914713       7880.784      39.439418      13380.371      114.77827
            1.3      9365.2739      45.003169       7791.076       39.22042      13213.846      118.55903
            1.4       9122.906      40.692468      7591.7897        35.2192      12777.048       108.8816
            1.5      9148.7704      46.225425      7611.7956      40.272732      12931.833      117.20426
            1.6      8818.6185      43.773077      7344.6183      37.971444      12412.215      114.79789
            1.7      8717.4428      44.103729      7267.5961       38.35373        12547.8      117.84538
            1.8      8476.7273      42.663665      7065.9016      36.884495      12022.396      113.93167
            1.9      8243.5153      38.921368      6856.8878      33.293682      11940.085      115.16004
              2      8019.8213      39.401651      6672.5854       33.64652      11630.365      112.88703
            2.1       7874.738      42.123425      6566.4179      36.312905      11182.361      107.39953
            2.2      7693.3384         41.554      6408.8655      36.212861      11105.009      108.68124
            2.3      7411.6658       39.03935      6174.7707       33.71773      10806.925      114.11208
            2.4      7147.5639      38.342643      5949.9348      32.656308      10341.011      110.45972
            2.5      6893.4944      39.558857       5742.467      33.674639      10157.753      111.08238
            2.6      6574.1254      35.761937      5475.6255      30.216414      9645.0219      106.81824
            2.7      6382.9182      37.830581      5317.7462      32.268606      9477.1405      111.86368
            2.8      6078.2535      35.807772      5057.0121      30.333548      9090.1998      106.69561
            2.9      5854.0939      35.166083      4872.5201      29.931326      8711.1188      101.67918
              3      5579.8979      35.394721      4641.8767      30.087675       8252.468       102.5506
            3.1      5289.6192      33.552588      4398.3676      28.811781      7859.8974      96.668013
            3.2       5019.133      32.977981       4178.265       28.11188      7541.8325      98.148352
            3.3      4697.2967       31.72467      3902.0448      26.900664      7225.9661      98.772202
            3.4      4441.5505      31.024894      3686.0962       26.32388      6868.0286      94.203523
            3.5      4119.8974      30.811247      3422.0018      26.100419       6235.328      94.151995
            3.6      3822.1914      29.564123      3173.5637      24.921087      5772.8869      88.770861
            3.7      3575.9642      29.850452      2962.0813      25.035184      5428.1173      84.726984
            3.8      3307.2924      30.640337       2741.228      25.579383      5148.1158      85.729422
            3.9      2963.7395      26.289763      2447.2739      21.854365      4702.1972      83.841882
              4      2773.0383      26.345961      2288.5046      21.953567      4360.6412       80.52605
            4.1      2487.8202      24.908996      2048.0047      20.514436      3991.0722      77.194736
            4.2      2251.8483      21.407338      1850.9601      17.762121      3554.5877      68.903677
            4.3      2020.5485      20.095784      1665.2296      16.548929      3242.3921      68.965479
            4.4      1788.4122      20.737652      1468.4345      16.909096      2877.1688      64.026185
            4.5      1570.5938      18.169606      1285.9873      14.747692      2585.9122      61.068119
            4.6      1393.2145      18.659629      1137.1749      14.726848      2410.3145      66.213166
            4.7      1193.9142      17.982393      973.15382      14.468556      1962.8464      56.227245
            4.8      1033.9906      17.303613      842.76886      14.120459      1704.3543      55.879269
            4.9      899.68943      16.769478      729.65297      13.167969      1473.0033      47.950985
              5      899.68943      16.769478      729.65297      13.167969      1473.0033      47.950985
