#           y_b        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      897.60208      14.314867       728.9159       11.49782      1444.5147      44.052756
           -4.9      1040.8873      16.889206      846.68211      13.385822      1726.6627      55.813478
           -4.8      1196.9658      17.497443      977.66942      14.398918      1955.9886      56.671343
           -4.7      1365.3174      18.482176       1117.321      14.428686      2230.6687      58.532684
           -4.6        1578.92      18.901662      1293.6056      15.046357      2607.5457       65.12192
           -4.5      1778.5333      19.803858      1458.3393      15.797499      2835.3978       65.80638
           -4.4      2034.9385      22.024241      1671.1788      18.061552      3267.5246       69.05096
           -4.3      2251.4726      21.798114       1853.122      17.924433      3610.0745      71.260666
           -4.2      2460.3553       23.23904      2026.1789      18.937031       3886.058       72.47084
           -4.1      2746.5475      24.641941      2271.3609      20.463345      4279.3442      73.592198
             -4      3011.6036      28.572542      2488.5604      23.330042      4778.0751      82.928238
           -3.9       3296.899       27.50075      2731.7069      22.622591      5099.0085      84.266271
           -3.8      3609.1868      29.234415      2989.3545      24.380291      5604.7891      86.543305
           -3.7      3861.3795      28.085505      3198.2313      22.941302      5950.9862        87.6919
           -3.6       4050.432      27.410237      3362.1696      22.890468      6242.9256      90.716058
           -3.5      4349.4923       29.67245      3622.4017      25.186789      6352.2199      91.572726
           -3.4      4700.8784      31.291073      3909.6172      26.370113      7073.8811      94.073123
           -3.3      5008.1861      34.985979      4163.1195      29.708343           7530      101.65641
           -3.2      5291.6276      33.424053      4403.8264       28.11471       7874.721      98.945927
           -3.1       5586.529      35.137443      4651.7709      29.996173      8357.2041      103.19583
             -3      5857.8448      36.601516      4879.3063      31.217446      8689.7873      103.44774
           -2.9      6078.7853      34.618568      5061.0234      29.308531       8938.768      101.87572
           -2.8      6388.6509      36.940656      5328.2646      31.539302      9239.9804      103.77728
           -2.7      6629.3526      37.701792      5522.3085       32.34563      9809.4134      108.70211
           -2.6      6918.2961      37.587074      5763.3546      32.216974      10193.929      110.56705
           -2.5      7133.9267       38.34264      5942.5092      32.698416      10416.676      105.41916
           -2.4      7355.2833      39.596399      6125.8846      34.080394      10736.185      108.96522
           -2.3      7690.5277      38.168135      6412.3657      32.948352      11126.873       108.5013
           -2.2       7907.238      40.846277       6590.497      34.930765      11444.483      115.97329
           -2.1      8073.8231      39.438539      6712.7104      33.305382      11712.449      115.72095
             -2      8251.4225      43.340403      6874.6913      37.662879      11806.254      115.06647
           -1.9      8579.1429      41.895022      7141.9775      36.094769      12258.496      116.43416
           -1.8      8706.8976      43.747726        7250.69      38.558532      12476.621        116.981
