#    pt_Z-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.0899139     0.10730361      4.8729388    0.087755686      7.7589389     0.13832707
              5      19.202581     0.18243987      15.309934     0.15029537      24.603808     0.23082147
             10      31.270255     0.24459102      24.943106     0.19762661      39.988528     0.31750267
             15      42.716717     0.31636966      34.067606     0.25862824      54.634925     0.40621139
             20      52.810084     0.34897691       42.10803     0.28572025      67.582136     0.45285537
             25         60.815     0.32463991      48.557737     0.26327576      77.653059     0.41995878
             30      67.792739     0.34182725      54.166345     0.28814359      86.422872     0.45658416
             35      73.674166     0.37331026       58.82409     0.29524319      93.990686     0.49907858
             40      77.749438     0.37179885      62.232681     0.30848434      98.889081     0.46875048
             45      80.818974     0.40899424      64.647204     0.33301687      102.93589     0.52096442
             50      82.436022     0.35384049      65.925835     0.28972725      105.05277     0.45284255
             55      82.888549     0.36332396      66.415504     0.30304307      105.33969      0.4560005
             60      82.916227     0.32803763       66.37188     0.26572766      105.48464     0.42554518
             65      80.392312     0.30093904      64.419411     0.24606858      102.18013     0.40375129
             70      76.854358     0.31823167      61.629904       0.261589      97.476498      0.4037869
             75      73.195737     0.30514644      58.778418      0.2507899      92.637052     0.40162832
             80      68.623911     0.31316745      55.061937     0.25557296       86.85236     0.40568668
             85      62.797319     0.28167269      50.462591     0.22932119      79.339182      0.3619755
             90      57.808446      0.2603395      46.407323     0.21216966      73.084012     0.33643066
             95      52.804888     0.29644926      42.305799     0.23899788      66.937738     0.38467905
            100       47.17436     0.22608361       37.89554     0.18329418      59.571316      0.2996916
            105      42.664763     0.22362357      34.198208     0.18415122      54.019227     0.29047201
            110      38.295254      0.2045484      30.715477     0.16532658      48.436679     0.26817425
            115      34.467839     0.19775225      27.728161     0.17084849       43.42134      0.2641433
            120      30.496073     0.18708668      24.469911     0.15345295      38.538219     0.23993645
            125      27.808694     0.18658039      22.315405     0.15250721      35.154633     0.24112893
            130      24.605356      0.1640624      19.749684     0.13252742      31.072147     0.21624663
            135      21.825961     0.15554942      17.511696     0.12639024      27.579017     0.20279718
            140      19.731833     0.15070572      15.824613     0.12246278      24.947143     0.19639231
            145      17.998792     0.14513481      14.449609     0.12068723      22.727823     0.18541445
            150      15.999354     0.14249401      12.870498     0.11816643      20.145717     0.18493109
            155      14.664675     0.13977751      11.758288     0.11529923      18.540075       0.177909
            160      12.784997     0.11905372      10.276343    0.096865141      16.109132     0.15618329
            165      11.797443     0.11736426      9.4700213    0.096413129      14.886402     0.15114193
            170      10.343417     0.10339392      8.2900837    0.086045136      13.076425     0.14147874
            175      9.4826423      0.1091098      7.6247487    0.091065271      11.942015     0.13862245
            180      8.8012522     0.13942085      7.0791224     0.12147572      11.077374      0.1651327
            185      7.9777917     0.14603383       6.388468     0.11353068      10.127888     0.19863792
            190       7.097082    0.086947072      5.6880406    0.070935124      8.9677447     0.11375528
            195      6.4203028    0.083028999      5.1643794    0.069212468      8.0748313     0.10958019
            200      5.7857175    0.078612352      4.6311921    0.064403267      7.3212946     0.10154795
            205       5.493705    0.081334554      4.4163074    0.066999523      6.9155511     0.10549643
            210      4.8837981    0.074992548      3.9228538    0.062122504      6.1540549     0.09598411
            215      4.5527427    0.073842209       3.647221    0.061440408       5.759759     0.09347515
            220      3.9370807    0.065337959      3.1440852    0.053531434      4.9955687    0.086651215
            225      3.7107638    0.091653591      2.9711889    0.069258919      4.6924402     0.12901004
            230      3.4108573     0.08408507      2.7311536    0.064523233      4.3114535     0.11675153
            235       3.152282    0.061934005      2.5288948    0.051277904      3.9773698    0.081051225
            240      2.9004219    0.059616314       2.325366    0.048828075      3.6606061     0.07724825
            245      2.6252341    0.059872065      2.1137297    0.050104353      3.2995403    0.076245083
            250      2.4260087    0.050995848      1.9322721    0.041309939       3.085403    0.066430154
            255       2.344555    0.063870665      1.8739396    0.055322754      2.9742384    0.076644874
            260      2.0854113    0.047022623      1.6615395    0.037929229      2.6523527    0.061960047
            265      1.9017983     0.04448923      1.5270978    0.036349474      2.3907627    0.059262079
            270      1.8287427    0.049692639      1.4764047    0.042833501      2.2869895    0.061969554
            275      1.6370508    0.048383199      1.2997169    0.037393167      2.0921275     0.06676411
            280       1.518974    0.049410176      1.2162678    0.042498502      1.9198485    0.060756662
            285      1.4630635    0.043884306       1.171703     0.03662517      1.8496121    0.056063527
            290      1.3352445    0.041328721      1.0678554    0.034114733      1.6900269    0.053251102
            295      1.2575752    0.036631052      1.0030553    0.029932608      1.5985199    0.047482596
            300      1.1068498    0.036708238     0.88626776    0.030780287      1.3987554    0.047236075
            305      1.0728174    0.037505404     0.85669268    0.029545873       1.359097    0.050777028
            310      0.9400565    0.031790774     0.75614869    0.025288246      1.1794247     0.04411021
            315     0.93925693    0.036317115     0.75176411    0.030051321      1.1891181    0.046654071
            320     0.87183392     0.03389426     0.69586749    0.028466186      1.1089794    0.042785466
            325     0.83703459     0.03359718     0.67808002    0.028470674      1.0422135    0.042133689
            330     0.73284169    0.029128881     0.58975817    0.024299862     0.91947509    0.036968273
            335     0.67596821    0.026138276     0.53972154     0.02090379     0.85402595    0.034537915
            340     0.68340805    0.029234048     0.54834573    0.024397899     0.85967618    0.037293434
            345     0.58329362    0.034739964      0.4600639    0.029441525     0.75096114    0.042476975
            350     0.59415266    0.045039014     0.47348759    0.035031122     0.75765065    0.062024209
            355     0.47578681    0.022932577     0.38250026    0.018806596      0.5962633    0.030677868
            360     0.46783909    0.021396094     0.36717845    0.016764531     0.60515897     0.02864824
            365     0.43805423    0.021217015      0.3601837    0.019537373     0.52730315    0.039108844
            370     0.39773495    0.020627368     0.31548866    0.016654956     0.50724553    0.027310429
            375     0.42546218    0.037480692     0.34293517    0.031492374     0.53288131    0.046205817
            380     0.39086218     0.03044214     0.31925209    0.027886197     0.48165277    0.034208812
            385     0.39327929    0.024307954     0.31597093    0.020402559     0.49371073    0.031096175
            390     0.32885677    0.018441648     0.26039109     0.01461255     0.42138301    0.024501219
            395     0.28740666    0.017068912     0.23074304    0.013450576     0.36007886    0.023388035
            400     0.36667581    0.047113346     0.30463626    0.042079451     0.44098333    0.052181668
            405     0.27182466    0.020003677     0.22358732    0.017765116     0.32990107     0.02531047
