# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj30
              0      1.8593056     0.18682668      1.5585181     0.16735968      2.2826071     0.21183678
              1      5.3851677     0.24805651      4.5037129     0.22043015      7.5518727      0.6205259
              2      9.9904577     0.34442936      8.3182497     0.31434674      12.481992     0.39702914
              3      14.272983     0.37521881      11.884738     0.32318542      17.663459     0.45461998
              4      19.462326     0.46601876      16.166816     0.40986466      24.057493     0.55166679
              5      24.703106      0.5396248      20.597619     0.48095739      30.344697     0.62663002
              6      29.107884     0.52053543       24.02357      0.4455286      36.279172     0.63530567
              7      35.033218     0.65792485      28.976125     0.57841422       43.45361     0.77028592
              8      42.138355     0.71811928      34.646817     0.61193837      52.590651     0.87075578
              9      48.183247      0.9727787      39.768545     0.81957778      59.822936      1.2094128
             10      54.932736     0.80002318      45.396999     0.68907063      67.942952     0.96695575
             11      62.051959     0.82959128      51.149783     0.71737294      77.011622      1.0013288
             12      67.955927     0.84741875      55.984231     0.73218062      84.992129      1.1586117
             13      75.931927     0.91807313      62.653645     0.81371506      94.099153      1.0628197
             14       83.41594     0.95839227      68.658507     0.83666211      103.59122      1.1292959
             15      91.658369      1.0569451      75.431357     0.92652891      113.84296      1.2325227
             16      99.738464      1.1356818       82.22496      1.0054097      123.80364      1.3289996
             17      108.92034      1.0655205        89.4735     0.92092537      135.42375      1.2741916
             18      120.26215      1.3134774      98.728282      1.1643573      149.61733      1.5484015
             19      128.87247      1.4566189      106.24107      1.3113773      159.32566      1.6484291
             20       138.3802      1.2533204      113.68322      1.0896821       171.9099      1.4813337
             21       147.7011      1.4654657      121.18048      1.2784119      183.56383      1.7107795
             22      162.11473      1.3853296      133.03663      1.2129043      201.32684      1.6421991
             23       175.0233      1.5320846      143.71631      1.3326349      217.17177      1.8048567
             24      184.21524      1.5246885       150.8156      1.2916112      229.64615      1.8761264
             25      197.21059      1.6313904      162.12767      1.4596132      244.18786       1.862585
             26      206.72446      1.4604659      169.51201      1.2612035      256.82992      1.7511792
             27      221.79428      1.6910017      181.98961      1.4689069      275.15555      1.9977522
             28      233.21009       1.612544      191.08668      1.4100126      289.68671      1.8938409
             29        242.477      1.7018762      198.47774      1.4469909      301.07289      2.1169033
             30       272.4409      1.6554962      223.73239      1.4003573      337.00665      2.0591411
             31      287.34871      1.9321753      236.19951      1.6980768      355.59153       2.262567
             32      298.33793      1.8898016      244.96357      1.6320123      369.14743      2.2521576
             33      305.48352      2.2466006      250.84559       2.017853      378.56347      2.6151359
             34      314.11666      2.2127989      257.67066      1.9026046      389.07035      2.6655345
             35      317.69563      1.8567035      260.55829      1.6062109      393.69577      2.2113934
             36      319.13174      1.7775952      261.21242       1.493755      396.21036      2.2118113
             37      323.55418      2.0672221      264.53215      1.7702582      402.55646       2.500609
             38      324.53916      2.0450142      265.86493       1.760119      402.50965      2.4722941
             39      322.53141      1.9376731      263.72345      1.7250221      400.65728      2.2336579
             40      322.08964      2.1685248      263.24215      1.8400979      400.33054      2.6279663
             41      318.21368      2.0710364      259.90582      1.7930159      395.64907      2.4336261
             42      311.32825      1.6987974      254.06668      1.4427421      387.44515       2.072034
             43      305.37895      1.7076442      248.97573      1.4725749      380.31458      2.0452432
             44      302.68002      1.7216065      246.62432      1.4599955      377.38885      2.1041681
             45      297.83694      1.6664389      242.66768      1.4087157      371.34926      2.1009553
             46      291.63773      1.6634664      237.26718      1.4046881      364.18382      2.0313961
             47      285.18686      1.6372338       232.2457      1.4082134      355.71586      1.9638015
             48      278.20251      1.6322165      226.24401      1.3933553      347.69256      1.9702946
             49       271.0126      1.4249821      220.18228      1.1869284      338.89381      1.7853384
             50       271.0126      1.4249821      220.18228      1.1869284      338.89381      1.7853384
