#  m_bbZ-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13              0              0              0              0              0              0
             14              0              0              0              0              0              0
             15              0              0              0              0              0              0
             16              0              0              0              0              0              0
             17              0              0              0              0              0              0
             18              0              0              0              0              0              0
             19              0              0              0              0              0              0
             20              0              0              0              0              0              0
             21              0              0              0              0              0              0
             22              0              0              0              0              0              0
             23              0              0              0              0              0              0
             24              0              0              0              0              0              0
             25              0              0              0              0              0              0
             26              0              0              0              0              0              0
             27              0              0              0              0              0              0
             28              0              0              0              0              0              0
             29              0              0              0              0              0              0
             30              0              0              0              0              0              0
             31              0              0              0              0              0              0
             32              0              0              0              0              0              0
             33              0              0              0              0              0              0
             34              0              0              0              0              0              0
             35              0              0              0              0              0              0
             36              0              0              0              0              0              0
             37              0              0              0              0              0              0
             38              0              0              0              0              0              0
             39              0              0              0              0              0              0
             40              0              0              0              0              0              0
             41              0              0              0              0              0              0
             42              0              0              0              0              0              0
             43              0              0              0              0              0              0
             44              0              0              0              0              0              0
             45              0              0              0              0              0              0
             46              0              0              0              0              0              0
             47   0.0038281497   0.0038279583   0.0027433071   0.0027431699   0.0055913385   0.0055910589
             48              0              0              0              0              0              0
             49              0              0              0              0              0              0
             50              0              0              0              0              0              0
             51              0              0              0              0              0              0
             52   0.0030732284   0.0030730748   0.0015940944   0.0015940147    0.006525295   0.0065249687
             53              0              0              0              0              0              0
             54              0              0              0              0              0              0
             55   0.0075227362   0.0053199256   0.0045398622   0.0032154086    0.013247441   0.0093714117
             56   0.0076560039   0.0054133416   0.0065865158   0.0046748439    0.008796063   0.0062516332
             57   0.0038712599   0.0038710663   0.0031317913   0.0031316347   0.0047875982   0.0047873589
             58              0              0              0              0              0              0
             59    0.007654626   0.0054123673   0.0048735235     0.00344601    0.012619193   0.0089229546
             60              0              0              0              0              0              0
             61   0.0038812007   0.0038810066   0.0025434055   0.0025432783   0.0061528543   0.0061525468
             62   0.0038271653   0.0038269739   0.0023010827   0.0023009676   0.0067604328   0.0067600948
             63    0.007656988   0.0054140374   0.0064658464   0.0050987635    0.008285138    0.005865503
             64              0              0              0              0              0              0
             65   0.0076559055   0.0054132721   0.0058688977   0.0042164314    0.010311417   0.0074951727
             66              0              0              0              0              0              0
             67   0.0038273624    0.003827171   0.0023103346   0.0023102191   0.0067336615   0.0067333249
             68              0              0              0              0              0              0
             69              0              0              0              0              0              0
             70              0              0              0              0              0              0
             71    0.019132283   0.0085557915    0.013330709   0.0060150303    0.029039468    0.013125257
             72   0.0037912403   0.0037910507   0.0023206692   0.0023205531   0.0065596461    0.006559318
             73   0.0043510828   0.0043508652   0.0034076774    0.003407507   0.0056622047   0.0056619216
             74    0.010878642   0.0062999097   0.0075515749   0.0044032832    0.016399016   0.0094714435
             75    0.003828248   0.0038280567   0.0028395669    0.002839425   0.0053473424    0.005347075
             76    0.013720964   0.0081293356   0.0088325789   0.0052133996      0.0224187    0.013351351
             77    0.010989666   0.0063549019   0.0074924212   0.0043436236    0.017002264   0.0098193172
             78    0.019177953   0.0085762782    0.014631201    0.006551888    0.026081791     0.01170908
             79   0.0076562011    0.005413481   0.0057887796   0.0040940021    0.010405905   0.0073595388
             80    0.034090748    0.011368162     0.02502628   0.0084340023    0.048299213    0.016296299
             81    0.037718405    0.013106382    0.024872343   0.0085675791    0.060382677    0.021458258
             82    0.022967519   0.0093759816    0.015708563   0.0064859105    0.035762795    0.014781472
             83    0.022987303   0.0093840752    0.016245079   0.0067198961    0.034296948    0.014203253
             84    0.023837401   0.0097632965    0.016577067   0.0069412455    0.036256989    0.014860943
             85    0.023480413   0.0095967409    0.016974016   0.0069521416    0.033845374     0.01390858
             86    0.026277066   0.0099429351    0.018662599   0.0072159877    0.038790255    0.015022735
             87      0.0382625    0.012099074    0.030610826   0.0098174682    0.048645079    0.015839094
             88    0.056904724    0.014694625     0.04130246    0.010816748    0.081631891    0.021427032
             89    0.082760531    0.018218972    0.066974311    0.016462235     0.10399636    0.028301892
             90     0.11882037    0.022284431    0.095343475    0.018501252     0.15031791    0.034266311
             91     0.11002431    0.020437639    0.078532678     0.01478234     0.16212717    0.030538605
             92     0.24035275    0.030369925     0.16878947    0.021671202      0.3599688    0.046137346
             93     0.26968819    0.034027822       0.210045    0.025517559     0.35719242    0.055834121
             94     0.37180748    0.039245108     0.27032116    0.028636611     0.53472087    0.057780682
             95     0.52780049    0.048228771     0.37622756    0.033718438     0.77768238    0.074520968
             96      0.6138058    0.052281502     0.45112343    0.037704866     0.87366338    0.081132173
             97     0.69449272    0.053242196     0.51094065    0.039783886     0.98588964    0.080013998
             98     0.87976378    0.060872328      0.6415689    0.044190781      1.2617411    0.090440416
             99     0.81551968    0.058741576     0.59435685    0.042535962      1.1717418    0.087681079
            100     0.96570011    0.065158654       0.715936    0.047311041       1.351667    0.099759882
            101      1.1711967    0.075362038     0.85887223    0.053878834      1.6675343     0.11423846
            102      1.1840878    0.074865593     0.88447344    0.056572617      1.6472779     0.11061901
            103      1.3447833    0.076092393      1.0016559    0.055705818      1.8750042     0.11259774
            104      1.4470571    0.081878364      1.0743708    0.060055654      2.0263002      0.1211238
            105      1.4475219    0.079259778      1.0749727    0.058624612      2.0261204     0.11750512
            106      1.4907202    0.083728548      1.0905143    0.062392362      2.1225688     0.12057282
            107      1.4788137    0.081350909      1.1008629    0.059983001      2.0653041     0.11927389
