#total-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      64982.821      30.884299      53995.749      26.851574       94089.46       98.23184
              1      64982.821      30.884299      53995.749      26.851574       94089.46       98.23184
