# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj20
              0      4.6825862      0.3541176       3.953554     0.31130898      5.6523697     0.40547652
              1      14.537989     0.42250524      12.308259     0.37397724      18.882565     0.77288165
              2      25.621609     0.69736637      21.701516     0.63453526      31.148774     0.78138946
              3      37.794385     0.75304503      31.900497     0.67406828      45.972566     0.85580052
              4      52.553878      1.0133583      44.435545     0.91346338       63.57864      1.1461904
              5      68.652071      1.2583908      58.020022      1.1569954      83.116326      1.3765395
              6      80.136678      1.0460572      67.344867     0.92107764      97.635414      1.2204627
              7      99.343054       1.343517      83.470683      1.2108241      120.91305       1.503422
              8      120.09487      1.6364531      100.90764       1.529209        146.078      1.7617254
              9      137.99876      1.5355996      116.05442      1.3490558      167.51211      1.8031242
             10      160.32172      1.6000625      134.78611      1.4208692      194.33689      1.8430515
             11      183.27529      1.7878091      153.87327      1.6034096      222.96109      2.0395205
             12      206.44532       1.893825      173.16395      1.6805704      252.17017      2.3271581
             13      231.74706      1.8724573      194.75349      1.6744774      280.76665      2.1284961
             14      260.93708      2.2539419       219.7612      2.0373426      314.75947      2.5134065
             15      288.16007      2.0573575      242.35578      1.8203057      348.62107       2.394465
             16        321.166      2.1982376      269.81371      1.9345055      388.82321      2.5858793
             17      352.85149      2.1820785      296.77389      1.9431524      426.17698      2.4957481
             18      386.41249      2.4364289      325.00968      2.1658624        466.526      2.8181137
             19      415.27673      2.7345895      349.83701      2.4537814      499.16616      3.0819632
             20       475.9034      2.7737048      401.49886      2.4734195       570.6873        3.16718
             21      502.39399      2.8664671      423.35498      2.5472123      602.76413      3.3523771
             22      535.10037      3.0175864      451.20224       2.715083      641.81799      3.4165018
             23      553.34347      2.9043102      465.72659      2.5817535      665.89597      3.3624055
             24      561.07774      2.9942993       471.2915      2.6385216      676.98718       3.490353
             25      565.40684      2.8145244       474.7247      2.4844488      681.64773      3.2702815
             26      565.83356      2.6995599      473.98354      2.3796705      684.14609       3.127276
             27      562.85053       2.914112      470.50902       2.571292      682.49391      3.3926078
             28      557.74285      3.0392613      465.45291      2.6881173      677.48168      3.5100964
             29      552.82034      3.0293131      460.58976      2.6709371      671.86354      3.5189278
             30      539.41471      2.6974278      448.17615      2.3045338       657.9485      3.2988246
             31      530.20083      2.6969205      440.23606      2.3888097       647.7745      3.1122362
             32      517.23933      2.5300153      428.78569      2.2189752       632.6993      2.9566571
             33      503.96224      3.0211916       417.2801       2.677053      617.89446      3.5296178
             34      492.32807      2.7699659      406.90792      2.4124576      604.35856      3.2679801
             35      478.30323      2.5056477      394.87079      2.1883776      588.05067      2.9489837
             36      459.99351      2.2730123      378.78165      1.9185248      567.06449      2.8163097
             37      447.38935      2.3939117      367.88314       2.069922      552.71104       2.860124
             38      434.20599      2.2878036      357.35431      1.9777086      535.57767      2.7484721
             39      419.99679      2.2346485      345.00807      1.9811493      518.90839      2.5833797
             40      406.78788      2.4146681      333.69319      2.0462003      503.52741      2.9398958
             41      392.96023      2.4025108      322.06157       2.095801      486.64934      2.7997983
             42      374.83332      2.0805378      306.90523      1.8431119      464.70027      2.4024104
             43      359.64441      1.9554472      293.80212      1.6771643      447.05022      2.3649983
             44       349.7438      1.9375597      285.63364       1.650775      434.94684       2.349632
             45      337.74339      1.8430396      275.76261      1.5731506      420.13115      2.2818566
             46      325.48727      1.7904927      265.33703      1.5207574      405.51745      2.1713301
             47      313.73032      1.7207498      255.91704      1.4822665      390.55553      2.0598821
             48      302.28815      1.7539747      246.15148      1.5263908      377.34214      2.0712947
             49      291.08852       1.496386      236.69903      1.2508208      363.66587      1.8650347
             50      291.08852       1.496386      236.69903      1.2508208      363.66587      1.8650347
