# n_light_jets-        central        num_err    min (scale)        num_err    max (scale)        num_err
# CMS
           -0.5      230.15496      2.1168654      188.67908      1.6825571      532.05977      13.898239
            0.5      3163.4174      7.4795334      2632.8083      6.2237927      5207.1376      32.031781
            1.5      15489.385        15.1437      12945.494      12.929953      21129.485      38.401128
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
