#         pt_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
            310     0.39142941    0.026784413     0.32057921    0.022817996     0.48230154    0.033701792
            315      0.3176638    0.018786691     0.25728964    0.015272871     0.39534731    0.024301431
            320     0.35723057    0.024565108      0.2939879    0.019705631     0.43750077    0.035337364
            325       0.269716    0.017493322     0.21986443    0.014264262     0.33350582    0.023236491
            330     0.26156419    0.018730657     0.21224509    0.015430414     0.32551211    0.024486067
            335     0.28391982     0.02447024     0.23130341    0.022193982     0.38754305    0.057735831
            340      0.2582577    0.026699648      0.2107328    0.025952505     0.32200256    0.028491292
            345     0.23647516    0.025583955     0.19571325    0.021004585     0.28255808     0.04554071
            350     0.18430366     0.01562353     0.14988629    0.012884546     0.22977372     0.02042824
            355     0.23483262    0.020433255     0.19077122    0.017764529     0.29580071    0.025063447
            360     0.17521787     0.01485911     0.14189423    0.011825958     0.21751237    0.020033624
            365      0.1841636    0.014576585     0.14648488    0.011710677     0.23550234    0.019162913
            370     0.17696996    0.018713398     0.14352445    0.016502734     0.22079661    0.021979088
            375     0.12331016    0.011417607    0.097655536     0.00910952     0.15778958    0.015043292
            380     0.14856655    0.012903537     0.11822896    0.010276602     0.18998941    0.017283372
            385     0.14022653    0.014107265     0.11523821    0.011917495     0.17205817    0.017955496
            390     0.13331994    0.022237391     0.10435476    0.016351692     0.17399465     0.03204664
            395     0.13151742    0.013017906     0.10484703    0.010964287     0.16745864    0.016277072
            400     0.10374311    0.010938046    0.082706162   0.0089054955     0.13241114    0.014091854
            405     0.11778157    0.010941128    0.097724519   0.0097898906     0.14171078    0.015374806
            410    0.099763366    0.012493193    0.082717463    0.011185367     0.12070996    0.015074354
            415    0.086214586    0.010246275    0.069288874   0.0086344096     0.10859703    0.013116343
            420    0.082475276    0.010285546    0.066331378   0.0083306935     0.10288207    0.013621882
            425    0.069726378   0.0082410934    0.055602599   0.0065390296    0.088147484    0.010964002
            430     0.08477183    0.013742699    0.069611988    0.012360531      0.1034291    0.015900089
            435     0.06298061   0.0085525447    0.051666221   0.0071922223    0.076843741    0.010933288
            440    0.058695768   0.0079306407    0.046018504   0.0061651217    0.076084429    0.010748942
            445      0.0724275    0.010519969    0.059925473   0.0088665117     0.08757065    0.013296988
            450    0.062909626   0.0081721763    0.050849037   0.0063494641    0.077248327    0.011870492
            455    0.050141417    0.008446747    0.040511065   0.0070512096    0.063070728    0.010829538
            460    0.052914153   0.0074839701    0.041829075   0.0059615917    0.068204921   0.0099548669
            465    0.052806713   0.0075817084     0.04179063    0.005993574    0.067608248    0.010132216
            470    0.048427047    0.007010617    0.038880709   0.0056435678    0.060373531   0.0090326611
            475    0.046711712   0.0066975791    0.037335807   0.0052657839    0.058691181   0.0090385114
            480     0.03973185   0.0087163753     0.03180748   0.0074591204    0.050408484    0.010613288
            485    0.049184862    0.012672156    0.037187264   0.0091361743    0.066639902    0.018105508
            490    0.039928799    0.006370817    0.030869862   0.0050868795    0.052730236   0.0082733372
            495    0.031272185   0.0055998291    0.024708681   0.0043504144    0.039992382   0.0076067898
            500    0.031272185   0.0055998291    0.024708681   0.0043504144    0.039992382   0.0076067898
