# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ500
              0      669.54848       4.880406      501.90209       3.640707      3086.2964       51.11382
              1      2448.3114      9.4506749      1869.2312      7.2154887      10350.825      66.952126
              2      2923.2739      10.344474      2349.4749      8.4052729      6432.8478      35.360548
              3      2914.3681      10.038113      2399.4349      8.3608237      4752.3085      20.960421
              4      2747.4552      9.3321583      2292.7915      7.9656542      3913.7018      15.299966
              5      2569.9727      9.0931877      2161.6169      7.8487358      3428.7045      13.071186
              6      2362.1236      8.3622299      1995.4577      7.2455231      3034.9177      11.310233
              7      2209.9869      7.6225359      1873.5198      6.6869636      2769.4828      9.7604408
              8      2055.2313      7.3661064       1746.274      6.4850486       2532.056      9.2584748
              9      1903.3962      6.6930695      1619.3462      5.8868272      2325.1814      8.2336365
             10      1789.4713      6.2849365      1524.0963      5.5728618      2171.3895      7.5720497
             11      1686.8172      6.1327415      1437.8135      5.4353933      2034.4714      7.3414293
             12       1579.757      5.9100739      1347.0528      5.2658946      1898.5737      7.0244292
             13      1500.2978       5.827344       1280.638      5.2123639      1789.4563      6.7411421
             14      1414.7807      5.7514298      1209.1745       5.191974      1683.7104      6.5665666
             15      1347.5765      5.3308348      1151.7962      4.7711485      1600.3609       6.140715
             16      1277.5949      5.1285521      1091.3565      4.5888901        1515.64      5.8642688
             17      1214.4093      4.7533601      1036.9849      4.2717703      1439.9005      5.3747382
             18      1155.4279      4.6542671      986.30205      4.1652532      1368.7992       5.322306
             19      1095.4866       4.655722      935.36373      4.2095252      1295.6267      5.2399883
             20      1039.5304      4.2966951      885.67252      3.8332759      1232.0595        4.91597
             21      977.51456      4.0655014      830.70871      3.6277917      1161.4342      4.6702139
             22      932.20644      4.0584684      792.04928      3.6316986      1106.9389      4.6119786
             23      881.16752      3.8285199      746.54386      3.4363499      1051.0461      4.3425762
             24      828.61416      3.6297133      700.39095      3.2433893      991.13847      4.1440638
             25      785.48746      3.5676607      663.09026      3.1761362      940.35973       4.166543
             26      748.02088      3.3633953      629.79685      2.9959996      898.06326      3.8234894
             27      704.93587      3.2706208      591.65929      2.8940656      849.85106      3.7888202
             28      668.32223      3.2487332       559.5453      2.8873321      807.58489      3.7387503
             29      639.84997      3.1315324      534.67969      2.7955831      774.27344       3.558806
             30      607.03171      2.8458114      505.93184      2.4576213      737.11755      3.4187968
             31      580.48032       2.881194      483.22745       2.569633      706.29434      3.2886915
             32       553.6689      2.6771024      459.89087      2.3608908      674.97846      3.0974513
             33      527.94494       3.048437      437.88071      2.7101166      645.29607      3.5402735
             34      507.66425      2.8087844      420.22064      2.4574006      621.38907      3.2975743
             35      484.64192      2.4590362      400.43933      2.1504373      594.52665      2.8868639
             36      460.55654      2.2645474      379.48695       1.914041      566.79474      2.7965443
             37      441.29518      2.2212993      363.04558      1.9454388      543.86086      2.5886829
             38      425.65361      2.2016916      350.41455      1.9225979      524.25015      2.6016774
             39      410.75984      2.1663234      337.45954      1.9299332      506.91038      2.4889273
             40      395.06259      2.2492409      324.12134      1.9246482      488.33606      2.7042007
             41      381.84072      2.3759982      312.93083      2.0748922      472.43103      2.7649307
             42      363.19787      2.0362401      297.40797      1.8111263       449.7462      2.3369511
             43      348.65347      1.9148494      284.80811      1.6419293      432.93818      2.3152626
             44      337.34861      1.8543068      275.51577      1.5886636      418.97878      2.2319607
             45      326.49316      1.7314949      266.45292      1.5082976      405.93575      2.0720231
             46      313.62018      1.7502955      255.59515      1.4866765       390.4728      2.1233259
             47      301.34575      1.6792627      245.72933      1.4471074      374.84689      2.0108112
             48      288.60181      1.6893695      234.79537      1.4687287      360.25435      1.9971564
             49      278.45706      1.4148107      226.37555      1.1854784      347.56647      1.7595301
             50      278.45706      1.4148107      226.37555      1.1854784      347.56647      1.7595301
