# pt_bjet1-CMS-        central        num_err    min (scale)        num_err    max (scale)        num_err
# 1bjet
             30      109.88465     0.27962183      93.244575     0.24771984      141.18996     0.63232181
             50      42.810792     0.15247905      36.572002     0.13697626      52.420022     0.29568885
             75      17.635437    0.078388204      15.135152    0.070995191      21.075126     0.13587193
            110       6.944828    0.041196551      5.9534101    0.036612175      8.1888345    0.051842234
            155      2.5973513    0.019100288      2.2114266    0.016839372       3.084308    0.023561249
            220     0.69341614    0.007339193     0.58968792   0.0065914697     0.81974991   0.0086967723
            360     0.10339088   0.0024564909    0.086807727   0.0021109631     0.12369135   0.0030607288
            600     0.10339088   0.0024564909    0.086807727   0.0021109631     0.12369135   0.0030607288
