#     total-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      18882.957       16.71126      15766.982      14.193761      26868.682      51.666423
              1      18882.957       16.71126      15766.982      14.193761      26868.682      51.666423
