#    y_j1-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      3.8751561     0.48785204      3.1058346      0.4030678      4.9479518     0.61107162
           -4.9      7.9374173      1.0266561       6.557542     0.89994758      10.005143      1.2608883
           -4.8      9.5992165     0.95139115      7.7566694     0.80126759      12.107067      1.1588606
           -4.7      18.485789      1.9656151      15.428828      1.7201886      22.345581      2.2620606
           -4.6       22.64755      1.3803022      18.553975      1.1733302      28.097911      1.6824878
           -4.5      112.92127      3.3657465      91.983772      2.8300191      141.26978      4.1826134
           -4.4      144.10144      6.2792562      117.22012      5.4360209      180.72129      7.5207721
           -4.3      187.76706      4.3803261      152.23761      3.7085378       236.1648      5.3445142
           -4.2      236.64447      4.5453906      190.92107      3.7156619      299.34179      5.8243179
           -4.1      297.50205      7.0725953      241.98735      6.0162402       372.0685      8.4872167
             -4      339.16569      4.9996009      275.34392      4.1604948      425.14466      6.2865218
           -3.9      411.36056      5.5382426      333.93222      4.6083175      515.45412      6.9303182
           -3.8      501.35303      6.5367872      408.99119      5.5610841      625.09183      8.0925742
           -3.7      593.56178      8.1415618      484.29312      6.8725966      739.43355       10.08934
           -3.6      681.65053      8.9744305       556.2853      7.7823977       849.0211       10.57043
           -3.5       782.4527       8.758181      638.34151      7.4065849      974.41899      10.759662
           -3.4      903.22648      8.7364721      736.33583      7.3313408      1125.6655      10.892564
           -3.3      1020.0255      9.0061319      831.00336      7.4096542       1268.877      12.058794
           -3.2      1162.2341      10.076587      946.36145      8.5685362      1449.9478      12.296962
           -3.1      1284.6642      11.980187       1047.478       9.982023       1601.278        15.0336
             -3      1415.2508      11.092789      1154.0521      9.2946028      1762.3843      13.826735
           -2.9      1553.4665      13.255952      1267.0578      11.336824      1933.3538      15.990495
           -2.8      1702.3432      14.600309      1386.0144      12.350893      2128.6121      18.166047
           -2.7      1827.9096      12.413913      1490.1143      10.523169       2276.161      15.208222
           -2.6      1953.9552       13.90841      1590.9211      11.603321      2437.1568      17.407709
           -2.5      2096.0803       13.29608       1706.725      11.117116      2617.1563      16.619557
           -2.4      2208.5843      12.920482      1798.3719      10.966596      2755.4905      15.994492
           -2.3      2362.2481      15.328603      1923.9016      13.069749      2947.1412      18.647073
           -2.2      2470.0148      15.562141      2011.0868      12.882567      3081.2627      19.557684
           -2.1      2588.6155      15.093167      2106.1931      12.807585      3232.0398       18.40265
             -2      2711.1059      15.797939      2205.5579      13.044348      3387.0695      20.377918
           -1.9      2804.4824      17.969947      2281.8876      15.369973      3503.7402      21.652978
