#         pt_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2657.9604      3.3382211      2173.4961      2.7690311      4224.6446      11.186053
              5      3430.0928      3.7309612       2823.946      3.1734935      5204.4838       11.46101
             10      2235.7009      3.0573831      1855.3956      2.6350341      3220.0202      8.2833068
             15      1398.2282       2.449032      1169.0703      2.1384307      1944.7528      6.0397563
             20      900.09923      1.9180105      756.75143      1.6867413      1216.8636      4.4318918
             25      600.94743      1.5226421      507.45039      1.3524315      790.91647      3.3918223
             30      420.36685      1.2578469        356.216      1.1122094      544.74362      2.6907236
             35      299.12392      1.0169502      253.90987     0.90280027      381.78007      2.0895034
             40      222.08519     0.86275791      189.24078     0.77413578      279.94771      1.7064838
             45      165.57093     0.71396993      141.21786     0.64071763       207.0592      1.4128612
             50      128.61648     0.65291697      109.90575     0.58177455      158.53848      1.2470057
             55      99.973709     0.56139828      85.441577     0.50262257      121.99674     0.93450401
             60      79.612984     0.48698666       68.20614      0.4398282      95.849115      0.8690777
             65      63.333045     0.42367053      54.255008     0.37731755      77.539986     0.72855896
             70      52.204895     0.35109235      44.783173     0.31707382      63.625718     0.69023599
             75      42.461715     0.36418896      36.352644     0.32769426      51.188142     0.56444425
             80      35.511462     0.31051486       30.41089     0.28076711      42.695998     0.52253937
             85      28.812007     0.25899672      24.687777     0.23239511      34.815432     0.45555366
             90      24.847909     0.28349746      21.247923     0.27391648         29.667     0.34159438
             95       21.05104     0.22328887      17.980082     0.19791608      25.180559     0.28550702
            100      17.932483     0.22825138      15.310661     0.20135813      21.353609     0.27295105
            105      15.584233      0.2181718      13.334999     0.18683087      18.541053      0.2864999
            110       12.98828     0.17052173      11.018194     0.14755463      15.596757     0.21209284
            115      11.439015     0.15425734      9.7400859     0.14093943      13.628607     0.19236869
            120       9.677087     0.14694487      8.2407598     0.13241355      11.532751     0.17277372
            125      8.9822123     0.16732148      7.6997156     0.14626864      10.566765     0.21627879
            130       7.629569     0.12656487      6.4684238     0.11288972       9.104572     0.15436053
            135      6.7441506     0.11994025      5.7635842     0.11066964      8.0557895     0.14986298
            140      5.6513977     0.12377694      4.7918012     0.11701173      6.7644529     0.14450642
            145      5.1224092     0.10794379       4.335042    0.094437146      6.1294314     0.13163176
            150      4.6346415     0.11377948      3.9143853     0.10154533      5.5706835     0.13253778
            155      4.0715811    0.094649355      3.4329163    0.082918651      4.9212522     0.11803858
            160      3.8033535       0.160946      3.2356571     0.13804276      4.5501804     0.22276693
            165      3.2229625     0.07667355      2.7532433      0.0688441      3.8102687    0.093957329
            170       2.915298    0.082273961      2.4758146    0.073942068      3.4792007    0.095740127
            175      2.6602977    0.074593697      2.2452984    0.065835125      3.1787466    0.090830031
            180      2.3601464    0.068917535      1.9771314    0.059747401      2.8640189    0.084438173
