#         pt_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            185      2.1320393    0.070118387      1.8024647    0.062485034      2.5557542    0.082406242
            190       2.001204    0.075466049      1.7004159    0.068508593      2.3814414    0.086524121
            195      1.7118465    0.060876286       1.450623    0.053115381      2.0428953    0.074358463
            200      1.6854001    0.061208607      1.4209683    0.053206703      2.0270083    0.074933167
            205      1.4550424    0.053312607       1.229446    0.046713065       1.748962     0.06485772
            210      1.3664578    0.054209814      1.1628775    0.048648055      1.6234082    0.064228966
            215       1.197049    0.065894135       1.021174    0.061254741      1.4144942    0.072926027
            220      1.0848299    0.043158299      0.9210924    0.037866121      1.2854891    0.052640172
            225      1.1079894     0.05222063     0.93745409     0.04790621      1.3273395    0.059924761
            230     0.86596632    0.041799752     0.73569865    0.037013474      1.0263568    0.049446029
            235     0.81371549    0.047581976     0.68006276    0.041071267     0.97826106    0.056560067
            240     0.76670238    0.038191463     0.64195884     0.03339175     0.92460366    0.046347767
            245     0.73652448    0.039702637     0.61413058    0.033755806     0.89655359    0.049698208
            250     0.66021514    0.034125743     0.55505591    0.029547327     0.79252996    0.041622997
            255     0.58833815    0.034012325     0.51400951    0.035039888     0.66467326    0.060710513
            260     0.60594183    0.047924212     0.51630993    0.043159436     0.71443625    0.054806764
            265     0.49506148    0.034668521     0.42324052    0.032712162     0.57996947    0.038595769
            270     0.56450955    0.042028787     0.48591548    0.040110174     0.67312936    0.048857838
            275     0.41666327    0.027500002     0.34446567    0.022747232     0.51049705    0.035496419
            280     0.42464179    0.029066181     0.35642718    0.025096772     0.51024504    0.037143721
            285     0.37031799    0.025371617     0.31237123    0.022000788     0.44147538    0.031282629
            290     0.33293864    0.024520678     0.27744467    0.020784036     0.40365004    0.030492516
            295     0.29999287    0.022672197     0.25156987    0.019651486     0.35892925     0.02828544
            300     0.28440862    0.026645402      0.2434019    0.024630445     0.33304027    0.030390836
            305     0.27500183    0.023738847     0.23108815    0.020466351     0.33045095    0.029048217
            310     0.25273222    0.024251012     0.21433806    0.021418683     0.30148791    0.029070791
            315     0.22411008    0.018285803     0.18688294       0.014944     0.27029339    0.024086065
            320     0.23736057    0.020504049     0.20178023    0.017885045     0.28014504    0.024709545
            325     0.23892275    0.023476967     0.20125131    0.020640133     0.28400037    0.028222578
            330     0.19800407     0.02073535     0.17161305    0.017955079     0.22687206    0.026062114
            335     0.19218061    0.018437108     0.15674016    0.014881651     0.24111943    0.024621146
            340     0.16149031    0.016639274     0.13728308    0.014534174     0.18867268    0.021957569
            345     0.13448415    0.014372287     0.11336681    0.012131937     0.15983973    0.018095339
            350     0.14151707    0.016829352     0.12382466    0.015268373     0.16119921    0.021243187
            355     0.11794224    0.014638333    0.099995334    0.012867821     0.13869785    0.017925035
            360     0.12795238    0.013911949     0.10946339    0.012299024     0.14922673    0.017363993
            365     0.13322528     0.01637771     0.11299959    0.014053609     0.15843122    0.020481547
            370     0.12016626    0.015235412     0.10057776    0.013776742     0.14546132    0.017420605
            375      0.1123001    0.012380483    0.091705276    0.010213368     0.13751791    0.015670969
            380    0.084842736    0.011347085    0.072820691   0.0098186818    0.097245953    0.014347257
            385    0.096964725    0.012964097     0.08139317    0.011306681     0.11703287    0.015818296
            390     0.10472311    0.013287067    0.087681279    0.011919464     0.12676186    0.015569347
            395     0.10952896    0.016743863    0.098641831    0.015581778     0.11872846    0.018526239
            400    0.078350551    0.011604593    0.065554941   0.0099266399    0.094438189    0.014533471
            405    0.079939803    0.012490083    0.066940452    0.010845575    0.097118064    0.015309001
            410    0.069525393    0.018761617    0.059432047    0.013256448    0.081604546    0.028371432
            415    0.070081063    0.011354289    0.057832362   0.0095707951    0.086409781    0.014363045
            420    0.050576575   0.0097403143    0.044859862    0.008961452    0.056023287     0.01164157
            425    0.038984547   0.0080208415    0.032451319   0.0064538784    0.046490453    0.010657536
            430    0.059493976   0.0090563787    0.046659567   0.0068737816    0.077150039    0.012681917
            435    0.048270925   0.0095014986     0.03994376    0.007836955    0.059059547    0.012188656
            440    0.061011673    0.010224512    0.053204685   0.0091814083    0.069492697    0.012219116
            445    0.067369586    0.026209427    0.058423839    0.023759241    0.077313051    0.028405661
            450    0.044020993    0.010332834    0.039202667   0.0092568485    0.049101141    0.012365297
            455    0.055409035   0.0090599671    0.045243544   0.0076807699    0.069464311    0.011323582
            460    0.047116043   0.0088124837    0.037468307   0.0073302774    0.060846988    0.011342165
            465    0.071872873     0.03156209     0.05573438     0.02165566    0.095423265    0.048512488
            470    0.023123228   0.0060922101    0.019597401   0.0049655313    0.027535788   0.0081295563
            475    0.027607893   0.0064629219    0.023264902   0.0051769215    0.032465453    0.008804541
            480    0.025905925   0.0060104577    0.020711083    0.004763801    0.033115571   0.0080428465
            485     0.03581061   0.0082603754    0.029688504   0.0069032419     0.04378565    0.010471985
            490    0.031279489    0.008740466     0.02751059   0.0076350081    0.035300846    0.010657883
            495    0.033083149   0.0099409724    0.029371201   0.0090491332    0.036115157    0.011323544
            500    0.033083149   0.0099409724    0.029371201   0.0090491332    0.036115157    0.011323544
